学校招生代码,学校名称,专业招生代码,专业名称,计划,语种,学制,学费
 	0890 ,	辽宁师范大学海华学院 (大连庄河市)  文史——普通类本科批 ,	06,广告学,74,不限,4,21000
 	0890 ,	辽宁师范大学海华学院 (大连庄河市)  文史——普通类本科批 ,	07,网络与新媒体,27,不限,4,21000
 	0890 ,	辽宁师范大学海华学院 (大连庄河市)  文史——普通类本科批 ,10,会计学,116,不限,4,21000
 	0890 ,	辽宁师范大学海华学院 (大连庄河市)  文史——普通类本科批 ,11,图书馆学,63,不限,4,21000
 	0890 ,	辽宁师范大学海华学院 (大连庄河市)  文史——普通类本科批 ,12,旅游管理,97,不限,4,21000
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,A1,汉语言文学(师范类)(西山湖校区),117,不限,4,3500
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,A2,汉语国际教育(师范类)(西山湖校区)(非英语语种考生慎报),35,不限,4,3500
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,A3,新闻学(西山湖校区),17,不限,4,4200
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,A4,广告学(西山湖校区),15,不限,4,4200
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,C1,英语(师范类)(非英语语种考生慎报)(详细要求见招生章程),33,英语,4,4000
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,C3,翻译(详细要求见招生章程),9,英语,4,4800
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,C4,日语(师范类)(详细要求见招生章程),18,日英,4,4000
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,C5,日语(详细要求见招生章程),11,日英,4,4800
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,C6,俄语(详细要求见招生章程),10,俄英,4,4800
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,C7,法语(详细要求见招生章程),4,英语,4,4800
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,G1,政治学与行政学,23,不限,4,4200
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,G2,行政管理,2,不限,4,4200
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,H1,思想政治教育(师范类),40,不限,4,3500
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,N1,公共事业管理,16,不限,4,4200
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,N2,劳动与社会保障,18,不限,4,4200
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,P1,教育学(师范类),15,不限,4,3500
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,P2,学前教育(师范类),19,不限,4,3500
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,P3,特殊教育(师范类),10,不限,4,3500
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,T1,法学,51,不限,4,4200
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,V1,历史学(师范类)(西山湖校区),49,不限,4,3500
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,V2,文物与博物馆学(西山湖校区),12,不限,4,3500
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,V3,旅游管理(西山湖校区)(详细要求见招生章程),6,不限,4,4200
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,V4,酒店管理(西山湖校区)(详细要求见招生章程),7,不限,4,4200
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 , 	0888 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,	91 , , , 
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,R1,工商管理类(中外合作办学)(国际商务)(非英语语种考生慎报),91,不限,4,36000
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 , 	0889 ,	辽宁师范大学 (大连),	13 , , , 
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,A1,汉语言文学(师范类)(西山湖校区),4,不限,4,3500
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,C1,英语(师范类)(非英语语种考生慎报)(详细要求见招生章程),3,英语,4,4000
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,H1,思想政治教育(师范类),2,不限,4,3500
 	0887 ,	辽宁师范大学 (大连)  文史——普通类本科批 ,V1,历史学(师范类)(西山湖校区),4,不限,4,3500
 	0892 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 ,11,俄语,6,不限,4,4800
 	0892 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 ,17,工商管理,3,不限,4,4200
 	0892 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 ,18,国际经济与贸易,4,不限,4,4200
 	0892 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 ,21,汉语国际教育,17,不限,4,3500
 	0892 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 ,22,行政管理,10,不限,4,4200
 	0892 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 ,29,会计学,8,不限,4,4200
 	0892 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 ,38,日语,10,不限,4,4800
 	0892 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 ,43,市场营销,4,不限,4,4200
 	0892 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 ,50,英语,10,英语,4,4800
 	0892 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 , 	1805 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 ,	20 , , , 
 	0892 ,	辽宁石油化工大学 (抚顺)  文史——普通类本科批 ,90,少数民族预科班,20,不限,1,3500
 	0907 ,	辽宁中医药大学杏林学院 (沈阳)  文史——普通类本科批 ,	01,中医学,102,不限,5,21500
 	0907 ,	辽宁中医药大学杏林学院 (沈阳)  文史——普通类本科批 ,	02,中西医临床医学,80,不限,5,21500
 	0907 ,	辽宁中医药大学杏林学院 (沈阳)  文史——普通类本科批 ,	03,针灸推拿学,40,不限,5,21500
 	0907 ,	辽宁中医药大学杏林学院 (沈阳)  文史——普通类本科批 ,	04,康复治疗学,8,不限,4,21000
 	0907 ,	辽宁中医药大学杏林学院 (沈阳)  文史——普通类本科批 ,	05,健康服务与管理,6,不限,4,21000
 	0907 ,	辽宁中医药大学杏林学院 (沈阳)  文史——普通类本科批 ,	07,药事管理,6,不限,4,21000
 	0907 ,	辽宁中医药大学杏林学院 (沈阳)  文史——普通类本科批 ,	08,护理学,60,不限,4,21000
 	0905 ,	辽宁中医药大学 (沈阳)  文史——普通类本科批 ,A5,中医学,60,不限,5,4800
 	0905 ,	辽宁中医药大学 (沈阳)  文史——普通类本科批 ,A7,中西医临床医学,30,不限,5,4800
 	0905 ,	辽宁中医药大学 (沈阳)  文史——普通类本科批 ,D2,护理学,60,不限,4,4800
 	0905 ,	辽宁中医药大学 (沈阳)  文史——普通类本科批 ,F3,公共事业管理,5,不限,4,4500
 	0905 ,	辽宁中医药大学 (沈阳)  文史——普通类本科批 ,H1,英语,5,不限,4,4600
 	0913 ,	临沂大学 (山东)  文史——普通类本科批 ,	07,朝鲜语,5,不限,4,4400
 	0913 ,	临沂大学 (山东)  文史——普通类本科批 ,	0C,地理科学类(地理科学、人文地理与城乡规划、自然地理与资源环境、地理空间信息工程),5,不限,4,5300
 	0913 ,	临沂大学 (山东)  文史——普通类本科批 ,16,工商管理类(会计学、工商管理、文化产业管理),5,不限,4,5300
 	0913 ,	临沂大学 (山东)  文史——普通类本科批 ,35,新闻传播学类(新闻学、广告学、编辑出版学),5,不限,4,4400
 	0918 ,	鲁东大学 (烟台)  文史——普通类本科批 ,	01,汉语言文学(师范类),1,不限,4,4800
 	0918 ,	鲁东大学 (烟台)  文史——普通类本科批 ,	08,英语(师范类),2,不限,4,4400
 	0918 ,	鲁东大学 (烟台)  文史——普通类本科批 ,10,日语,2,不限,4,4400
 	0918 ,	鲁东大学 (烟台)  文史——普通类本科批 ,11,朝鲜语,2,不限,4,4400
 	0918 ,	鲁东大学 (烟台)  文史——普通类本科批 ,12,小学教育(师范类),1,不限,4,4400
 	0918 ,	鲁东大学 (烟台)  文史——普通类本科批 ,13,学前教育(师范类),2,不限,4,4400
 	0918 ,	鲁东大学 (烟台)  文史——普通类本科批 ,14,心理学(师范类),2,不限,4,5000
 	0918 ,	鲁东大学 (烟台)  文史——普通类本科批 ,15,思想政治教育(师范类),2,不限,4,4300
 	0918 ,	鲁东大学 (烟台)  文史——普通类本科批 ,18,市场营销,1,不限,4,5000
 	0918 ,	鲁东大学 (烟台)  文史——普通类本科批 ,21,地理科学(师范类),2,不限,4,5000
 	0932 ,	洛阳理工学院 (河南)  文史——普通类本科批 ,45,工商管理,4,不限,4,3400
 	0932 ,	洛阳理工学院 (河南)  文史——普通类本科批 ,53,会计学,4,不限,4,3400
 	0933 ,	洛阳师范学院 (河南)  文史——普通类本科批 ,	03,汉语国际教育(师范类),3,不限,4,3400
 	0933 ,	洛阳师范学院 (河南)  文史——普通类本科批 ,	0J,市场营销,4,不限,4,3400
 	0933 ,	洛阳师范学院 (河南)  文史——普通类本科批 ,1W,旅游管理,4,不限,4,3400
 	0931 ,	吕梁学院 (山西)  文史——普通类本科批 ,	05,英语,3,英语,4,4950
 	0936 ,	绵阳师范学院 (四川)  文史——普通类本科批 ,	01,汉语言文学(师范类),1,不限,4,3700
 	0936 ,	绵阳师范学院 (四川)  文史——普通类本科批 ,	03,汉语国际教育,1,不限,4,3700
 	0937 ,	闽江学院 (福州)  文史——普通类本科批 ,10,汉语国际教育,1,不限,4,5040
 	0937 ,	闽江学院 (福州)  文史——普通类本科批 ,13,文化产业管理,1,不限,4,5040
 	0938 ,	闽南理工学院 (石狮)  文史——普通类本科批 ,16,国际经济与贸易,1,不限,4,21000
 	0938 ,	闽南理工学院 (石狮)  文史——普通类本科批 ,19,金融工程,1,不限,4,21000
 	0939 ,	闽南师范大学 (福建)  文史——普通类本科批 ,	02,汉语言文学,4,不限,4,5460
 	0939 ,	闽南师范大学 (福建)  文史——普通类本科批 ,	09,法学,4,不限,4,5040
 	0941 ,	牡丹江师范学院 (黑龙江)  文史——普通类本科批 ,21,秘书学,3,不限,4,4000
 	0941 ,	牡丹江师范学院 (黑龙江)  文史——普通类本科批 ,23,广播电视学,3,不限,4,5500
 	0941 ,	牡丹江师范学院 (黑龙江)  文史——普通类本科批 ,34,工商管理类(工商管理、市场营销),3,不限,4,4000
 	0941 ,	牡丹江师范学院 (黑龙江)  文史——普通类本科批 ,48,商务英语,3,不限,4,4500
 	0941 ,	牡丹江师范学院 (黑龙江)  文史——普通类本科批 ,50,俄语,2,不限,4,4000
 	0941 ,	牡丹江师范学院 (黑龙江)  文史——普通类本科批 ,52,朝鲜语,2,不限,4,4400
 	0971 ,	南昌大学科学技术学院  文史——普通类本科批 ,10,汉语言文学,4,不限,4,13000
 	0971 ,	南昌大学科学技术学院  文史——普通类本科批 ,11,日语,4,英语,4,13000
 	0969 ,	南昌大学  文史——普通类本科批 ,	05,新闻学,3,不限,4,4950
 	0969 ,	南昌大学  文史——普通类本科批 ,	0C,翻译,2,英语,4,4950
 	0969 ,	南昌大学  文史——普通类本科批 ,	0D,日语,3,英语,4,4950
 	0969 ,	南昌大学  文史——普通类本科批 ,26,行政管理,2,不限,4,4950
 	0969 ,	南昌大学  文史——普通类本科批 ,29,公共关系学,2,不限,4,4950
 	0969 ,	南昌大学  文史——普通类本科批 ,2A,社会工作,2,不限,4,4950
 	0969 ,	南昌大学  文史——普通类本科批 ,2B,经济学,3,不限,4,4950
 	0969 ,	南昌大学  文史——普通类本科批 ,2D,工商管理类(工商管理、会计学),3,不限,4,4950
 	0972 ,	南昌工程学院  文史——普通类本科批 ,	0W,人力资源管理,2,不限,4,4270
 	0972 ,	南昌工程学院  文史——普通类本科批 ,	0Z,审计学,2,不限,4,4270
 	0972 ,	南昌工程学院  文史——普通类本科批 ,11,新闻传播学类(广播电视学、编辑出版学),2,不限,4,4270
 	0972 ,	南昌工程学院  文史——普通类本科批 ,15,英语,2,不限,4,4270
 	0973 ,	南昌工学院  文史——普通类本科批 ,10,财务管理,1,不限,4,19600
 	0973 ,	南昌工学院  文史——普通类本科批 ,89,会计学,1,不限,4,20600
 	0973 ,	南昌工学院  文史——普通类本科批 ,A9,物流工程,1,不限,4,19600
 	0973 ,	南昌工学院  文史——普通类本科批 ,B1,人力资源管理,1,不限,4,20600
 	0973 ,	南昌工学院  文史——普通类本科批 ,B3,国际经济与贸易,1,不限,4,20600
 	0973 ,	南昌工学院  文史——普通类本科批 ,B4,电子商务(跨境电商方向),2,不限,4,19600
 	0973 ,	南昌工学院  文史——普通类本科批 ,C2,风景园林,1,不限,4,19600
 	0973 ,	南昌工学院  文史——普通类本科批 ,C4,社会工作,1,不限,4,19600
 	0973 ,	南昌工学院  文史——普通类本科批 ,C6,秘书学(行政秘书方向),1,不限,4,17600
 	0973 ,	南昌工学院  文史——普通类本科批 ,H9,审计学,1,不限,4,19600
 	0973 ,	南昌工学院  文史——普通类本科批 ,K1,土木工程,1,不限,4,20600
 	0973 ,	南昌工学院  文史——普通类本科批 ,L1,市场营销,1,不限,4,19600
 	0973 ,	南昌工学院  文史——普通类本科批 , 	1837 ,	南昌工学院  文史——普通类本科批 ,	10 , , , 
 	0973 ,	南昌工学院  文史——普通类本科批 ,86,少数民族预科班,10,不限,1,8000
 	0976 ,	南昌航空大学科技学院  文史——普通类本科批 ,12,经济学,2,不限,4,13000
 	0976 ,	南昌航空大学科技学院  文史——普通类本科批 ,14,工商管理,2,不限,4,13000
 	0976 ,	南昌航空大学科技学院  文史——普通类本科批 ,15,市场营销,2,不限,4,13000
 	0976 ,	南昌航空大学科技学院  文史——普通类本科批 ,16,会计学,2,不限,4,13000
 	0976 ,	南昌航空大学科技学院  文史——普通类本科批 ,17,英语,2,英语,4,13000
 	0976 ,	南昌航空大学科技学院  文史——普通类本科批 ,18,新闻学,2,不限,4,13000
 	0975 ,	南昌航空大学  文史——普通类本科批 ,	0Z,经济学(金融租赁),1,不限,4,4270
 	0975 ,	南昌航空大学  文史——普通类本科批 ,15,会计学,1,不限,4,4270
 	0975 ,	南昌航空大学  文史——普通类本科批 ,38,英语(外贸英语),1,不限,4,4270
 	0975 ,	南昌航空大学  文史——普通类本科批 ,3M,工商管理(民航管理),1,不限,4,4270
 	0977 ,	南昌理工学院  文史——普通类本科批 ,	02,学前教育,1,不限,4,16600
 	0977 ,	南昌理工学院  文史——普通类本科批 ,18,工商管理,1,不限,4,16600
 	0977 ,	南昌理工学院  文史——普通类本科批 ,19,市场营销,1,不限,4,16600
 	0977 ,	南昌理工学院  文史——普通类本科批 ,20,国际经济与贸易,1,不限,4,16600
 	0977 ,	南昌理工学院  文史——普通类本科批 ,22,会计学,2,不限,4,16600
 	0977 ,	南昌理工学院  文史——普通类本科批 ,35,英语,1,不限,4,16600
 	0977 ,	南昌理工学院  文史——普通类本科批 ,36,翻译,2,不限,4,16600
 	0977 ,	南昌理工学院  文史——普通类本科批 ,43,工程造价,1,不限,4,16600
 	0977 ,	南昌理工学院  文史——普通类本科批 ,45,人力资源管理,1,不限,4,16600
 	0977 ,	南昌理工学院  文史——普通类本科批 ,49,法学,1,不限,4,16600
 	0977 ,	南昌理工学院  文史——普通类本科批 ,50,护理学,1,不限,4,16600
 	0979 ,	南昌师范学院  文史——普通类本科批 ,	03,旅游管理,1,不限,4,待定
 	0979 ,	南昌师范学院  文史——普通类本科批 ,	05,会展经济与管理,1,不限,4,待定
 	0979 ,	南昌师范学院  文史——普通类本科批 ,	06,汉语言文学(师范类),2,不限,4,待定
 	0979 ,	南昌师范学院  文史——普通类本科批 ,	07,秘书学,2,不限,4,待定
 	0979 ,	南昌师范学院  文史——普通类本科批 ,10,思想政治教育(师范类),2,不限,4,待定
 	0981 ,	南方医科大学 (广州)  文史——普通类本科批 ,12,中医学,1,不限,5,7660
 	0981 ,	南方医科大学 (广州)  文史——普通类本科批 ,22,护理学,2,不限,4,7660
 	0981 ,	南方医科大学 (广州)  文史——普通类本科批 ,33,公共事业管理（医院管理方向）,2,不限,4,6060
 	0981 ,	南方医科大学 (广州)  文史——普通类本科批 ,34,经济学（卫生经济与医疗保险方向）,1,不限,4,6060
 	0981 ,	南方医科大学 (广州)  文史——普通类本科批 ,A1,外国语言文学类(英语、翻译、商务英语),3,英语,4,6850
