学校招生代码,学校名称,专业招生代码,专业名称,计划,语种,学制,学费
 	1515 ,	西藏农牧学院  文史——普通类本科批 ,20,农林经济管理,3,不限,4,免费
 	1515 ,	西藏农牧学院  文史——普通类本科批 ,21,农村区域发展,2,不限,4,免费
 	1550 ,	咸阳师范学院 (陕西)  文史——普通类本科批 ,23,经济学,2,不限,4,4500
 	1550 ,	咸阳师范学院 (陕西)  文史——普通类本科批 ,30,英语(师范类),2,英语,4,4500
 	1550 ,	咸阳师范学院 (陕西)  文史——普通类本科批 ,31,日语,2,不限,4,4500
 	1555 ,	湘南学院 (郴州)  文史——普通类本科批 ,17,新闻学,1,不限,4,6000
 	1555 ,	湘南学院 (郴州)  文史——普通类本科批 ,18,英语(师范类),1,英语,4,4000
 	1555 ,	湘南学院 (郴州)  文史——普通类本科批 ,19,翻译,1,不限,4,3800
 	1555 ,	湘南学院 (郴州)  文史——普通类本科批 ,20,商务英语,1,英语,4,3800
 	1556 ,	湘潭大学 (湖南)  文史——普通类本科批 ,	01,哲学,2,不限,4,5300
 	1556 ,	湘潭大学 (湖南)  文史——普通类本科批 ,	04,中国共产党历史,2,不限,4,5300
 	1556 ,	湘潭大学 (湖南)  文史——普通类本科批 ,	07,经济学,2,不限,4,5500
 	1556 ,	湘潭大学 (湖南)  文史——普通类本科批 ,14,财务管理,2,不限,4,5500
 	1556 ,	湘潭大学 (湖南)  文史——普通类本科批 ,16,人力资源管理,2,不限,4,5500
 	1556 ,	湘潭大学 (湖南)  文史——普通类本科批 ,23,公共管理类(韶峰班)(行政管理),2,不限,4,5500
 	1556 ,	湘潭大学 (湖南)  文史——普通类本科批 ,25,法学,2,不限,4,5500
 	1556 ,	湘潭大学 (湖南)  文史——普通类本科批 ,28,汉语言文学,2,不限,4,5300
 	1556 ,	湘潭大学 (湖南)  文史——普通类本科批 ,29,新闻学,3,不限,4,6000
 	1556 ,	湘潭大学 (湖南)  文史——普通类本科批 ,32,英语,4,英语,4,5300
 	1560 ,	新疆财经大学商务学院,	01,会计学,2,不限,4,13000
 	1560 ,	新疆财经大学商务学院,15,财务管理,1,不限,4,13000
 	1560 ,	新疆财经大学商务学院,31,金融学,2,不限,4,13000
 	1559 ,	新疆财经大学 (乌鲁木齐)  文史——普通类本科批 ,25,汉语言文学,3,不限,4,3200
 	1559 ,	新疆财经大学 (乌鲁木齐)  文史——普通类本科批 ,27,保险学,2,不限,4,3200
 	1559 ,	新疆财经大学 (乌鲁木齐)  文史——普通类本科批 ,29,经济学,5,不限,4,3200
 	1561 ,	新疆大学 (乌鲁木齐)  文史——普通类本科批 ,45,俄语,2,不限,4,3800
 	1565 ,	新疆师范大学 (乌鲁木齐)  文史——普通类本科批 ,	01,思想政治教育,1,不限,4,3100
 	1565 ,	新疆师范大学 (乌鲁木齐)  文史——普通类本科批 ,1F,公共事业管理,2,不限,4,3100
 	1565 ,	新疆师范大学 (乌鲁木齐)  文史——普通类本科批 ,33,汉语言文学(师范类),3,不限,4,3100
 	1565 ,	新疆师范大学 (乌鲁木齐)  文史——普通类本科批 ,40,英语(师范类),1,不限,4,3800
 	1565 ,	新疆师范大学 (乌鲁木齐)  文史——普通类本科批 ,42,俄语,1,不限,4,3800
 	1569 ,	新乡学院 (河南)  文史——普通类本科批 ,10,中国语言文学类(汉语言文学、汉语国际教育、秘书学),2,不限,4,3400
 	1569 ,	新乡学院 (河南)  文史——普通类本科批 ,11,外国语言文学类(英语、翻译、商务英语),4,不限,4,3400
 	1569 ,	新乡学院 (河南)  文史——普通类本科批 ,18,国际经济与贸易,2,不限,4,3400
 	1569 ,	新乡学院 (河南)  文史——普通类本科批 ,39,文化产业管理,2,不限,4,3400
 	1571 ,	新余学院 (江西)  文史——普通类本科批 ,24,商务英语,1,不限,4,3880
 	1571 ,	新余学院 (江西)  文史——普通类本科批 ,25,汉语言文学(师范类),1,不限,4,3650
 	1575 ,	邢台学院 (河北)  文史——普通类本科批 ,15,物流管理,5,不限,4,待定
 	1578 ,	徐州工程学院 (江苏)  文史——普通类本科批 ,41,旅游管理,1,不限,4,5200
 	1578 ,	徐州工程学院 (江苏)  文史——普通类本科批 ,50,朝鲜语,4,不限,4,5200
 	1586 ,	延安大学 (陕西)  文史——普通类本科批 ,4D,新闻学,2,不限,4,3500
 	1586 ,	延安大学 (陕西)  文史——普通类本科批 ,4E,翻译,2,不限,4,4500
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,	02,新闻学(招朝鲜语答卷考生),2,不限,4,3850
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,	03,中国少数民族语言文学(招朝鲜语答卷考生),4,不限,4,3850
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 , 	1588 ,	延边大学 (延吉)  文史——普通类本科批 ,	22 , , , 
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,	04,法学(招朝鲜族考生),2,不限,4,4620
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,	0A,中国语言文学类(汉语国际教育、汉语言)(第一学年末分流。招朝鲜族考生，含师范、非师范),3,不限,4,3850
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,	0D,工商管理类(含工商管理、会计学、市场营销。第一学年末分流。招朝鲜族考生),2,不限,4,4180
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,	0E,经济学类(经济学、国际经济与贸易)(第一学年末分流。招朝鲜族考生),2,不限,4,4620
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,1H,历史学(含师范、非师范。招朝鲜族考生),2,不限,4,3850
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,1M,行政管理(招朝鲜族考生),2,不限,4,4180
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,1P,小学教育(师范。招朝鲜族考生),3,不限,4,3850
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,1Q,心理学(师范。招朝鲜族考生),3,不限,4,3850
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,1R,学前教育(师范。招朝鲜族考生),3,不限,4,3850
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 , 	1589 ,	延边大学 (延吉)  文史——普通类本科批 ,	14 , , , 
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,	0G,农林经济管理,2,不限,4,4180
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,	0J,地理科学类(地理科学、地理信息科学)(第一学年末分流。地理科学专业为师范。在珲春校区办学),5,不限,4,3850
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,	0P,旅游管理(珲春校区),2,不限,4,4180
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,1G,汉语言文学(含师范、非师范。招汉语答卷考生),3,不限,4,3850
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,36,俄语(培养俄语翻译人才。在珲春校区办学),2,英日,4,5060
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 , 	1590 ,	延边大学 (延吉)  文史——普通类本科批 ,	6 , , , 
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,23,日语(招朝鲜语答卷的朝鲜族考生),4,日语,4,5060
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,27,英语(零起点.招朝鲜语答卷的朝鲜族考生),2,日语,4,5060
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 , 	1591 ,	延边大学 (延吉)  文史——普通类本科批 ,	3 , , , 
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,	0F,经济学类(中外合作办学)(经济学)(与韩国崇实大学合作办学，培养金融学方向专业人才，非英语语种考生慎报),3,不限,4,23000
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 , 	1808 ,	延边大学 (延吉)  文史——普通类本科批 ,	8 , , , 
 	1587 ,	延边大学 (延吉)  文史——普通类本科批 ,91,"少数民族预科班(招少数民族考生。其中朝鲜族6,其他少数民族2,第一年在珲春校区办学，第一学年末分流)",8,不限,1,5000
 	1593 ,	盐城师范学院 (江苏)  文史——普通类本科批 ,	03,广播电视学,5,不限,4,5200
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,	01,环境工程,1,不限,4,18000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,	05,护理学,1,不限,4,18000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,12,建筑学,1,不限,5,18000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,14,会计学,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,16,工商管理,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,17,人力资源管理,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,18,物流管理,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,19,财务管理,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,20,电子商务,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,21,国际经济与贸易,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,22,市场营销,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,23,金融学,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,24,法学,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,25,商务英语,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,26,英语,1,不限,4,16000
 	1595 ,	燕京理工学院 (三河)  文史——普通类本科批 ,36,学前教育,1,不限,4,16000
 	1598 ,	燕山大学里仁学院 (秦皇岛)  文史——普通类本科批 ,	02,法学,2,不限,4,10000
 	1598 ,	燕山大学里仁学院 (秦皇岛)  文史——普通类本科批 ,	05,会计学,2,不限,4,10000
 	1596 ,	燕山大学 (秦皇岛)  文史——普通类本科批 ,	03,法学,4,不限,4,待定
 	1596 ,	燕山大学 (秦皇岛)  文史——普通类本科批 ,	07,汉语言文学,4,不限,4,待定
 	1596 ,	燕山大学 (秦皇岛)  文史——普通类本科批 ,	08,英语,4,英语,4,待定
 	1596 ,	燕山大学 (秦皇岛)  文史——普通类本科批 ,12,日语,4,英语,4,待定
 	1596 ,	燕山大学 (秦皇岛)  文史——普通类本科批 ,13,翻译(英语),2,英语,4,待定
 	1596 ,	燕山大学 (秦皇岛)  文史——普通类本科批 ,49,工商管理,2,不限,4,待定
 	1596 ,	燕山大学 (秦皇岛)  文史——普通类本科批 ,50,会计学,2,不限,4,待定
 	1596 ,	燕山大学 (秦皇岛)  文史——普通类本科批 ,56,旅游管理,2,不限,4,待定
 	1583 ,	烟台大学文经学院 (山东)  文史——普通类本科批 ,	01,国际经济与贸易,3,不限,4,16000
 	1583 ,	烟台大学文经学院 (山东)  文史——普通类本科批 ,	04,市场营销,2,不限,4,16000
 	1583 ,	烟台大学文经学院 (山东)  文史——普通类本科批 ,	08,汉语言文学,2,不限,4,16000
 	1583 ,	烟台大学文经学院 (山东)  文史——普通类本科批 ,	09,法学,3,不限,4,16000
 	1581 ,	烟台大学 (山东)  文史——普通类本科批 ,	01,汉语言文学,3,不限,4,4400
 	1581 ,	烟台大学 (山东)  文史——普通类本科批 ,	02,新闻学,3,不限,4,4400
 	1581 ,	烟台大学 (山东)  文史——普通类本科批 ,	04,法学,3,不限,4,4700
 	1581 ,	烟台大学 (山东)  文史——普通类本科批 ,	06,英语,2,英语,4,4400
 	1581 ,	烟台大学 (山东)  文史——普通类本科批 ,	08,日语,2,英语,4,4400
 	1581 ,	烟台大学 (山东)  文史——普通类本科批 ,	09,国际经济与贸易,2,不限,4,5300
 	1581 ,	烟台大学 (山东)  文史——普通类本科批 , 	1582 ,	烟台大学 (山东)  文史——普通类本科批 ,	2 , , , 
 	1581 ,	烟台大学 (山东)  文史——普通类本科批 ,90,边防军人子女预科班(只招经中央军委政治部审定具有报考资格的学生),2,英语,1,10000
 	1585 ,	烟台南山学院 (山东)  文史——普通类本科批 ,20,工商管理,3,不限,4,13800
 	1585 ,	烟台南山学院 (山东)  文史——普通类本科批 ,29,日语,3,不限,4,12200
 	1585 ,	烟台南山学院 (山东)  文史——普通类本科批 ,30,英语,3,不限,4,13800
 	1585 ,	烟台南山学院 (山东)  文史——普通类本科批 ,37,康复治疗学,4,不限,4,12800
 	1585 ,	烟台南山学院 (山东)  文史——普通类本科批 ,38,护理学,3,不限,4,12200
 	1600 ,	扬州大学广陵学院 (江苏)  文史——普通类本科批 ,	01,法学,3,不限,4,14000
 	1600 ,	扬州大学广陵学院 (江苏)  文史——普通类本科批 ,	08,会计学,4,不限,4,14000
 	1600 ,	扬州大学广陵学院 (江苏)  文史——普通类本科批 ,	09,财务管理,4,不限,4,14000
 	1599 ,	扬州大学 (江苏)  文史——普通类本科批 ,	01,中国语言文学类(汉语言文学(师范)、汉语国际教育),1,不限,4,5720
 	1599 ,	扬州大学 (江苏)  文史——普通类本科批 ,	02,秘书学,1,不限,4,5200
 	1599 ,	扬州大学 (江苏)  文史——普通类本科批 ,	08,法学,1,不限,4,5720
 	1599 ,	扬州大学 (江苏)  文史——普通类本科批 ,	0F,广播电视学,1,不限,4,5200
 	1599 ,	扬州大学 (江苏)  文史——普通类本科批 ,	0L,日语,1,不限,4,5200
 	1599 ,	扬州大学 (江苏)  文史——普通类本科批 ,2D,经济学,1,不限,4,5200
 	1599 ,	扬州大学 (江苏)  文史——普通类本科批 ,2W,朝鲜语,1,不限,4,5200
 	1605 ,	宜春学院 (江西)  文史——普通类本科批 ,A2,汉语国际教育(师范类),1,不限,4,4010
 	1605 ,	宜春学院 (江西)  文史——普通类本科批 ,D1,英语(师范类),2,不限,4,4270
 	1605 ,	宜春学院 (江西)  文史——普通类本科批 ,D2,法语,2,不限,4,4270
 	1605 ,	宜春学院 (江西)  文史——普通类本科批 ,N2,护理学(美容医疗技术方向，在美容医学院就读),2,不限,4,4790
 	1607 ,	银川能源学院  文史——普通类本科批 ,15,金融工程(本专业与自治区金融工作局合作共建),3,不限,4,17000
 	1607 ,	银川能源学院  文史——普通类本科批 ,20,物联网工程(本专业与中兴通讯合作共建),3,不限,4,17000
 	1608 ,	营口理工学院  文史——普通类本科批 ,	0K,物流管理,42,不限,4,4200
 	1611 ,	玉林师范学院 (广西)  文史——普通类本科批 ,49,商务英语,5,不限,4,4620
 	1612 ,	玉溪师范学院 (云南)  文史——普通类本科批 ,	04,汉语言文学(师范类),2,不限,4,3400
 	1612 ,	玉溪师范学院 (云南)  文史——普通类本科批 ,	0D,国际经济与贸易,2,不限,4,4000
 	1632 ,	运城学院 (山西)  文史——普通类本科批 ,	07,汉语言文学(师范类),5,不限,4,4500
 	1615 ,	云南财经大学 (昆明)  文史——普通类本科批 ,	01,金融学,2,不限,4,待定
 	1615 ,	云南财经大学 (昆明)  文史——普通类本科批 ,	06,会计学,2,不限,4,待定
 	1615 ,	云南财经大学 (昆明)  文史——普通类本科批 ,	08,审计学,2,不限,4,待定
 	1615 ,	云南财经大学 (昆明)  文史——普通类本科批 ,25,工商管理,2,不限,4,待定
 	1615 ,	云南财经大学 (昆明)  文史——普通类本科批 ,32,房地产开发与管理（2019年后将迁至安宁校区学习）,2,不限,4,待定
 	1615 ,	云南财经大学 (昆明)  文史——普通类本科批 ,34,国际商务,2,不限,4,待定
 	1615 ,	云南财经大学 (昆明)  文史——普通类本科批 ,41,社会工作,2,不限,4,待定
 	1615 ,	云南财经大学 (昆明)  文史——普通类本科批 ,47,汉语言,2,不限,4,待定
 	1618 ,	云南大学滇池学院 (昆明)  文史——普通类本科批 ,	03,投资学,2,不限,4,18000
 	1618 ,	云南大学滇池学院 (昆明)  文史——普通类本科批 ,	05,国际商务,2,不限,4,18000
 	1618 ,	云南大学滇池学院 (昆明)  文史——普通类本科批 ,11,汉语国际教育,2,不限,4,16000
 	1618 ,	云南大学滇池学院 (昆明)  文史——普通类本科批 ,12,新闻学,2,不限,4,16000
 	1618 ,	云南大学滇池学院 (昆明)  文史——普通类本科批 ,15,英语,1,英语,4,16000
 	1618 ,	云南大学滇池学院 (昆明)  文史——普通类本科批 ,38,旅游管理,2,不限,4,18000
 	1619 ,	云南大学旅游文化学院 (丽江)  文史——普通类本科批 ,	03,国际经济与贸易,2,不限,4,18500
 	1619 ,	云南大学旅游文化学院 (丽江)  文史——普通类本科批 ,	07,汉语国际教育,2,不限,4,18000
 	1619 ,	云南大学旅游文化学院 (丽江)  文史——普通类本科批 ,	0A,英语,4,英语,4,18000
 	1619 ,	云南大学旅游文化学院 (丽江)  文史——普通类本科批 ,	0C,旅游管理,2,不限,4,18500
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,	02,经济学类(经济学、财政学、金融学、保险学、国际经济与贸易、国际商务、会计学),1,不限,4,4000
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,	09,法学,5,不限,4,4000
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,	0C,社会工作,2,不限,4,4000
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,	0F,汉语言文学,4,不限,4,3400
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,	0J,英语,2,不限,4,3400
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,	0L,日语,2,不限,4,3400
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,	0R,新闻学,3,不限,4,3400
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,	0T,历史学(国家历史学基地班),3,不限,4,3400
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,1Y,建筑学(须有美术基础),1,不限,5,4500
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,24,工商管理类(工商管理、财务管理、人力资源管理、物流管理、电子商务、旅游管理),1,不限,4,4000
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,2D,公共事业管理,2,不限,4,4000
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 , 	1617 ,	云南大学 (昆明)  文史——普通类本科批 ,	2 , , , 
 	1616 ,	云南大学 (昆明)  文史——普通类本科批 ,2T,物流管理与工程类(中外合作办学)(物流管理)(与泰国清迈大学合作),2,不限,4,待定
 	1622 ,	云南民族大学 (昆明)  文史——普通类本科批 ,	05,政治学与行政学,2,不限,4,待定
 	1622 ,	云南民族大学 (昆明)  文史——普通类本科批 ,23,汉语言文学,2,不限,4,待定
 	1623 ,	云南农业大学 (昆明)  文史——普通类本科批 ,	0V,茶学,1,不限,4,4500
 	1623 ,	云南农业大学 (昆明)  文史——普通类本科批 , 	1625 ,	云南农业大学 (昆明)  文史——普通类本科批 ,	1 , , , 
 	1623 ,	云南农业大学 (昆明)  文史——普通类本科批 ,2C,农业经济管理类(中外合作办学)(农林经济管理)(与新西兰林肯大学合作办学(采用3+1培养模式) ),1,不限,4,19300
 	1627 ,	云南师范大学商学院 (昆明)  文史——普通类本科批 ,	01,会计学,1,不限,4,19800
 	1627 ,	云南师范大学商学院 (昆明)  文史——普通类本科批 ,	02,财务管理,1,不限,4,19800
 	1627 ,	云南师范大学商学院 (昆明)  文史——普通类本科批 ,	04,金融学,1,不限,4,19800
 	1627 ,	云南师范大学商学院 (昆明)  文史——普通类本科批 ,	08,汉语言文学,1,不限,4,19800
 	1627 ,	云南师范大学商学院 (昆明)  文史——普通类本科批 ,	0C,法学,2,不限,4,19800
 	1628 ,	云南师范大学文理学院 (昆明)  文史——普通类本科批 ,	06,西班牙语,2,不限,4,18000
 	1628 ,	云南师范大学文理学院 (昆明)  文史——普通类本科批 ,	07,翻译,1,不限,4,18000
 	1628 ,	云南师范大学文理学院 (昆明)  文史——普通类本科批 ,	08,汉语言文学,2,不限,4,18000
 	1628 ,	云南师范大学文理学院 (昆明)  文史——普通类本科批 ,15,物流管理,2,不限,4,18000
 	1628 ,	云南师范大学文理学院 (昆明)  文史——普通类本科批 ,38,学前教育,2,不限,4,18000
 	1626 ,	云南师范大学 (昆明)  文史——普通类本科批 ,	0D,汉语言文学(师范类),2,不限,4,3400
 	1626 ,	云南师范大学 (昆明)  文史——普通类本科批 ,	0K,思想政治教育(师范类),2,不限,4,4000
 	1626 ,	云南师范大学 (昆明)  文史——普通类本科批 ,	0Q,汉语国际教育,2,不限,4,3400
 	1631 ,	云南中医学院 (昆明)  文史——普通类本科批 ,	0E,中西医临床医学,1,不限,5,5000
 	1631 ,	云南中医学院 (昆明)  文史——普通类本科批 ,	0L,康复治疗学,1,不限,4,5000
 	1640 ,	张家口学院 (河北)  文史——普通类本科批 ,	01,金融工程,1,不限,4,待定
 	1640 ,	张家口学院 (河北)  文史——普通类本科批 ,	0F,生态学,1,不限,4,待定
 	1640 ,	张家口学院 (河北)  文史——普通类本科批 ,	0K,医学影像技术,1,不限,4,待定
 	1640 ,	张家口学院 (河北)  文史——普通类本科批 ,	0M,护理学,1,不限,4,待定
 	1641 ,	浙江财经大学 (杭州)  文史——普通类本科批 ,51,市场营销,1,不限,4,5300
 	1641 ,	浙江财经大学 (杭州)  文史——普通类本科批 ,55,电子商务,1,不限,4,5300
 	1641 ,	浙江财经大学 (杭州)  文史——普通类本科批 , 	1642 ,	浙江财经大学 (杭州)  文史——普通类本科批 ,	4 , , , 
 	1641 ,	浙江财经大学 (杭州)  文史——普通类本科批 ,15,工商管理类(中外合作办学)(会计学),1,不限,4,28800
 	1641 ,	浙江财经大学 (杭州)  文史——普通类本科批 ,16,金融学类(中外合作办学)(金融学),1,不限,4,28800
 	1641 ,	浙江财经大学 (杭州)  文史——普通类本科批 ,17,工商管理类(中外合作办学)(市场营销),2,不限,4,28800
 	1643 ,	浙江传媒学院 (杭州)  文史——普通类本科批 ,26,广播电视学,2,不限,4,5500
 	1643 ,	浙江传媒学院 (杭州)  文史——普通类本科批 ,27,新闻学,2,不限,4,4800
 	1643 ,	浙江传媒学院 (杭州)  文史——普通类本科批 ,28,编辑出版学,2,不限,4,4800
 	1643 ,	浙江传媒学院 (杭州)  文史——普通类本科批 ,29,传播学,1,不限,4,4800
 	1643 ,	浙江传媒学院 (杭州)  文史——普通类本科批 ,30,广告学(桐乡乌镇校区),2,不限,4,4800
 	1643 ,	浙江传媒学院 (杭州)  文史——普通类本科批 ,31,网络与新媒体(桐乡乌镇校区),1,不限,4,4800
 	1643 ,	浙江传媒学院 (杭州)  文史——普通类本科批 ,32,文化产业管理(桐乡乌镇校区),1,不限,4,4800
 	1643 ,	浙江传媒学院 (杭州)  文史——普通类本科批 ,33,会展经济与管理(桐乡乌镇校区),1,不限,4,4800
 	1643 ,	浙江传媒学院 (杭州)  文史——普通类本科批 ,35,英语(详细要求见招生章程),2,英语,4,4800
 	1643 ,	浙江传媒学院 (杭州)  文史——普通类本科批 ,36,中国语言文学类(汉语言文学、汉语国际教育、秘书学)(桐乡乌镇校区),2,不限,4,4800
 	1646 ,	浙江大学城市学院 (杭州)  文史——普通类本科批 ,17,国际商务,2,不限,4,5300
 	1646 ,	浙江大学城市学院 (杭州)  文史——普通类本科批 ,24,商务英语,2,不限,4,5300
 	1646 ,	浙江大学城市学院 (杭州)  文史——普通类本科批 ,45,工商管理类(工商管理、国际经济与贸易、旅游管理)(按大类招生，一学期后分国际经济与贸易、工商管理、旅游管理三个专业),3,不限,4,5300
 	1646 ,	浙江大学城市学院 (杭州)  文史——普通类本科批 ,46,新闻传播学类(新闻学、广告学、广播电视学)(按大类招生，一学期后分新闻学、广播电视学、广告学三个专业),2,不限,4,5300
 	1645 ,	浙江大学 (杭州)  文史——普通类本科批 ,	01,人文科学试验班(汉语言文学、古典文献学、编辑出版学、历史学、哲学、文物与博物馆学),6,不限,4,5300
 	1645 ,	浙江大学 (杭州)  文史——普通类本科批 ,	02,人文科学试验班(传媒)(新闻学、广播电视学、广告学、汉语国际教育),4,不限,4,5300
 	1645 ,	浙江大学 (杭州)  文史——普通类本科批 ,	03,社会科学试验班(经济学、金融学、财政学、国际经济与贸易、教育学、公共事业管理、信息管理与信息系统、会计学、工商管理、行政管理、土地资源管理、劳动与社会保障、信息资源管理、政治学与行政学、国际政治、社会学、农林经济管理、法学),7,不限,4,5300
 	1648 ,	浙江工商大学杭州商学院  文史——普通类本科批 ,	02,人力资源管理,1,不限,4,18000
 	1648 ,	浙江工商大学杭州商学院  文史——普通类本科批 ,	04,财务管理,1,不限,4,24750
 	1648 ,	浙江工商大学杭州商学院  文史——普通类本科批 ,	08,金融学,1,不限,4,24750
 	1648 ,	浙江工商大学杭州商学院  文史——普通类本科批 ,	09,国际经济与贸易,1,不限,4,24750
 	1648 ,	浙江工商大学杭州商学院  文史——普通类本科批 ,17,行政管理,1,不限,4,18000
 	1647 ,	浙江工商大学 (杭州)  文史——普通类本科批 ,	05,公共管理类(公共事业管理、行政管理、土地资源管理、文化产业管理),1,不限,4,5300
 	1647 ,	浙江工商大学 (杭州)  文史——普通类本科批 ,	06,新闻传播学类(广告学、新闻学、编辑出版学),1,不限,4,5300
 	1647 ,	浙江工商大学 (杭州)  文史——普通类本科批 ,13,哲学,1,不限,4,5300
 	1647 ,	浙江工商大学 (杭州)  文史——普通类本科批 ,14,历史学,1,不限,4,5300
 	1661 ,	浙江农林大学,29,会计学,1,不限,4,6095
 	1661 ,	浙江农林大学,36,法学,1,不限,4,5300
 	1661 ,	浙江农林大学,39,汉语言文学,1,不限,4,5300
 	1661 ,	浙江农林大学,40,文化产业管理(茶文化),1,不限,4,5300
 	1661 ,	浙江农林大学,45,英语,1,不限,4,5300
 	1663 ,	浙江师范大学 (金华)  文史——普通类本科批 ,	04,工商管理类(财务管理、电子商务、会计学、工商管理、旅游管理),3,不限,4,5300
 	1663 ,	浙江师范大学 (金华)  文史——普通类本科批 ,12,学前教育(师范类)(杭州校区),1,不限,4,6095
 	1665 ,	浙江万里学院 (宁波)  文史——普通类本科批 ,18,国际经济与贸易,3,不限,4,21000
 	1665 ,	浙江万里学院 (宁波)  文史——普通类本科批 ,32,商务英语,2,英语,4,20000
 	1665 ,	浙江万里学院 (宁波)  文史——普通类本科批 ,39,市场营销,3,不限,4,19000
 	1669 ,	郑州大学  文史——普通类本科批 ,14,人力资源管理,2,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,16,公共事业管理,2,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,37,应用心理学,2,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,38,教育学,2,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,42,历史学,2,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,52,市场营销,4,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,62,经济学,2,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,64,会计学,1,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,66,金融学(含国际化班),3,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,67,国际经济与贸易,2,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,69,财务管理,2,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,87,英语,2,英语,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,90,日语,2,英日,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,91,中国语言文学类(汉语言文学、汉语国际教育),6,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,95,新闻学,2,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,96,广告学,2,不限,4,3400
 	1669 ,	郑州大学  文史——普通类本科批 ,AE,法学类(法学、知识产权),2,不限,4,3400
 	1671 ,	郑州工业应用技术学院  文史——普通类本科批 ,	09,土木工程,2,不限,4,13900
 	1671 ,	郑州工业应用技术学院  文史——普通类本科批 ,37,学前教育,3,不限,4,13900
