姓名,赛季,球队,出手距离,篮下命中率,篮下命中,篮下出手,篮下占比,近距两分,近距命中,近距出手,近距占比,中距两分,中距命中,中距出手,中距占比,远距两分,远距命中,远距出手,远距占比,真实命中率,投篮效率
 Wilcutt,49--50,STB,,,,,,,,,,,,,,,,,,0.421,0.322
 Wilcutt,48--49,STB,,,,,,,,,,,,,,,,,,0.433,0.343
Chris Wilcox,12--13,BOS,2.9,0.797,1.6,2.0,0.804,0.455,0.2,0.4,0.14400000000000002,0.5,0.0,0.1,0.026,0.0,0.0,0.1,0.02,0.725,0.7190000000000001
Chris Wilcox,11--12,BOS,4.7,0.688,1.6,2.3,0.598,0.44,0.4,0.9,0.234,0.636,0.3,0.4,0.103,0.28600000000000003,0.1,0.2,0.065,0.612,0.598
Chris Wilcox,10--11,DET,4.3,0.703,2.4,3.4,0.606,0.39,0.5,1.4,0.239,0.417,0.3,0.6,0.112,0.385,0.1,0.2,0.04,0.5870000000000001,0.581
Chris Wilcox,09--10,DET,4.8,0.6809999999999999,1.4,2.0,0.575,0.364,0.2,0.6,0.183,0.35,0.2,0.6,0.16699999999999998,0.111,0.0,0.3,0.075,0.532,0.525
Chris Wilcox,08--09,TOT,4.5,0.642,2.1,3.3,0.551,0.343,0.6,1.7,0.284,0.313,0.2,0.8,0.13,0.222,0.0,0.1,0.024,0.518,0.4970000000000001
Chris Wilcox,08--09,NYK,2.9,0.579,1.8,3.0,0.745,0.412,0.3,0.7,0.16699999999999998,0.429,0.1,0.3,0.069,0.0,0.0,0.0,0.01,0.539,0.529
Chris Wilcox,08--09,OKC,5.2,0.68,2.4,3.5,0.478,0.33,0.8,2.4,0.328,0.293,0.3,1.1,0.153,0.25,0.1,0.2,0.03,0.509,0.485
Chris Wilcox,07--08,SEA,4.7,0.688,3.6,5.3,0.513,0.409,1.2,2.9,0.284,0.28,0.5,1.7,0.168,0.25,0.1,0.3,0.031,0.5539999999999999,0.524
Chris Wilcox,06--07,SEA,5.2,0.705,3.3,4.6,0.464,0.421,1.5,3.5,0.348,0.295,0.4,1.4,0.13699999999999998,0.333,0.1,0.4,0.044,0.568,0.529
Chris Wilcox,05--06,TOT,5.1,0.755,2.1,2.8,0.48,0.428,0.8,1.8,0.307,0.36,0.4,1.1,0.191,0.5,0.1,0.1,0.018000000000000002,0.605,0.5710000000000001
Chris Wilcox,05--06,LAC,5.5,0.757,1.2,1.5,0.44,0.3670000000000001,0.5,1.2,0.35700000000000004,0.3670000000000001,0.2,0.6,0.179,0.5,0.0,0.0,0.012,0.562,0.536
Chris Wilcox,05--06,SEA,4.8,0.754,3.7,4.9,0.504,0.474,1.3,2.7,0.277,0.35700000000000004,0.7,1.9,0.199,0.5,0.1,0.2,0.021,0.631,0.5920000000000001
Chris Wilcox,04--05,LAC,4.5,0.64,2.0,3.2,0.523,0.398,0.8,1.9,0.313,0.222,0.1,0.7,0.109,0.556,0.2,0.3,0.055,0.5429999999999999,0.514
Chris Wilcox,03--04,LAC,4.4,0.6579999999999999,2.4,3.6,0.544,0.4,0.8,2.1,0.31,0.28,0.2,0.8,0.115,0.231,0.0,0.2,0.03,0.557,0.521
Chris Wilcox,02--03,LAC,4.2,0.648,1.0,1.5,0.507,0.438,0.5,1.0,0.343,0.353,0.1,0.4,0.121,0.0,0.0,0.1,0.029,0.528,0.521
Ken Wilburn,68--69,TOT,,,,,,,,,,,,,,,,,,0.412,0.383
Ken Wilburn,68--69,CHI,,,,,,,,,,,,,,,,,,0.359,0.312
Ken Wilburn,68--69,DNR,,,,,,,,,,,,,,,,,,0.422,0.398
Ken Wilburn,68--69,MNP,,,,,,,,,,,,,,,,,,0.268,0.222
Ken Wilburn,68--69,NYA,,,,,,,,,,,,,,,,,,0.418,0.25
Ken Wilburn,68--69,TOT,,,,,,,,,,,,,,,,,,0.414,0.384
Ken Wilburn,67--68,CHI,,,,,,,,,,,,,,,,,,0.511,0.5
Mitchell Wiggins,91--92,PHI,,,,,,,,,,,,,,,,,,0.42,0.384
Mitchell Wiggins,89--90,HOU,,,,,,,,,,,,,,,,,,0.535,0.488
Mitchell Wiggins,86--87,HOU,,,,,,,,,,,,,,,,,,0.469,0.4370000000000001
Mitchell Wiggins,85--86,HOU,,,,,,,,,,,,,,,,,,0.491,0.455
Mitchell Wiggins,84--85,HOU,,,,,,,,,,,,,,,,,,0.516,0.489
Mitchell Wiggins,83--84,CHI,,,,,,,,,,,,,,,,,,0.501,0.452
Bob Wiesenhahn,61--62,CIN,,,,,,,,,,,,,,,,,,0.342,0.314
Murray Wier,49--50,TRI,,,,,,,,,,,,,,,,,,0.388,0.326
Ron Widby,67--68,NOB,,,,,,,,,,,,,,,,,,0.397,0.386
Sidney Wicks,80--81,SDC,,,,,,,,,,,,,,,,,,0.463,0.4370000000000001
Sidney Wicks,79--80,SDC,,,,,,,,,,,,,,,,,,0.447,0.423
Sidney Wicks,78--79,SDC,,,,,,,,,,,,,,,,,,0.4970000000000001,0.461
Sidney Wicks,77--78,BOS,,,,,,,,,,,,,,,,,,0.505,0.467
Sidney Wicks,76--77,BOS,,,,,,,,,,,,,,,,,,0.509,0.458
Sidney Wicks,75--76,POR,,,,,,,,,,,,,,,,,,0.528,0.483
Sidney Wicks,74--75,POR,,,,,,,,,,,,,,,,,,0.5429999999999999,0.4970000000000001
Sidney Wicks,73--74,POR,,,,,,,,,,,,,,,,,,0.503,0.459
Sidney Wicks,72--73,POR,,,,,,,,,,,,,,,,,,0.4970000000000001,0.452
Sidney Wicks,71--72,POR,,,,,,,,,,,,,,,,,,0.476,0.4270000000000001
Hawkeye Whitney,81--82,KCK,,,,,,,,,,,,,,,,,,0.364,0.35200000000000004
Hawkeye Whitney,80--81,KCK,,,,,,,,,,,,,,,,,,0.523,0.49
Hank Whitney,69--70,CAR,,,,,,,,,,,,,,,,,,0.449,0.422
Hank Whitney,68--69,TOT,,,,,,,,,,,,,,,,,,0.454,0.398
Hank Whitney,68--69,HSM,,,,,,,,,,,,,,,,,,0.406,0.333
Hank Whitney,68--69,NYA,,,,,,,,,,,,,,,,,,0.472,0.419
Hank Whitney,67--68,NJA,,,,,,,,,,,,,,,,,,0.455,0.393
Chris Whitney,03--04,WAS,19.6,0.75,0.2,0.3,0.08900000000000001,,,,0.0,0.4,0.1,0.3,0.111,0.222,0.2,1.1,0.4,0.498,0.467
Chris Whitney,02--03,TOT,20.3,0.667,0.2,0.3,0.043,0.214,0.1,0.3,0.04,0.243,0.2,0.7,0.106,0.4370000000000001,1.0,2.3,0.341,0.468,0.4270000000000001
Chris Whitney,02--03,DEN,20.4,0.6,0.2,0.3,0.038,0.231,0.1,0.5,0.05,0.25,0.2,1.0,0.107,0.4270000000000001,1.2,2.8,0.314,0.484,0.443
Chris Whitney,02--03,ORL,19.8,0.8,0.2,0.2,0.057,0.0,0.0,0.0,0.011,0.222,0.1,0.4,0.102,0.459,0.8,1.7,0.42,0.418,0.381
Chris Whitney,01--02,WAS,20.4,0.429,0.1,0.3,0.043,0.429,0.1,0.3,0.043,0.263,0.2,0.7,0.087,0.473,1.3,2.7,0.335,0.568,0.518
Chris Whitney,00--01,WAS,19.5,0.595,0.4,0.7,0.08900000000000001,0.257,0.2,0.6,0.07400000000000001,0.471,0.3,0.6,0.07200000000000001,0.355,0.7,1.9,0.234,0.537,0.486
Chris Whitney,99--00,WAS,,,,,,,,,,,,,,,,,,0.5539999999999999,0.509
Chris Whitney,98--99,WAS,,,,,,,,,,,,,,,,,,0.551,0.513
Chris Whitney,97--98,WAS,,,,,,,,,,,,,,,,,,0.512,0.428
Chris Whitney,96--97,WSB,,,,,,,,,,,,,,,,,,0.5660000000000001,0.509
Chris Whitney,95--96,WSB,,,,,,,,,,,,,,,,,,0.634,0.551
Chris Whitney,94--95,SAS,,,,,,,,,,,,,,,,,,0.405,0.33
Chris Whitney,93--94,SAS,,,,,,,,,,,,,,,,,,0.406,0.366
Dwayne Whitfield,95--96,TOR,,,,,,,,,,,,,,,,,,0.504,0.433
Hassan Whiteside,16--17,MIA,5.3,0.741,4.2,5.6,0.445,0.423,2.0,4.7,0.374,0.398,0.5,1.3,0.106,0.37,0.4,0.9,0.075,0.579,0.557
Hassan Whiteside,15--16,MIA,4.7,0.773,3.6,4.7,0.503,0.435,1.3,3.0,0.317,0.4370000000000001,0.4,1.0,0.104,0.431,0.3,0.7,0.075,0.629,0.606
Hassan Whiteside,14--15,MIA,4.0,0.762,3.2,4.2,0.522,0.482,1.4,2.9,0.354,0.5,0.4,0.7,0.093,0.333,0.1,0.2,0.023,0.619,0.628
Hassan Whiteside,11--12,SAC,5.6,0.417,0.3,0.7,0.444,0.6,0.3,0.6,0.37,0.333,0.1,0.2,0.111,0.0,0.0,0.1,0.07400000000000001,0.449,0.444
Hassan Whiteside,10--11,SAC,,,,,,,,,,,,,,,,,,,
Donald Whiteside,97--98,ATL,,,,,,,,,,,,,,,,,,0.34700000000000003,0.5
Donald Whiteside,96--97,TOR,,,,,,,,,,,,,,,,,,0.479,0.436
Jerome Whitehead,88--89,TOT,,,,,,,,,,,,,,,,,,0.4320000000000001,0.396
Jerome Whitehead,88--89,GSW,,,,,,,,,,,,,,,,,,0.509,0.5
Jerome Whitehead,88--89,SAS,,,,,,,,,,,,,,,,,,0.429,0.392
Jerome Whitehead,87--88,GSW,,,,,,,,,,,,,,,,,,0.514,0.483
Jerome Whitehead,86--87,GSW,,,,,,,,,,,,,,,,,,0.495,0.45
Jerome Whitehead,85--86,GSW,,,,,,,,,,,,,,,,,,0.463,0.429
Jerome Whitehead,84--85,GSW,,,,,,,,,,,,,,,,,,0.5529999999999999,0.51
Jerome Whitehead,83--84,SDC,,,,,,,,,,,,,,,,,,0.551,0.49
Jerome Whitehead,82--83,SDC,,,,,,,,,,,,,,,,,,0.581,0.536
Jerome Whitehead,81--82,SDC,,,,,,,,,,,,,,,,,,0.599,0.5589999999999999
Jerome Whitehead,80--81,TOT,,,,,,,,,,,,,,,,,,0.474,0.461
Jerome Whitehead,80--81,CLE,,,,,,,,,,,,,,,,,,0.333,0.333
Jerome Whitehead,80--81,DAL,,,,,,,,,,,,,,,,,,0.4320000000000001,0.421
Jerome Whitehead,80--81,SDC,,,,,,,,,,,,,,,,,,0.488,0.475
Jerome Whitehead,79--80,TOT,,,,,,,,,,,,,,,,,,0.487,0.509
Jerome Whitehead,79--80,SDC,,,,,,,,,,,,,,,,,,0.557,0.6
Jerome Whitehead,79--80,UTA,,,,,,,,,,,,,,,,,,0.438,0.449
Jerome Whitehead,78--79,SDC,,,,,,,,,,,,,,,,,,0.453,0.426
Willie White,85--86,DEN,,,,,,,,,,,,,,,,,,0.486,0.458
Willie White,84--85,DEN,,,,,,,,,,,,,,,,,,0.469,0.435
Tony White,87--88,TOT,,,,,,,,,,,,,,,,,,0.478,0.446
Tony White,87--88,CHI,,,,,,,,,,,,,,,,,,,
Tony White,87--88,GSW,,,,,,,,,,,,,,,,,,0.493,0.463
Tony White,87--88,NYK,,,,,,,,,,,,,,,,,,0.416,0.37
Rudy White,80--81,TOT,,,,,,,,,,,,,,,,,,0.423,0.354
Rudy White,80--81,GSW,,,,,,,,,,,,,,,,,,0.557,0.5
Rudy White,80--81,SEA,,,,,,,,,,,,,,,,,,0.373,0.298
Rudy White,79--80,HOU,,,,,,,,,,,,,,,,,,0.606,0.542
Rudy White,77--78,HOU,,,,,,,,,,,,,,,,,,0.409,0.359
Rudy White,76--77,HOU,,,,,,,,,,,,,,,,,,0.466,0.439
Rudy White,75--76,HOU,,,,,,,,,,,,,,,,,,0.451,0.407
Rory White,86--87,LAC,,,,,,,,,,,,,,,,,,0.507,0.48
Rory White,85--86,LAC,,,,,,,,,,,,,,,,,,0.56,0.52
Rory White,84--85,LAC,,,,,,,,,,,,,,,,,,0.562,0.516
Rory White,83--84,TOT,,,,,,,,,,,,,,,,,,0.488,0.471
Rory White,83--84,MIL,,,,,,,,,,,,,,,,,,0.417,0.412
Rory White,83--84,PHO,,,,,,,,,,,,,,,,,,0.499,0.479
Rory White,83--84,SDC,,,,,,,,,,,,,,,,,,0.444,0.444
Rory White,82--83,PHO,,,,,,,,,,,,,,,,,,0.575,0.5429999999999999
Rodney White,04--05,TOT,15.2,0.66,0.6,0.9,0.173,0.375,0.3,0.7,0.138,0.4,0.2,0.4,0.087,0.342,0.7,2.0,0.394,0.475,0.46
Rodney White,04--05,DEN,15.9,0.6559999999999999,0.5,0.8,0.141,0.419,0.3,0.7,0.13699999999999998,0.5,0.2,0.4,0.079,0.353,0.9,2.4,0.449,0.488,0.474
Rodney White,04--05,GSW,12.4,0.667,0.7,1.1,0.29,0.222,0.1,0.6,0.145,0.14300000000000002,0.1,0.4,0.113,0.25,0.2,0.8,0.194,0.429,0.411
Rodney White,03--04,DEN,14.3,0.654,0.9,1.4,0.222,0.364,0.3,0.8,0.118,0.375,0.2,0.6,0.085,0.434,1.1,2.5,0.389,0.527,0.495
Rodney White,02--03,DEN,13.1,0.6,1.3,2.2,0.243,0.434,0.7,1.6,0.177,0.34,0.2,0.7,0.078,0.371,1.0,2.6,0.292,0.469,0.433
Rodney White,01--02,DET,12.1,0.5710000000000001,0.5,0.9,0.233,0.308,0.3,0.8,0.217,0.14300000000000002,0.1,0.4,0.117,0.353,0.4,1.1,0.28300000000000003,0.423,0.3670000000000001
Randy White,93--94,DAL,,,,,,,,,,,,,,,,,,0.454,0.429
Randy White,92--93,DAL,,,,,,,,,,,,,,,,,,0.498,0.444
Randy White,91--92,DAL,,,,,,,,,,,,,,,,,,0.461,0.385
Randy White,90--91,DAL,,,,,,,,,,,,,,,,,,0.455,0.403
Randy White,89--90,DAL,,,,,,,,,,,,,,,,,,0.407,0.371
Jo Jo,80--81,KCK,,,,,,,,,,,,,,,,,,0.462,0.439
Jo Jo,79--80,GSW,,,,,,,,,,,,,,,,,,0.509,0.477
Jo Jo,78--79,TOT,,,,,,,,,,,,,,,,,,0.483,0.443
Jo Jo,78--79,BOS,,,,,,,,,,,,,,,,,,0.464,0.4270000000000001
Jo Jo,78--79,GSW,,,,,,,,,,,,,,,,,,0.52,0.473
Jo Jo,77--78,BOS,,,,,,,,,,,,,,,,,,0.458,0.418
Jo Jo,76--77,BOS,,,,,,,,,,,,,,,,,,0.486,0.428
Jo Jo,75--76,BOS,,,,,,,,,,,,,,,,,,0.484,0.449
Jo Jo,74--75,BOS,,,,,,,,,,,,,,,,,,0.488,0.457
Jo Jo,73--74,BOS,,,,,,,,,,,,,,,,,,0.482,0.449
Jo Jo,72--73,BOS,,,,,,,,,,,,,,,,,,0.457,0.43
Jo Jo,71--72,BOS,,,,,,,,,,,,,,,,,,0.471,0.43
Jo Jo,70--71,BOS,,,,,,,,,,,,,,,,,,0.496,0.464
Jo Jo,69--70,BOS,,,,,,,,,,,,,,,,,,0.49,0.451
James White,12--13,NYK,14.5,0.6,0.4,0.6,0.302,0.5,0.1,0.1,0.069,0.429,0.1,0.1,0.06,0.32,0.1,0.4,0.21600000000000005,0.503,0.491
James White,08--09,HOU,17.2,1.0,0.2,0.2,0.2,,,,0.0,0.0,0.0,0.2,0.2,1.0,0.2,0.2,0.2,0.7,0.7
James White,06--07,SAS,10.5,0.643,1.5,2.3,0.341,0.333,0.5,1.5,0.22,0.0,0.0,0.2,0.024,0.4,0.7,1.7,0.244,0.525,0.463
Jahidi White,04--05,CHA,0.5,0.448,0.8,1.7,0.935,0.5,0.1,0.1,0.065,,,,0.0,,,,0.0,0.4320000000000001,0.452
Jahidi White,03--04,TOT,1.6,0.565,1.4,2.5,0.8109999999999999,0.333,0.1,0.4,0.142,0.375,0.0,0.1,0.042,0.0,0.0,0.0,0.005,0.532,0.521
Jahidi White,03--04,PHO,1.6,0.569,1.4,2.5,0.81,0.333,0.1,0.4,0.14300000000000002,0.375,0.0,0.1,0.042,0.0,0.0,0.0,0.005,0.534,0.524
Jahidi White,03--04,WAS,2.0,0.0,0.0,1.0,1.0,,,,0.0,,,,0.0,,,,0.0,,
Jahidi White,02--03,WAS,1.6,0.5479999999999999,1.4,2.6,0.792,0.2,0.1,0.6,0.189,0.0,0.0,0.1,0.019,,,,0.0,0.523,0.472
Jahidi White,01--02,WAS,1.9,0.6509999999999999,2.0,3.1,0.7809999999999999,0.14300000000000002,0.1,0.8,0.201,0.0,0.0,0.1,0.018000000000000002,,,,0.0,0.552,0.5379999999999999
Jahidi White,00--01,WAS,2.7,0.5589999999999999,2.2,3.9,0.645,0.405,0.8,1.9,0.321,0.231,0.0,0.2,0.032,,,,0.0,0.535,0.498
Jahidi White,99--00,WAS,,,,,,,,,,,,,,,,,,0.524,0.507
Jahidi White,98--99,WAS,,,,,,,,,,,,,,,,,,0.517,0.531
Hubie White,70--71,PTC,,,,,,,,,,,,,,,,,,0.345,0.295
Hubie White,69--70,MMF,,,,,,,,,,,,,,,,,,0.451,0.412
Hubie White,63--64,PHI,,,,,,,,,,,,,,,,,,0.337,0.29
Hubie White,62--63,SFW,,,,,,,,,,,,,,,,,,0.387,0.35600000000000004
Herb White,70--71,ATL,,,,,,,,,,,,,,,,,,0.445,0.399
Eric White,88--89,TOT,,,,,,,,,,,,,,,,,,0.57,0.517
Eric White,88--89,LAC,,,,,,,,,,,,,,,,,,0.575,0.521
Eric White,88--89,UTA,,,,,,,,,,,,,,,,,,,
Eric White,87--88,LAC,,,,,,,,,,,,,,,,,,0.597,0.536
 White,13--14,CHA,16.0,,,,0.0,,,,0.0,0.0,0.0,0.5,1.0,,,,0.0,,
 White,12--13,BOS,14.0,0.667,0.2,0.2,0.13,0.0,0.0,0.1,0.043,0.857,0.5,0.6,0.304,0.333,0.3,1.0,0.522,0.5379999999999999,0.522
 White,11--12,CHA,11.6,0.7020000000000001,1.0,1.4,0.238,0.365,0.3,0.9,0.147,0.417,0.4,1.0,0.17,0.449,1.2,2.7,0.442,0.516,0.494
 White,10--11,TOT,11.0,0.7909999999999999,1.1,1.4,0.306,0.4,0.2,0.5,0.114,0.429,0.4,0.9,0.192,0.361,0.6,1.8,0.379,0.542,0.507
 White,10--11,CHA,10.9,0.792,1.6,2.0,0.312,0.444,0.3,0.8,0.117,0.448,0.5,1.2,0.188,0.386,0.9,2.4,0.37,0.5710000000000001,0.526
 White,10--11,OKC,11.2,0.789,0.7,0.8,0.292,0.28600000000000003,0.1,0.3,0.108,0.385,0.2,0.6,0.2,0.308,0.3,1.1,0.4,0.468,0.462
 White,09--10,OKC,11.3,0.545,0.5,0.9,0.268,0.5,0.1,0.2,0.049,0.846,0.9,1.1,0.317,0.467,0.6,1.3,0.366,0.65,0.61
 White,08--09,OKC,7.8,0.684,1.9,2.7,0.38,0.25,0.3,1.1,0.16,0.6,1.3,2.1,0.3,0.25,0.3,1.1,0.16,0.556,0.52
Skippy Whitaker,54--55,BOS,,,,,,,,,,,,,,,,,,0.16699999999999998,0.083
Tyson Wheeler,98--99,DEN,,,,,,,,,,,,,,,,,,1.064,1.5
Clinton Wheeler,88--89,TOT,,,,,,,,,,,,,,,,,,0.5479999999999999,0.517
Clinton Wheeler,88--89,MIA,,,,,,,,,,,,,,,,,,0.603,0.5710000000000001
Clinton Wheeler,88--89,POR,,,,,,,,,,,,,,,,,,0.496,0.467
Clinton Wheeler,87--88,IND,,,,,,,,,,,,,,,,,,0.507,0.47
DeJuan Wheat,98--99,VAN,,,,,,,,,,,,,,,,,,0.479,0.435
DeJuan Wheat,97--98,MIN,,,,,,,,,,,,,,,,,,0.504,0.48
Ennis Whatley,96--97,POR,,,,,,,,,,,,,,,,,,0.5,0.5
Ennis Whatley,94--95,ATL,,,,,,,,,,,,,,,,,,0.522,0.472
Ennis Whatley,93--94,ATL,,,,,,,,,,,,,,,,,,0.551,0.508
Ennis Whatley,91--92,POR,,,,,,,,,,,,,,,,,,0.534,0.412
Ennis Whatley,88--89,LAC,,,,,,,,,,,,,,,,,,0.449,0.364
Ennis Whatley,87--88,ATL,,,,,,,,,,,,,,,,,,0.511,0.444
Ennis Whatley,86--87,WSB,,,,,,,,,,,,,,,,,,0.526,0.478
Ennis Whatley,85--86,TOT,,,,,,,,,,,,,,,,,,0.444,0.429
Ennis Whatley,85--86,CLE,,,,,,,,,,,,,,,,,,0.498,0.474
Ennis Whatley,85--86,SAS,,,,,,,,,,,,,,,,,,0.5,0.5
Ennis Whatley,85--86,WSB,,,,,,,,,,,,,,,,,,0.359,0.35700000000000004
Ennis Whatley,84--85,CHI,,,,,,,,,,,,,,,,,,0.4970000000000001,0.449
Ennis Whatley,83--84,CHI,,,,,,,,,,,,,,,,,,0.519,0.469
Robert Whaley,05--06,UTA,6.4,0.5,0.6,1.2,0.491,0.455,0.2,0.5,0.193,0.222,0.1,0.4,0.158,0.222,0.1,0.4,0.158,0.411,0.404
John Wetzel,75--76,PHO,,,,,,,,,,,,,,,,,,0.5660000000000001,0.467
John Wetzel,74--75,ATL,,,,,,,,,,,,,,,,,,0.509,0.424
John Wetzel,73--74,ATL,,,,,,,,,,,,,,,,,,0.46,0.423
John Wetzel,72--73,ATL,,,,,,,,,,,,,,,,,,0.483,0.441
John Wetzel,71--72,PHO,,,,,,,,,,,,,,,,,,0.452,0.3720000000000001
John Wetzel,70--71,PHO,,,,,,,,,,,,,,,,,,0.498,0.429
John Wetzel,67--68,LAL,,,,,,,,,,,,,,,,,,0.499,0.433
Paul Westphal,83--84,PHO,,,,,,,,,,,,,,,,,,0.5489999999999999,0.471
Paul Westphal,82--83,NYK,,,,,,,,,,,,,,,,,,0.516,0.469
Paul Westphal,81--82,NYK,,,,,,,,,,,,,,,,,,0.489,0.448
Paul Westphal,80--81,SEA,,,,,,,,,,,,,,,,,,0.517,0.448
Paul Westphal,79--80,PHO,,,,,,,,,,,,,,,,,,0.593,0.535
Paul Westphal,78--79,PHO,,,,,,,,,,,,,,,,,,0.58,0.535
Paul Westphal,77--78,PHO,,,,,,,,,,,,,,,,,,0.565,0.516
Paul Westphal,76--77,PHO,,,,,,,,,,,,,,,,,,0.5710000000000001,0.517
Paul Westphal,75--76,PHO,,,,,,,,,,,,,,,,,,0.551,0.494
Paul Westphal,74--75,BOS,,,,,,,,,,,,,,,,,,0.544,0.51
Paul Westphal,73--74,BOS,,,,,,,,,,,,,,,,,,0.542,0.5
Paul Westphal,72--73,BOS,,,,,,,,,,,,,,,,,,0.49,0.417
Russell Westbrook,16--17,OKC,13.7,0.575,4.0,7.0,0.293,0.305,0.5,1.6,0.067,0.434,1.8,4.1,0.172,0.34600000000000003,1.4,4.0,0.16699999999999998,0.5539999999999999,0.476
Russell Westbrook,15--16,OKC,10.9,0.596,4.1,6.8,0.377,0.409,0.8,2.0,0.11,0.429,1.3,3.1,0.171,0.392,0.8,1.9,0.106,0.5539999999999999,0.489
Russell Westbrook,14--15,OKC,11.7,0.58,4.4,7.6,0.34600000000000003,0.31,0.7,2.3,0.105,0.402,1.5,3.7,0.16899999999999998,0.363,1.5,4.0,0.184,0.536,0.455
Russell Westbrook,13--14,OKC,12.9,0.5920000000000001,3.4,5.7,0.331,0.264,0.4,1.6,0.091,0.444,1.0,2.4,0.13699999999999998,0.415,1.2,2.9,0.171,0.545,0.48
Russell Westbrook,12--13,OKC,11.8,0.609,3.8,6.3,0.337,0.289,0.7,2.4,0.128,0.398,1.1,2.6,0.141,0.387,1.4,3.7,0.199,0.532,0.47
Russell Westbrook,11--12,OKC,11.8,0.631,3.5,5.6,0.29100000000000004,0.358,1.0,2.9,0.152,0.404,1.5,3.6,0.19,0.4370000000000001,1.8,4.1,0.212,0.5379999999999999,0.481
Russell Westbrook,10--11,OKC,9.6,0.606,3.7,6.1,0.36,0.306,1.0,3.2,0.18600000000000005,0.362,1.1,3.0,0.177,0.385,1.3,3.5,0.204,0.5379999999999999,0.454
Russell Westbrook,09--10,OKC,9.5,0.5329999999999999,3.0,5.6,0.393,0.359,0.6,1.8,0.125,0.34,0.8,2.4,0.172,0.388,1.2,3.1,0.22,0.491,0.428
Russell Westbrook,08--09,OKC,9.5,0.476,2.7,5.6,0.422,0.32299999999999995,0.5,1.5,0.116,0.362,0.7,2.0,0.149,0.379,1.0,2.6,0.195,0.489,0.414
Dexter Westbrook,67--68,TOT,,,,,,,,,,,,,,,,,,0.531,0.487
Dexter Westbrook,67--68,NJA,,,,,,,,,,,,,,,,,,0.675,0.632
Dexter Westbrook,67--68,PTP,,,,,,,,,,,,,,,,,,0.383,0.35
Roland West,67--68,BAL,,,,,,,,,,,,,,,,,,0.4,0.3
Mark West,99--00,PHO,,,,,,,,,,,,,,,,,,0.483,0.417
Mark West,98--99,ATL,,,,,,,,,,,,,,,,,,0.381,0.373
Mark West,97--98,IND,,,,,,,,,,,,,,,,,,0.486,0.476
Mark West,96--97,CLE,,,,,,,,,,,,,,,,,,0.555,0.556
Mark West,95--96,DET,,,,,,,,,,,,,,,,,,0.514,0.484
Mark West,94--95,DET,,,,,,,,,,,,,,,,,,0.555,0.556
Mark West,93--94,PHO,,,,,,,,,,,,,,,,,,0.5670000000000001,0.5660000000000001
Mark West,92--93,PHO,,,,,,,,,,,,,,,,,,0.609,0.614
Mark West,91--92,PHO,,,,,,,,,,,,,,,,,,0.65,0.632
Mark West,90--91,PHO,,,,,,,,,,,,,,,,,,0.665,0.647
Mark West,89--90,PHO,,,,,,,,,,,,,,,,,,0.6559999999999999,0.625
Mark West,88--89,PHO,,,,,,,,,,,,,,,,,,0.644,0.653
Mark West,87--88,TOT,,,,,,,,,,,,,,,,,,0.574,0.551
Mark West,87--88,CLE,,,,,,,,,,,,,,,,,,0.599,0.5760000000000001
Mark West,87--88,PHO,,,,,,,,,,,,,,,,,,0.544,0.521
Mark West,86--87,CLE,,,,,,,,,,,,,,,,,,0.55,0.5429999999999999
Mark West,85--86,CLE,,,,,,,,,,,,,,,,,,0.55,0.541
Mark West,84--85,TOT,,,,,,,,,,,,,,,,,,0.5489999999999999,0.546
Mark West,84--85,CLE,,,,,,,,,,,,,,,,,,0.5489999999999999,0.5489999999999999
Mark West,84--85,MIL,,,,,,,,,,,,,,,,,,0.532,
Mark West,83--84,DAL,,,,,,,,,,,,,,,,,,0.358,0.35700000000000004
Mario West,10--11,NJN,9.3,0.6,1.0,1.7,0.476,0.5,0.3,0.7,0.19,,,,0.0,0.0,0.0,0.5,0.14300000000000002,0.474,0.452
Mario West,09--10,ATL,4.1,0.625,0.3,0.4,0.762,1.0,0.1,0.1,0.095,,,,0.0,0.0,0.0,0.1,0.095,0.591,0.5710000000000001
Mario West,08--09,ATL,4.6,0.5,0.2,0.5,0.765,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.059,0.0,0.0,0.1,0.118,0.456,0.426
Mario West,07--08,ATL,6.1,0.5,0.3,0.6,0.735,0.4,0.0,0.1,0.102,0.0,0.0,0.0,0.02,0.333,0.0,0.0,0.061,0.488,0.429
Jerry West,73--74,LAL,,,,,,,,,,,,,,,,,,0.519,0.446
Jerry West,72--73,LAL,,,,,,,,,,,,,,,,,,0.5329999999999999,0.478
Jerry West,71--72,LAL,,,,,,,,,,,,,,,,,,0.546,0.477
Jerry West,70--71,LAL,,,,,,,,,,,,,,,,,,0.5710000000000001,0.493
Jerry West,69--70,LAL,,,,,,,,,,,,,,,,,,0.5720000000000001,0.496
Jerry West,68--69,LAL,,,,,,,,,,,,,,,,,,0.557,0.471
Jerry West,67--68,LAL,,,,,,,,,,,,,,,,,,0.59,0.513
Jerry West,66--67,LAL,,,,,,,,,,,,,,,,,,0.5589999999999999,0.464
Jerry West,65--66,LAL,,,,,,,,,,,,,,,,,,0.573,0.472
Jerry West,64--65,LAL,,,,,,,,,,,,,,,,,,0.5720000000000001,0.496
Jerry West,63--64,LAL,,,,,,,,,,,,,,,,,,0.562,0.484
