姓名,赛季,球队,出手距离,篮下命中率,篮下命中,篮下出手,篮下占比,近距两分,近距命中,近距出手,近距占比,中距两分,中距命中,中距出手,中距占比,远距两分,远距命中,远距出手,远距占比,真实命中率,投篮效率
Derrick Williams,13--14,TOT,10.8,0.6579999999999999,1.4,2.1,0.334,0.333,0.5,1.4,0.224,0.354,0.2,0.6,0.1,0.32299999999999995,0.3,0.8,0.135,0.524,0.454
Derrick Williams,13--14,MIN,12.3,0.55,1.0,1.8,0.37,0.28600000000000003,0.2,0.6,0.13,0.333,0.2,0.5,0.111,0.333,0.2,0.5,0.111,0.442,0.37
Derrick Williams,13--14,SAC,10.6,0.674,1.4,2.1,0.329,0.337,0.5,1.5,0.236,0.35700000000000004,0.2,0.6,0.098,0.322,0.3,0.9,0.138,0.5329999999999999,0.465
Derrick Williams,12--13,MIN,12.3,0.603,2.3,3.8,0.378,0.191,0.2,0.9,0.087,0.397,0.3,0.7,0.07400000000000001,0.34700000000000003,0.7,2.1,0.212,0.515,0.471
Derrick Williams,11--12,MIN,11.7,0.632,1.9,2.9,0.388,0.205,0.2,1.1,0.147,0.308,0.1,0.4,0.052000000000000005,0.338,0.3,1.0,0.13699999999999998,0.499,0.449
Deron Williams,16--17,TOT,16.5,0.5429999999999999,0.7,1.3,0.135,0.494,0.7,1.4,0.145,0.433,0.5,1.1,0.112,0.473,1.0,2.0,0.218,0.541,0.509
Deron Williams,16--17,CLE,15.7,0.545,0.5,0.9,0.15,0.52,0.5,1.0,0.17,0.375,0.3,0.7,0.109,0.484,0.6,1.3,0.211,0.5660000000000001,0.537
Deron Williams,16--17,DAL,16.8,0.542,0.8,1.5,0.13,0.484,0.8,1.6,0.13699999999999998,0.451,0.6,1.3,0.113,0.47,1.2,2.5,0.221,0.5329999999999999,0.5
Deron Williams,15--16,DAL,14.8,0.591,1.2,2.0,0.16399999999999998,0.401,0.9,2.2,0.183,0.407,0.5,1.3,0.111,0.413,0.9,2.1,0.17800000000000002,0.53,0.477
Deron Williams,14--15,BKN,14.4,0.457,1.1,2.4,0.213,0.377,0.8,2.0,0.179,0.39,0.5,1.2,0.106,0.35100000000000003,0.8,2.2,0.196,0.504,0.443
Deron Williams,13--14,BKN,15.9,0.6459999999999999,1.3,2.0,0.177,0.374,0.6,1.7,0.149,0.365,0.4,1.0,0.08800000000000001,0.523,1.2,2.4,0.211,0.564,0.518
Deron Williams,12--13,BKN,16.1,0.665,1.6,2.4,0.17,0.42,1.0,2.3,0.157,0.416,0.5,1.3,0.09,0.397,1.1,2.7,0.18600000000000005,0.574,0.516
Deron Williams,11--12,NJN,15.7,0.568,2.0,3.5,0.198,0.359,0.8,2.1,0.122,0.423,0.7,1.8,0.101,0.395,1.5,3.9,0.224,0.527,0.467
Deron Williams,10--11,TOT,14.4,0.603,2.2,3.7,0.248,0.414,1.0,2.3,0.156,0.386,0.5,1.3,0.085,0.453,1.3,2.8,0.18600000000000005,0.5660000000000001,0.493
Deron Williams,10--11,NJN,14.9,0.513,1.7,3.3,0.231,0.333,0.8,2.3,0.16,0.278,0.4,1.5,0.107,0.34600000000000003,0.8,2.2,0.154,0.463,0.396
Deron Williams,10--11,UTA,14.2,0.621,2.4,3.8,0.252,0.4320000000000001,1.0,2.4,0.155,0.415,0.5,1.2,0.081,0.471,1.4,2.9,0.192,0.5870000000000001,0.513
Deron Williams,09--10,UTA,13.0,0.599,2.5,4.2,0.303,0.487,0.7,1.5,0.111,0.36,0.4,1.1,0.08199999999999999,0.438,1.6,3.6,0.258,0.574,0.515
Deron Williams,08--09,UTA,12.5,0.6,3.0,4.9,0.34,0.379,0.5,1.4,0.097,0.514,0.5,1.1,0.073,0.465,1.7,3.8,0.26,0.573,0.506
Deron Williams,07--08,UTA,11.9,0.616,3.2,5.2,0.38,0.486,0.4,0.9,0.066,0.469,0.5,1.0,0.073,0.45,1.8,4.0,0.293,0.595,0.544
Deron Williams,06--07,UTA,13.5,0.5529999999999999,2.4,4.3,0.314,0.38,0.4,1.0,0.073,0.45,0.5,1.0,0.07400000000000001,0.48,2.0,4.1,0.304,0.535,0.494
Deron Williams,05--06,UTA,15.0,0.505,1.2,2.4,0.239,0.321,0.2,0.7,0.066,0.391,0.3,0.9,0.086,0.393,1.3,3.4,0.338,0.5,0.478
Corey Williams,93--94,MIN,,,,,,,,,,,,,,,,,,0.409,0.385
Corey Williams,92--93,CHI,,,,,,,,,,,,,,,,,,0.428,0.371
Cliff Williams,68--69,DET,,,,,,,,,,,,,,,,,,0.222,0.16699999999999998
Chuckie Williams,76--77,CLE,,,,,,,,,,,,,,,,,,0.354,0.287
Chuck Williams,77--78,BUF,,,,,,,,,,,,,,,,,,0.5329999999999999,0.476
Chuck Williams,76--77,TOT,,,,,,,,,,,,,,,,,,0.451,0.369
Chuck Williams,76--77,BUF,,,,,,,,,,,,,,,,,,0.449,0.363
Chuck Williams,76--77,DEN,,,,,,,,,,,,,,,,,,0.454,0.371
Chuck Williams,75--76,DNA,,,,,,,,,,,,,,,,,,0.569,0.514
Chuck Williams,74--75,MMS,,,,,,,,,,,,,,,,,,0.545,0.499
Chuck Williams,73--74,TOT,,,,,,,,,,,,,,,,,,0.512,0.443
Chuck Williams,73--74,KEN,,,,,,,,,,,,,,,,,,0.487,0.428
Chuck Williams,73--74,SDA,,,,,,,,,,,,,,,,,,0.522,0.449
Chuck Williams,72--73,SDA,,,,,,,,,,,,,,,,,,0.568,0.479
Chuck Williams,71--72,DNR,,,,,,,,,,,,,,,,,,0.519,0.451
Chuck Williams,70--71,PTC,,,,,,,,,,,,,,,,,,0.522,0.438
Charles Williams,72--73,TOT,,,,,,,,,,,,,,,,,,0.421,0.335
Charles Williams,72--73,MMT,,,,,,,,,,,,,,,,,,0.416,0.353
Charles Williams,72--73,UTS,,,,,,,,,,,,,,,,,,0.429,0.3
Charles Williams,71--72,MMP,,,,,,,,,,,,,,,,,,0.452,0.398
Charles Williams,70--71,TOT,,,,,,,,,,,,,,,,,,0.461,0.425
Charles Williams,70--71,MMP,,,,,,,,,,,,,,,,,,0.457,0.421
Charles Williams,70--71,PTC,,,,,,,,,,,,,,,,,,0.467,0.4320000000000001
Charles Williams,69--70,PTP,,,,,,,,,,,,,,,,,,0.424,0.374
Charles Williams,68--69,MNP,,,,,,,,,,,,,,,,,,0.434,0.398
Charles Williams,67--68,PTP,,,,,,,,,,,,,,,,,,0.461,0.424
Buck Williams,97--98,NYK,,,,,,,,,,,,,,,,,,0.56,0.503
Buck Williams,96--97,NYK,,,,,,,,,,,,,,,,,,0.574,0.537
Buck Williams,95--96,POR,,,,,,,,,,,,,,,,,,0.5479999999999999,0.503
Buck Williams,94--95,POR,,,,,,,,,,,,,,,,,,0.545,0.512
Buck Williams,93--94,POR,,,,,,,,,,,,,,,,,,0.598,0.555
Buck Williams,92--93,POR,,,,,,,,,,,,,,,,,,0.545,0.511
Buck Williams,91--92,POR,,,,,,,,,,,,,,,,,,0.6509999999999999,0.604
Buck Williams,90--91,POR,,,,,,,,,,,,,,,,,,0.639,0.602
Buck Williams,89--90,POR,,,,,,,,,,,,,,,,,,0.597,0.5479999999999999
Buck Williams,88--89,NJN,,,,,,,,,,,,,,,,,,0.569,0.531
Buck Williams,87--88,NJN,,,,,,,,,,,,,,,,,,0.603,0.561
Buck Williams,86--87,NJN,,,,,,,,,,,,,,,,,,0.616,0.557
Buck Williams,85--86,NJN,,,,,,,,,,,,,,,,,,0.565,0.523
Buck Williams,84--85,NJN,,,,,,,,,,,,,,,,,,0.562,0.53
Buck Williams,83--84,NJN,,,,,,,,,,,,,,,,,,0.556,0.535
Buck Williams,82--83,NJN,,,,,,,,,,,,,,,,,,0.611,0.588
Buck Williams,81--82,NJN,,,,,,,,,,,,,,,,,,0.603,0.5820000000000001
Brandon Williams,02--03,ATL,14.0,,,,0.0,0.0,0.0,0.3,0.28600000000000003,0.0,0.0,0.5,0.429,1.0,0.2,0.2,0.14300000000000002,0.14300000000000002,0.14300000000000002
Brandon Williams,98--99,SAS,,,,,,,,,,,,,,,,,,0.568,
Brandon Williams,97--98,GSW,,,,,,,,,,,,,,,,,,0.35700000000000004,0.35
Bob Williams,56--57,MNL,,,,,,,,,,,,,,,,,,0.376,0.125
Bob Williams,55--56,MNL,,,,,,,,,,,,,,,,,,0.502,0.446
Bernie Williams,73--74,VIR,,,,,,,,,,,,,,,,,,0.377,0.342
Bernie Williams,72--73,VIR,,,,,,,,,,,,,,,,,,0.485,0.434
Bernie Williams,71--72,VIR,,,,,,,,,,,,,,,,,,0.472,0.439
Bernie Williams,70--71,SDR,,,,,,,,,,,,,,,,,,0.391,0.33
Bernie Williams,69--70,SDR,,,,,,,,,,,,,,,,,,0.43,0.391
Art Williams,74--75,SDA,,,,,,,,,,,,,,,,,,0.667,0.667
Art Williams,73--74,BOS,,,,,,,,,,,,,,,,,,0.475,0.4320000000000001
Art Williams,72--73,BOS,,,,,,,,,,,,,,,,,,0.46,0.42
Art Williams,71--72,BOS,,,,,,,,,,,,,,,,,,0.526,0.473
Art Williams,70--71,BOS,,,,,,,,,,,,,,,,,,0.491,0.453
Art Williams,69--70,SDR,,,,,,,,,,,,,,,,,,0.452,0.406
Art Williams,68--69,SDR,,,,,,,,,,,,,,,,,,0.425,0.383
Art Williams,67--68,SDR,,,,,,,,,,,,,,,,,,0.407,0.368
Alvin Williams,06--07,LAC,13.0,0.0,0.0,0.5,0.5,,,,0.0,,,,0.0,,,,0.0,0.266,
Alvin Williams,05--06,TOR,23.3,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,1.0,0.333,0.129,
Alvin Williams,03--04,TOR,16.6,0.5539999999999999,0.6,1.0,0.113,0.455,0.4,0.8,0.08900000000000001,0.373,0.4,1.1,0.119,0.411,1.8,4.4,0.5,0.463,0.431
Alvin Williams,02--03,TOR,15.1,0.542,0.9,1.7,0.145,0.391,0.6,1.5,0.127,0.466,0.8,1.7,0.147,0.447,2.2,4.9,0.42,0.508,0.464
Alvin Williams,01--02,TOR,15.3,0.516,1.2,2.2,0.189,0.487,0.4,0.9,0.078,0.434,0.7,1.6,0.133,0.393,1.9,4.7,0.401,0.47,0.447
Alvin Williams,00--01,TOR,14.7,0.623,1.1,1.8,0.197,0.368,0.3,0.8,0.08900000000000001,0.392,0.5,1.2,0.133,0.408,1.7,4.1,0.441,0.483,0.452
Alvin Williams,99--00,TOR,,,,,,,,,,,,,,,,,,0.463,0.425
Alvin Williams,98--99,TOR,,,,,,,,,,,,,,,,,,0.477,0.43
Alvin Williams,97--98,TOT,,,,,,,,,,,,,,,,,,0.504,0.459
Alvin Williams,97--98,POR,,,,,,,,,,,,,,,,,,0.519,0.473
Alvin Williams,97--98,TOR,,,,,,,,,,,,,,,,,,0.42,0.386
Al Williams,70--71,KEN,,,,,,,,,,,,,,,,,,0.454,0.442
Aaron Williams,07--08,LAC,5.6,0.458,0.4,0.8,0.436,0.588,0.3,0.6,0.309,0.556,0.2,0.3,0.16399999999999998,0.2,0.0,0.2,0.091,0.54,0.491
Aaron Williams,06--07,LAC,7.4,0.7390000000000001,0.4,0.6,0.434,0.417,0.1,0.3,0.226,0.444,0.1,0.2,0.17,0.375,0.1,0.2,0.151,0.606,0.547
Aaron Williams,05--06,TOT,5.6,0.674,1.3,2.0,0.523,0.314,0.2,0.7,0.199,0.25,0.1,0.5,0.136,0.48,0.3,0.5,0.142,0.551,0.517
Aaron Williams,05--06,NOH,5.7,0.6629999999999999,1.6,2.4,0.529,0.31,0.3,0.9,0.185,0.25,0.1,0.6,0.127,0.48,0.4,0.7,0.159,0.5479999999999999,0.516
Aaron Williams,05--06,TOR,4.9,0.778,0.5,0.7,0.474,0.333,0.2,0.5,0.316,0.25,0.1,0.3,0.211,,,,0.0,0.578,0.526
Aaron Williams,04--05,TOT,6.8,0.593,0.4,0.6,0.429,0.429,0.1,0.3,0.222,0.35700000000000004,0.1,0.3,0.222,0.25,0.0,0.2,0.127,0.518,0.46
Aaron Williams,04--05,NJN,4.6,0.688,0.6,0.8,0.593,0.2,0.1,0.3,0.185,0.25,0.1,0.2,0.14800000000000002,0.5,0.1,0.1,0.07400000000000001,0.589,0.519
Aaron Williams,04--05,TOR,8.5,0.455,0.2,0.5,0.306,0.556,0.2,0.4,0.25,0.4,0.2,0.4,0.278,0.16699999999999998,0.0,0.3,0.16699999999999998,0.461,0.417
Aaron Williams,03--04,NJN,6.2,0.6809999999999999,1.5,2.2,0.468,0.299,0.4,1.2,0.254,0.35700000000000004,0.2,0.6,0.123,0.42,0.3,0.7,0.146,0.5489999999999999,0.504
Aaron Williams,02--03,NJN,5.7,0.5329999999999999,1.4,2.6,0.483,0.408,0.6,1.5,0.273,0.373,0.3,0.7,0.134,0.319,0.2,0.6,0.107,0.504,0.453
Aaron Williams,01--02,NJN,5.3,0.657,1.6,2.5,0.465,0.4,0.7,1.8,0.33,0.469,0.4,0.8,0.146,0.375,0.1,0.3,0.055,0.568,0.526
Aaron Williams,00--01,NJN,5.4,0.5770000000000001,2.3,4.0,0.502,0.376,0.8,2.1,0.262,0.294,0.3,1.0,0.131,0.299,0.2,0.8,0.103,0.5329999999999999,0.457
Aaron Williams,99--00,WAS,,,,,,,,,,,,,,,,,,0.5720000000000001,0.522
Aaron Williams,98--99,SEA,,,,,,,,,,,,,,,,,,0.508,0.423
Aaron Williams,97--98,SEA,,,,,,,,,,,,,,,,,,0.575,0.523
Aaron Williams,96--97,TOT,,,,,,,,,,,,,,,,,,0.599,0.574
Aaron Williams,96--97,DEN,,,,,,,,,,,,,,,,,,0.6,0.6
Aaron Williams,96--97,VAN,,,,,,,,,,,,,,,,,,0.599,0.573
Aaron Williams,94--95,MIL,,,,,,,,,,,,,,,,,,0.41,0.333
Aaron Williams,93--94,UTA,,,,,,,,,,,,,,,,,,0.237,0.25
Mike Wilks,09--10,OKC,16.8,1.0,0.2,0.2,0.083,1.0,0.2,0.2,0.083,0.333,0.2,0.8,0.25,0.25,0.2,1.0,0.333,0.581,0.583
Mike Wilks,07--08,TOT,15.3,0.429,0.2,0.5,0.194,0.333,0.1,0.2,0.083,0.667,0.1,0.2,0.083,0.5329999999999999,0.5,1.0,0.417,0.5429999999999999,0.514
Mike Wilks,07--08,DEN,16.7,0.25,0.1,0.5,0.174,1.0,0.1,0.1,0.043,,,,0.0,0.462,0.8,1.6,0.565,0.503,0.478
Mike Wilks,07--08,SEA,9.9,0.667,0.7,1.0,0.333,0.0,0.0,0.3,0.111,0.667,0.7,1.0,0.333,1.0,0.3,0.3,0.111,0.607,0.556
Mike Wilks,07--08,WAS,19.3,,,,0.0,0.0,0.0,0.2,0.25,,,,0.0,1.0,0.2,0.2,0.25,0.625,0.625
Mike Wilks,06--07,SEA,12.4,0.6,0.6,1.0,0.319,0.333,0.1,0.3,0.085,0.467,0.1,0.3,0.106,0.426,0.5,1.1,0.383,0.5329999999999999,0.486
Mike Wilks,05--06,TOT,14.0,0.48,0.3,0.5,0.278,0.083,0.0,0.3,0.133,0.333,0.0,0.1,0.067,0.393,0.2,0.6,0.311,0.398,0.339
Mike Wilks,05--06,CLE,13.9,0.5,0.2,0.5,0.305,0.0,0.0,0.2,0.136,0.333,0.0,0.1,0.051,0.313,0.1,0.4,0.271,0.327,0.305
Mike Wilks,05--06,SEA,14.2,0.429,0.3,0.7,0.226,0.25,0.1,0.4,0.129,0.333,0.1,0.3,0.097,0.5,0.6,1.2,0.387,0.503,0.403
Mike Wilks,04--05,SAS,11.8,0.565,0.3,0.5,0.299,0.5,0.1,0.3,0.182,0.4,0.1,0.2,0.13,0.214,0.1,0.3,0.182,0.482,0.448
Mike Wilks,03--04,HOU,12.8,0.5,0.2,0.5,0.333,0.5,0.1,0.2,0.111,0.333,0.0,0.1,0.083,0.28600000000000003,0.1,0.3,0.194,0.606,0.556
Mike Wilks,02--03,TOT,14.5,0.4,0.3,0.8,0.236,0.389,0.2,0.4,0.122,0.25,0.1,0.3,0.081,0.333,0.3,1.0,0.324,0.436,0.3720000000000001
Mike Wilks,02--03,ATL,12.4,0.478,0.7,1.5,0.284,0.455,0.3,0.7,0.136,0.2,0.1,0.7,0.123,0.25,0.3,1.3,0.247,0.453,0.395
Mike Wilks,02--03,MIN,17.1,0.25,0.1,0.4,0.179,0.28600000000000003,0.1,0.2,0.104,0.5,0.0,0.1,0.03,0.393,0.4,0.9,0.418,0.414,0.343
Dale Wilkinson,84--85,TOT,,,,,,,,,,,,,,,,,,0.3670000000000001,0.25
Dale Wilkinson,84--85,DET,,,,,,,,,,,,,,,,,,,
Dale Wilkinson,84--85,LAC,,,,,,,,,,,,,,,,,,0.41,0.28600000000000003
Jeff Wilkins,85--86,TOT,,,,,,,,,,,,,,,,,,0.424,0.393
Jeff Wilkins,85--86,SAS,,,,,,,,,,,,,,,,,,0.421,0.381
Jeff Wilkins,85--86,UTA,,,,,,,,,,,,,,,,,,0.426,0.4
Jeff Wilkins,84--85,UTA,,,,,,,,,,,,,,,,,,0.511,0.49
Jeff Wilkins,83--84,UTA,,,,,,,,,,,,,,,,,,0.527,0.479
Jeff Wilkins,82--83,UTA,,,,,,,,,,,,,,,,,,0.517,0.477
Jeff Wilkins,81--82,UTA,,,,,,,,,,,,,,,,,,0.481,0.4370000000000001
Jeff Wilkins,80--81,UTA,,,,,,,,,,,,,,,,,,0.47,0.45
Gerald Wilkins,98--99,ORL,,,,,,,,,,,,,,,,,,0.101,
Gerald Wilkins,97--98,ORL,,,,,,,,,,,,,,,,,,0.398,0.358
Gerald Wilkins,96--97,ORL,,,,,,,,,,,,,,,,,,0.503,0.469
Gerald Wilkins,95--96,VAN,,,,,,,,,,,,,,,,,,0.4370000000000001,0.41
Gerald Wilkins,93--94,CLE,,,,,,,,,,,,,,,,,,0.539,0.501
Gerald Wilkins,92--93,CLE,,,,,,,,,,,,,,,,,,0.508,0.463
Gerald Wilkins,91--92,NYK,,,,,,,,,,,,,,,,,,0.491,0.467
Gerald Wilkins,90--91,NYK,,,,,,,,,,,,,,,,,,0.524,0.478
Gerald Wilkins,89--90,NYK,,,,,,,,,,,,,,,,,,0.52,0.476
Gerald Wilkins,88--89,NYK,,,,,,,,,,,,,,,,,,0.512,0.476
Gerald Wilkins,87--88,NYK,,,,,,,,,,,,,,,,,,0.493,0.461
Gerald Wilkins,86--87,NYK,,,,,,,,,,,,,,,,,,0.527,0.496
Gerald Wilkins,85--86,NYK,,,,,,,,,,,,,,,,,,0.488,0.472
Eddie Lee,92--93,PHI,,,,,,,,,,,,,,,,,,0.602,0.5670000000000001
Eddie Lee,90--91,NYK,,,,,,,,,,,,,,,,,,0.474,0.447
Eddie Lee,89--90,NYK,,,,,,,,,,,,,,,,,,0.495,0.455
Eddie Lee,88--89,NYK,,,,,,,,,,,,,,,,,,0.4920000000000001,0.465
Eddie Lee,86--87,NYK,,,,,,,,,,,,,,,,,,0.456,0.441
Eddie Lee,84--85,NYK,,,,,,,,,,,,,,,,,,0.52,0.498
Dominique Wilkins,98--99,ORL,,,,,,,,,,,,,,,,,,0.445,0.398
Dominique Wilkins,96--97,SAS,,,,,,,,,,,,,,,,,,0.517,0.453
Dominique Wilkins,94--95,BOS,,,,,,,,,,,,,,,,,,0.519,0.472
Dominique Wilkins,93--94,TOT,,,,,,,,,,,,,,,,,,0.529,0.466
Dominique Wilkins,93--94,ATL,,,,,,,,,,,,,,,,,,0.526,0.462
Dominique Wilkins,93--94,LAC,,,,,,,,,,,,,,,,,,0.535,0.473
Dominique Wilkins,92--93,ATL,,,,,,,,,,,,,,,,,,0.57,0.506
Dominique Wilkins,91--92,ATL,,,,,,,,,,,,,,,,,,0.552,0.484
Dominique Wilkins,90--91,ATL,,,,,,,,,,,,,,,,,,0.555,0.495
Dominique Wilkins,89--90,ATL,,,,,,,,,,,,,,,,,,0.556,0.502
Dominique Wilkins,88--89,ATL,,,,,,,,,,,,,,,,,,0.528,0.472
Dominique Wilkins,87--88,ATL,,,,,,,,,,,,,,,,,,0.534,0.474
Dominique Wilkins,86--87,ATL,,,,,,,,,,,,,,,,,,0.5429999999999999,0.472
Dominique Wilkins,85--86,ATL,,,,,,,,,,,,,,,,,,0.536,0.472
Dominique Wilkins,84--85,ATL,,,,,,,,,,,,,,,,,,0.514,0.458
Dominique Wilkins,83--84,ATL,,,,,,,,,,,,,,,,,,0.531,0.479
Dominique Wilkins,82--83,ATL,,,,,,,,,,,,,,,,,,0.524,0.493
Damien Wilkins,12--13,PHI,12.0,0.578,0.8,1.4,0.263,0.483,0.5,1.0,0.19,0.364,0.3,0.7,0.139,0.449,0.6,1.3,0.247,0.5329999999999999,0.486
Damien Wilkins,11--12,DET,12.5,0.6890000000000001,0.5,0.7,0.233,0.414,0.2,0.5,0.15,0.195,0.1,0.7,0.212,0.327,0.3,0.9,0.285,0.445,0.412
Damien Wilkins,10--11,ATL,9.4,0.589,0.6,1.1,0.409,0.478,0.2,0.4,0.168,0.5,0.2,0.4,0.146,0.464,0.2,0.5,0.204,0.557,0.511
Damien Wilkins,09--10,MIN,12.2,0.635,0.9,1.4,0.302,0.319,0.2,0.6,0.123,0.393,0.3,0.8,0.16,0.361,0.4,1.2,0.255,0.515,0.457
Damien Wilkins,08--09,OKC,15.2,0.476,0.5,1.0,0.197,0.136,0.1,0.5,0.103,0.3,0.1,0.5,0.094,0.368,0.5,1.4,0.268,0.467,0.425
Damien Wilkins,07--08,SEA,14.6,0.511,0.9,1.8,0.198,0.394,0.3,0.9,0.098,0.358,0.5,1.4,0.158,0.418,1.2,2.8,0.316,0.474,0.44
Damien Wilkins,06--07,SEA,13.0,0.632,1.3,2.0,0.271,0.348,0.3,0.8,0.115,0.413,0.4,0.9,0.125,0.312,0.7,2.1,0.287,0.535,0.477
Damien Wilkins,05--06,SEA,10.8,0.727,1.2,1.7,0.32,0.314,0.3,0.9,0.161,0.281,0.2,0.8,0.147,0.358,0.5,1.3,0.244,0.529,0.46
Damien Wilkins,04--05,SEA,12.8,0.679,1.2,1.8,0.315,0.5379999999999999,0.5,0.9,0.155,0.16699999999999998,0.0,0.2,0.036000000000000004,0.25,0.2,0.8,0.14300000000000002,0.5,0.482
James Wilkes,82--83,DET,,,,,,,,,,,,,,,,,,0.419,0.324
James Wilkes,81--82,CHI,,,,,,,,,,,,,,,,,,0.521,0.481
James Wilkes,80--81,CHI,,,,,,,,,,,,,,,,,,0.491,0.462
Jamaal Wilkes,85--86,LAC,,,,,,,,,,,,,,,,,,0.488,0.408
Jamaal Wilkes,84--85,LAL,,,,,,,,,,,,,,,,,,0.523,0.488
Jamaal Wilkes,83--84,LAL,,,,,,,,,,,,,,,,,,0.5489999999999999,0.515
Jamaal Wilkes,82--83,LAL,,,,,,,,,,,,,,,,,,0.5579999999999999,0.53
Jamaal Wilkes,81--82,LAL,,,,,,,,,,,,,,,,,,0.5539999999999999,0.525
Jamaal Wilkes,80--81,LAL,,,,,,,,,,,,,,,,,,0.556,0.526
Jamaal Wilkes,79--80,LAL,,,,,,,,,,,,,,,,,,0.563,0.536
Jamaal Wilkes,78--79,LAL,,,,,,,,,,,,,,,,,,0.544,0.504
Jamaal Wilkes,77--78,LAL,,,,,,,,,,,,,,,,,,0.475,0.439
Jamaal Wilkes,76--77,GSW,,,,,,,,,,,,,,,,,,0.523,0.477
Jamaal Wilkes,75--76,GSW,,,,,,,,,,,,,,,,,,0.499,0.462
Jamaal Wilkes,74--75,GSW,,,,,,,,,,,,,,,,,,0.473,0.442
Bob Wilkerson,82--83,CLE,,,,,,,,,,,,,,,,,,0.459,0.417
Bob Wilkerson,81--82,CLE,,,,,,,,,,,,,,,,,,0.471,0.42
Bob Wilkerson,80--81,CHI,,,,,,,,,,,,,,,,,,0.507,0.462
Bob Wilkerson,79--80,DEN,,,,,,,,,,,,,,,,,,0.458,0.421
Bob Wilkerson,78--79,DEN,,,,,,,,,,,,,,,,,,0.482,0.455
Bob Wilkerson,77--78,DEN,,,,,,,,,,,,,,,,,,0.448,0.408
Bob Wilkerson,76--77,SEA,,,,,,,,,,,,,,,,,,0.42,0.385
Lenny Wilkens,74--75,POR,,,,,,,,,,,,,,,,,,0.536,0.438
Lenny Wilkens,73--74,CLE,,,,,,,,,,,,,,,,,,0.526,0.464
Lenny Wilkens,72--73,CLE,,,,,,,,,,,,,,,,,,0.518,0.448
Lenny Wilkens,71--72,SEA,,,,,,,,,,,,,,,,,,0.5529999999999999,0.466
Lenny Wilkens,70--71,SEA,,,,,,,,,,,,,,,,,,0.509,0.418
Lenny Wilkens,69--70,SEA,,,,,,,,,,,,,,,,,,0.509,0.42
Lenny Wilkens,68--69,SEA,,,,,,,,,,,,,,,,,,0.517,0.44
Lenny Wilkens,67--68,STL,,,,,,,,,,,,,,,,,,0.525,0.438
Lenny Wilkens,66--67,STL,,,,,,,,,,,,,,,,,,0.524,0.4320000000000001
Lenny Wilkens,65--66,STL,,,,,,,,,,,,,,,,,,0.524,0.43
Lenny Wilkens,64--65,STL,,,,,,,,,,,,,,,,,,0.496,0.414
Lenny Wilkens,63--64,STL,,,,,,,,,,,,,,,,,,0.484,0.413
Lenny Wilkens,62--63,STL,,,,,,,,,,,,,,,,,,0.456,0.399
Lenny Wilkens,61--62,STL,,,,,,,,,,,,,,,,,,0.441,0.383
Lenny Wilkens,60--61,STL,,,,,,,,,,,,,,,,,,0.481,0.425
Win Wilfong,60--61,CIN,,,,,,,,,,,,,,,,,,0.413,0.34600000000000003
Win Wilfong,59--60,CIN,,,,,,,,,,,,,,,,,,0.425,0.37
Win Wilfong,58--59,STL,,,,,,,,,,,,,,,,,,0.405,0.34600000000000003
Win Wilfong,57--58,STL,,,,,,,,,,,,,,,,,,0.428,0.36
Morlon Wiley,94--95,TOT,,,,,,,,,,,,,,,,,,0.564,0.556
Morlon Wiley,94--95,ATL,,,,,,,,,,,,,,,,,,0.583,0.583
Morlon Wiley,94--95,DAL,,,,,,,,,,,,,,,,,,0.563,0.5539999999999999
Morlon Wiley,93--94,TOT,,,,,,,,,,,,,,,,,,0.362,0.362
Morlon Wiley,93--94,DAL,,,,,,,,,,,,,,,,,,0.333,0.333
Morlon Wiley,93--94,MIA,,,,,,,,,,,,,,,,,,0.438,0.438
Morlon Wiley,92--93,TOT,,,,,,,,,,,,,,,,,,0.495,0.484
Morlon Wiley,92--93,ATL,,,,,,,,,,,,,,,,,,0.426,0.414
Morlon Wiley,92--93,DAL,,,,,,,,,,,,,,,,,,0.528,0.517
Morlon Wiley,91--92,TOT,,,,,,,,,,,,,,,,,,0.489,0.466
Morlon Wiley,91--92,ATL,,,,,,,,,,,,,,,,,,0.511,0.488
Morlon Wiley,91--92,ORL,,,,,,,,,,,,,,,,,,0.348,0.321
Morlon Wiley,91--92,SAS,,,,,,,,,,,,,,,,,,0.6,0.6
Morlon Wiley,90--91,ORL,,,,,,,,,,,,,,,,,,0.475,0.444
Morlon Wiley,89--90,ORL,,,,,,,,,,,,,,,,,,0.51,0.483
Morlon Wiley,88--89,DAL,,,,,,,,,,,,,,,,,,0.459,0.43
Michael Wiley,81--82,SDC,,,,,,,,,,,,,,,,,,0.599,0.565
Michael Wiley,80--81,SAS,,,,,,,,,,,,,,,,,,0.591,0.551
Gene Wiley,67--68,TOT,,,,,,,,,,,,,,,,,,0.383,0.35
Gene Wiley,67--68,DLC,,,,,,,,,,,,,,,,,,0.21600000000000005,
Gene Wiley,67--68,OAK,,,,,,,,,,,,,,,,,,0.401,0.368
Gene Wiley,65--66,LAL,,,,,,,,,,,,,,,,,,0.448,0.424
Gene Wiley,64--65,LAL,,,,,,,,,,,,,,,,,,0.478,0.464
Gene Wiley,63--64,LAL,,,,,,,,,,,,,,,,,,0.551,0.5329999999999999
Gene Wiley,62--63,LAL,,,,,,,,,,,,,,,,,,0.453,0.46
