,XH,午餐平均消费,早餐次数,洗澡花销,洗澡次数,成绩等级
2045,201491019,14.21181818,4,95.27,19,20
2046,201492019,10.68421053,16,159.81,33,20
2047,201492037,13.57894737,3,73.29,10,20
2048,201492046,13.2062963,2,16.73,3,15
2049,201494010,9.914358974,51,307.72,70,10
2050,201494012,7.710714286,12,38.57,7,20
2051,201494013,12.80952381,4,4.97,1,20
2052,201494014,7.691666667,20,14.35,8,20
2053,201494015,12.32833333,4,9.94,2,10
2054,201494016,12.4137931,1,77.56,14,20
2055,201494017,8.845384615,75,286.23,38,20
2056,201494050,10.23714286,20,48.93,11,20
2057,201494052,14.46097561,73,21.21,8,10
2058,201494053,8.447857143,13,40.74,10,20
2059,201494054,11.74846154,4,109.34,17,20
2060,201494056,11.15184211,31,60.48,12,20
2061,201494058,11.6875,2,72.66,11,20
2062,201494059,11.39705882,3,5.6,1,20
2063,201494064,17.39,4,83.53,26,20
2064,201494066,13.66346154,19,106.89,21,20
2065,201494067,8.714583333,37,4.06,1,20
2066,201494110,7.470190476,66,109.2,23,20
2067,201494111,9.288235294,92,82.95,20,20
2068,201494112,13.1937037,5,98.35,20,20
2069,201494113,7.939285714,35,22.05,6,10
2070,201494114,13.31208333,31,81.48,18,20
2071,201494115,7.9134,8,110.32,42,20
2072,201494117,13.10633333,8,95.27,12,15
2073,201494118,10.77375,39,15.54,5,15
2074,201494119,10.99521739,40,31.57,12,20
2075,201495023,13.59,2,120.12,19,20
2076,201495024,10.6375,3,143.85,24,20
2077,201495025,8.77,2,127.33,23,20
2078,201496010,8.572307692,8,75.95,16,15
2079,201496011,11.33594595,12,52.47,24,20
2080,201496012,12.63701149,3,84.66,19,20
2081,201496013,8.452190476,112,2.51,1,10
2082,201496014,10.80555556,13,44.45,26,15
2083,201496015,9.0575,22,10.37,3,15
2084,201496016,9.357073171,104,54.63,20,15
2085,201496017,6.782941176,9,100.17,28,20
2086,201496018,10.45185185,18,120.29,26,20
2087,201496019,8.359508197,13,72.63,28,10
2088,201496042,8.19,20,61.32,11,20
2089,201496043,12.54,21,56.07,17,20
2090,201496045,11.64,20,99.47,17,20
2091,201496050,10.841,9,484.61,74,20
2092,201496052,13.5925,6,160.65,64,10
2093,201496053,7.695882353,35,65.38,27,10
2094,201496054,11.938,36,101.36,21,10
2095,201496057,10.5425,22,16.59,6,15
2096,201496059,8.706666667,7,110.39,23,10
2097,201496110,9.961142857,41,23.38,7,15
2098,201496111,10.80465116,19,25.2,4,20
2099,201496112,9.5,12,14.65,3,20
2100,201496114,9.788235294,4,12.67,2,15
2101,201496115,9.993636364,24,75.25,24,15
2102,201496116,18.5,1,29.4,11,15
2103,201496117,7.75,27,41.6,19,15
2104,201496118,9.664444444,28,46.28,12,10
2105,201496119,11.35806818,36,202.13,57,20
2106,201497014,12.68225806,28,55.16,14,10
2107,201497019,11.7227027,53,36.12,14,10
2108,201498010,10.79444444,6,64.74,30,20
2109,201498017,12.09965517,2,17.64,7,20
2110,201498019,10.8625,50,39.97,16,20
2111,201498020,6.628571429,9,34.58,9,20
2112,201498024,9.614347826,25,51.73,20,10
2113,201498026,8.25,1,120.26,19,20
2114,201498027,11.83384615,10,43.89,17,20
2115,201498029,14.38,1,35.49,9,20
2116,201498031,10.86666667,1,160.86,39,20
2117,201498034,9.677777778,2,45.85,7,15
2118,201498037,10.58035714,28,178.78,23,20
2119,201498039,10.1,3,22.4,4,20
2120,201499020,7.197368421,6,49.27,17,20
2121,201499021,10.6372549,30,49.33,19,10
2122,201499022,9.867164179,38,26.64,12,10
2123,201499023,10.55633803,60,14.88,10,10
2124,201499025,7.868115942,28,104.92,43,10
2125,201499026,10.04074074,54,14.44,4,15
2126,201499027,10.06147541,13,3.82,1,10
2127,201499029,9.5,3,206.21,68,10
2128,201499031,9.796875,26,28.44,14,15
2129,201499034,8.666031746,78,125.65,28,20
2130,201499035,10.71875,2,78.25,23,10
2131,201499036,11.60466667,52,13.5,9,10
2132,201499038,11.15789474,19,33.38,20,20
2133,201499040,14.27073171,1,228.55,46,20
2134,201499042,13.16346154,2,39.32,18,20
2135,201499047,16.06666667,3,74.37,29,15
2136,201499120,12.31521739,9,53.1,15,10
2137,201499122,13.81864407,6,49.6,17,10
2138,201499124,9.890833333,10,8.96,2,15
2139,201499129,10,2,1.52,2,20
2140,201499222,9.297619048,66,82.38,38,10
2141,201499223,10.41666667,8,57.52,11,20
2142,201499224,9.365454545,2,17.4,6,15
2143,201499225,10.82678571,4,22.6,7,20
2144,201499226,7.041,44,59.26,15,10
2145,201499227,10.33088235,8,48.98,28,20
2146,201499228,8.386,22,60.6,20,20
2147,201499229,8.620666667,74,114.9,39,10
2148,201499321,10.03265306,22,149.2,44,20
2149,201499322,20.98536585,7,224.68,37,15
2150,201499323,9.278301887,25,176.25,83,15
2151,201499324,7.25,4,1.6,1,10
2152,201499326,10.09438776,53,24.82,17,10
2153,201499327,12.10205128,25,51.05,23,10
2154,201499329,9.029166667,10,92.29,28,10
2155,201500002,9.751780822,105,52.15,15,27.5
2156,201500007,10.17592593,111,243.11,69,15
2157,201500008,9.026629213,35,110.6,32,15
2158,201500011,10.4300885,67,140.49,47,20
2159,201500013,7.775,20,56.35,14,10
2160,201500021,8.426413043,81,4.69,2,15
2161,201500023,9.584705882,125,268.31,69,10
2162,201500031,10.2587234,15,6.65,2,20
2163,201500042,10.65082192,72,41.58,6,20
2164,201500043,8.549295775,50,267.26,47,20
2165,201500044,9.852612613,93,232.68,22,10
2166,201500045,11.19269231,67,124.81,47,20
2167,201500046,11.70577465,52,3.85,1,20
2168,201500047,10.61973118,211,340.2,63,20
2169,201500048,6.539951691,207,384.16,64,20
2170,201500056,13.17222222,4,135.38,34,10
2171,201500071,9.787446809,30,280.07,66,20
2172,201500072,14.31538462,65,258.93,46,20
2173,201500073,8.888888889,56,188.86,29,20
2174,201500074,12.30096154,190,65.52,19,20
2175,201500075,12.7875,29,87.43,20,20
2176,201500076,7.170277778,141,180.46,64,20
2177,201500077,14.12777778,22,230.86,63,15
2178,201500078,6.081481481,100,98.56,13,20
2179,201500079,9.152777778,104,281.68,44,20
2180,201500081,12.72539683,6,702.66,102,20
2181,201500082,10.16111111,1,243.6,31,15
2182,201500083,9.96,37,255.71,51,20
2183,201500084,6.1375,1,262.92,43,20
2184,201500085,8.830793651,69,241.64,103,20
2185,201500087,11.40891892,18,323.12,62,20
2186,201500088,10.66173913,43,321.93,62,10
2187,201500089,11.88190476,37,317.52,62,20
2188,201500091,8.855357143,196,140.21,61,10
2189,201500092,10.35102564,87,234.92,55,15
2190,201500093,8.702105263,55,314.38,63,15
2191,201500094,5.8372,19,379.62,72,15
2192,201500095,8.794761905,21,25.27,8,10
2193,201500096,11.19784314,82,130.2,28,15
2194,201500097,25.5,5,391.55,73,10
2195,201500098,9.02,29,98.21,38,15
2196,201500099,7.054347826,11,107.66,40,20
2197,201500101,9.44128,142,267.11,62,15
2198,201500106,7.801428571,5,142.59,40,20
2199,201500140,12.12208333,81,410.27,88,20
2200,201500141,10.80098901,61,3.43,1,10
2201,201500142,11.14263514,26,152.88,39,20
2202,201500144,11.44761905,112,69.79,14,15
2203,201500145,8.755555556,36,348.6,99,15
2204,201500146,9.606666667,58,76.3,15,20
2205,201500147,11.13470588,26,116.27,17,20
2206,201500148,10.50205128,100,328.3,67,20
2207,201500149,14.38210526,8,48.23,10,20
2208,201502021,14.36388889,20,597.66,106,10
2209,201502022,16.64613636,3,17.57,10,10
2210,201502023,12.91454545,2,107.31,23,10
2211,201502024,12.52622642,16,52.85,17,10
2212,201502025,10.35532468,45,426.93,94,10
2213,201502026,9.414352941,215,168.91,28,10
2214,201502027,10.09621359,30,112.35,33,10
2215,201502045,8.904225352,138,36.26,4,20
2216,201502114,9.606838235,123,5.67,2,15
2217,201502243,9.465333333,140,286.02,97,20
2218,201503092,9.294318182,168,233.73,73,10
2219,201504001,10.80379121,107,503.93,63,10
2220,201504002,11.25797872,45,54.25,21,15
2221,201504003,11.4978,44,56.14,15,20
2222,201504004,11.95081395,108,272.16,57,20
2223,201504005,15.38219858,35,186.83,63,20
2224,201504006,10.16621622,69,266.56,61,10
2225,201504007,10.6864,75,66.01,29,15
2226,201504009,10.06615385,128,302.68,81,15
2227,201504011,10.21384615,63,259.27,67,15
2228,201504012,11.11627586,238,146.37,86,20
2229,201504013,10.82777778,142,196.28,123,20
2230,201504014,9.495660377,4,261.66,62,20
2231,201504016,10.99066667,26,69.44,15,20
2232,201504017,9.727941176,103,263.41,79,15
2233,201504018,8.412612613,91,166.81,105,20
2234,201504019,9.894285714,54,65.38,25,20
2235,201504031,9.02925,124,279.79,108,10
2236,201504032,10.3944,58,94.08,23,15
2237,201504033,11.91666667,32,151.2,31,10
2238,201504034,10.9075,24,34.7,16,10
2239,201504035,7.990482456,188,108.29,21,10
2240,201504036,7.075477178,218,110.95,26,10
2241,201504037,10.36209877,117,165.34,47,10
2242,201504038,8.776462585,96,112.63,30,10
2243,201504039,10.06681034,2,140.98,23,15
2244,201504051,10.27802395,75,42.7,18,10
2245,201504052,11.14877193,177,197.96,39,15
2246,201504055,7.654210526,61,75.53,21,10
2247,201504056,11.38361842,17,61.18,26,20
2248,201504057,11.5691954,115,112.49,47,15
2249,201504059,9.927938144,48,211.47,65,10
2250,201504061,12.87393443,76,91.07,32,20
2251,201504062,11.7538806,141,139.79,50,20
2252,201504063,8.181896552,235,164.36,39,20
2253,201504064,10.44958333,6,290.15,119,20
2254,201504066,10.9796,18,366.73,39,20
2255,201504067,9.495940594,86,119.98,32,20
2256,201504068,12.8966092,214,179.13,76,20
2257,201504069,11.14509202,29,20.44,3,20
2258,201504072,14.25,9,412.79,88,20
2259,201504078,9.012672414,79,391.02,114,10
2260,201504081,11.01052326,190,208.39,99,10
2261,201504082,6.217931034,223,63.84,35,10
2262,201504084,10.09846154,92,294.28,33,10
2263,201504085,12.5362963,167,213.71,22,10
2264,201504086,7.190236686,239,157.22,37,10
2265,201504089,10.2759,102,279.44,51,15
2266,201504091,12.72366972,198,22.89,5,15
2267,201504093,9.631290323,52,178.08,36,10
2268,201504095,7.266461538,231,214.13,61,15
2269,201504097,11.39,177,95.83,30,10
2270,201504098,9.829130435,96,196.56,31,10
2271,201504099,9.074871795,191,99.05,20,15
2272,201504111,10.98328,54,421.19,69,20
2273,201504112,13.94475806,49,114.52,33,20
2274,201504113,9.138483146,184,172.55,72,20
2275,201504114,10.94435897,14,2.24,1,15
2276,201504115,12.9148951,88,247.17,73,20
2277,201504117,8.268359375,85,203.98,52,20
2278,201504119,12.69677686,120,183.05,44,20
2279,201504141,11.13321168,88,173.67,99,10
2280,201504142,11.28893617,21,262.01,62,10
2281,201504143,10.71724138,91,157.43,37,10
2282,201504144,12.06861538,44,363.23,75,10
2283,201504145,10.11019608,25,342.02,57,10
2284,201504146,8.878205128,7,506.1,73,10
2285,201504147,8.11,38,111.16,39,10
2286,201504148,11.32449438,36,82.25,30,20
2287,201504149,12.04375,33,258.86,44,10
2288,201504150,12.03771186,32,527.8,93,10
2289,201504151,11.04059701,37,126.28,45,20
2290,201504154,9.897111111,69,152.15,26,10
2291,201504155,10.73586207,63,95.55,22,20
2292,201504156,10.62314815,97,238.84,43,10
2293,201504158,8.938034188,48,269.99,53,10
2294,201504159,11.64690476,184,245.35,64,20
2295,201504210,11.67457831,93,336.63,57,20
2296,201504211,10.57452174,101,170.24,39,20
2297,201504212,11.98294574,70,63.84,30,20
2298,201504213,11.2672,86,5.25,2,10
2299,201504214,8.726546763,265,212.17,101,10
2300,201504215,13.77397849,68,43.75,35,20
2301,201504216,10.66567164,66,269.64,56,15
2302,201504217,16.70526316,51,654.5,137,20
2303,201504219,11.22571429,24,151.97,38,20
2304,201504241,9.682884615,32,109.06,27,10
2305,201504242,10.00689119,121,120.33,29,10
2306,201504243,10.64614679,75,48.72,12,10
2307,201504244,8.231123596,85,236.53,38,20
2308,201504245,9.84375,12,190.61,51,10
2309,201504246,7.90597561,150,360.64,75,10
2310,201504247,11.0767284,206,226.31,102,10
2311,201504248,9.504666667,55,36.96,4,15
2312,201504249,11.36794872,55,291.41,71,10
2313,201505011,11.64097561,11,37.94,12,20
2314,201505012,14.19024691,3,487.69,77,20
2315,201505013,11.18846154,32,660.1,156,20
2316,201505014,12.34590909,63,186.34,53,20
2317,201505015,9.258125,39,281.89,89,20
2318,201505016,10.78806202,74,142.94,39,20
2319,201505017,9.9785,39,153.73,52,20
2320,201505018,12.63842105,22,303.52,76,20
2321,201505019,11.73333333,25,876.05,242,20
2322,201505022,14.83561644,48,78.75,22,25
2323,201505023,9.430821918,49,205.52,55,20
2324,201505024,11.5792,46,21,4,20
2325,201505025,9.515384615,8,55.86,23,10
2326,201505026,10.06551181,77,227.36,79,20
2327,201505027,15.32297297,135,176.26,60,10
2328,201505029,10.5356875,114,325.85,94,20
2329,201505033,8.75,2,2.87,1,15
2330,201505034,7.088669725,201,68.67,41,10
2331,201505036,8.232044444,137,158.76,17,10
2332,201505041,13.4625,65,27.79,7,20
2333,201505042,12.13534483,101,161.63,24,20
2334,201505043,11.92941176,51,51.87,9,20
2335,201505044,11.26465753,70,94.92,15,25
2336,201505045,13.30708333,94,91.35,12,20
2337,201505047,9.832142857,46,128.52,25,20
2338,201505048,10.75,71,163.31,26,20
2339,201505049,10.48125,44,7,2,20
2340,201505052,13.59642857,41,17.29,5,15
2341,201505053,12.28125,60,76.16,24,20
2342,201505055,9.507468354,40,58.1,19,20
2343,201505056,9.8304,247,154.56,44,20
2344,201505057,9.635409836,39,78.68,22,20
2345,201505059,11.99074468,81,128.31,36,20
2346,201505065,11.19971831,205,15.47,6,20
2347,201505094,8.505973451,76,23.49,10,10
2348,201505096,12.42125,92,109.2,35,10
2349,201505120,10.4953125,29,328.72,63,20
2350,201505121,14.20081967,26,144.41,30,10
2351,201505122,12.62303571,31,487.62,47,10
2352,201505123,12.91,50,159.6,52,20
2353,201505124,9.624137931,83,16.31,6,10
2354,201505126,12.31086957,6,15.96,5,20
2355,201505127,11.54340426,31,24.92,5,15
2356,201505128,12.50208791,145,266,94,20
2357,201505174,11.44583333,22,52.43,18,15
2358,201505182,10,1,254.26,35,10
2359,201505184,10.06,97,199.92,56,10
2360,201505272,9.485943396,50,430.22,51,10
2361,201505287,13.26666667,3,105.78,22,10
2362,201505288,10.72090909,38,267.54,38,10
2363,201506011,10.05964286,107,73.64,41,20
2364,201506012,9.316463415,188,73.57,37,15
2365,201506013,15.04206349,43,40.11,26,10
2366,201506014,9.997735849,44,178.29,52,15
2367,201506015,10.47396825,189,109.13,39,10
2368,201506016,12.94452381,8,4.2,1,20
2369,201506017,9.400447761,63,434.28,67,10
2370,201506018,11.42485714,37,410.06,125,15
2371,201506031,10.0431746,67,133.98,79,20
2372,201506032,14.7724,22,255.36,50,15
2373,201506034,10.19078947,26,162.89,40,10
2374,201506035,11.7204878,61,1.96,1,20
2375,201506036,9.139016393,57,25.55,16,20
2376,201506037,9.995454545,41,177.59,44,20
2377,201506038,10.906,37,117.04,43,15
2378,201506039,10.25494505,172,130.41,41,20
2379,201506042,12.18814815,26,54.67,18,20
2380,201506043,10.02204082,64,225.61,49,20
2381,201506045,10.0132967,154,292.18,80,20
2382,201506046,11.87857143,23,158.9,31,20
2383,201506047,12.3027451,9,112.98,35,20
2384,201506049,11.54713235,133,58.73,34,25
2385,201506051,11.60882353,54,51.1,9,20
2386,201506052,14.33978723,23,285.18,52,15
2387,201506053,10.54364865,6,279.23,32,20
2388,201506054,10.09222222,62,2.93,1,10
2389,201506055,9.675,170,33.6,9,20
2390,201506056,13.194,35,920.57,196,15
2391,201506057,10.948,24,249.83,80,20
2392,201506059,12.47149425,87,166.67,46,20
2393,201506062,15.90333333,122,195.44,63,20
2394,201506066,9.005526316,102,76.02,21,10
2395,201506072,11.66852941,3,87.99,18,20
2396,201506073,11.10681818,26,318.78,74,10
2397,201506075,8.877700535,203,60.06,41,15
2398,201506076,10.89191176,15,161.77,40,20
2399,201506077,7.902307692,137,146.3,37,20
2400,201506078,11.78509434,88,200.76,42,20
2401,201506110,11.7985,38,24.22,7,20
2402,201506111,10.10273973,79,275.03,109,10
2403,201506112,9.988089888,234,220.71,105,20
2404,201506114,10.28433628,84,73.78,19,20
2405,201506115,11.79535484,57,478.59,91,10
2406,201506116,11.63266667,29,5.67,1,10
2407,201506117,10.1700905,82,166.74,26,15
2408,201506118,12.19345455,105,166.67,49,15
2409,201506119,9.046451613,103,147.49,56,10
2410,201506140,10.37952381,117,157.22,54,20
2411,201506141,8.079230769,10,19.32,4,10
2412,201506142,10.00517241,204,96.88,44,20
2413,201506143,10.85125,50,200.34,50,20
2414,201506144,11.29674699,41,241.57,26,20
2415,201506146,8.24137931,3,84.7,8,20
2416,201506147,9.559090909,65,243.46,109,15
2417,201506148,10.9387013,33,174.79,24,20
2418,201506149,9.595764706,281,97.37,24,20
2419,201506150,7.532608696,256,307.37,141,15
2420,201506151,8.025789474,83,287.91,105,15
2421,201506152,9.989285714,1,262.99,97,15
2422,201506153,8.590714286,142,146.65,40,20
2423,201506154,10.44281553,13,214.48,37,20
2424,201506155,11.05196078,127,8.4,2,20
2425,201506156,10.44468085,75,354.41,73,15
2426,201506157,11.06461538,193,260.19,67,20
2427,201506158,10.87758621,95,265.23,104,20
2428,201506159,11.52269841,29,145.67,36,20
2429,201506210,10.48756757,83,86.87,30,15
2430,201507015,9.963114754,171,350.84,177,20
2431,201507023,11.11387755,110,32.41,17,20
2432,201507032,11.03143885,55,155.96,41,20
2433,201507038,9.923583333,234,26.39,20,20
2434,201507039,9.75938326,245,117.25,31,20
2435,201507042,11.18333333,41,405.09,98,10
2436,201507043,8.99,67,291.41,88,10
2437,201507045,10.2069863,33,124.81,43,10
2438,201507046,7.308285714,38,131.56,27,10
2439,201507048,15.72666667,84,93.73,11,10
2440,201507049,6.2264,53,487.55,88,10
2441,201507112,12.52975207,9,124.6,36,10
2442,201507113,10.52353933,62,355.04,228,10
2443,201507114,7.410535714,99,259.49,80,20
2444,201507115,6.87625,164,162.47,49,10
2445,201507116,11.63330097,136,398.09,151,10
2446,201507117,9.795555556,6,16.45,5,20
2447,201507118,9.704705882,135,86.45,42,10
2448,201507119,12.64591667,175,258.02,81,10
2449,201508011,11.22141593,33,112.21,36,10
2450,201508012,10.27309091,178,237.44,32,20
2451,201508013,10.53253012,72,556.22,122,15
2452,201508014,9.944886364,199,150.15,37,10
2453,201508015,10.58920732,193,124.18,46,15
2454,201508016,8.029855072,67,53.27,15,10
2455,201508017,8.69572973,176,301.63,137,20
2456,201508018,6.473076923,36,60.06,16,10
2457,201508019,11.18537931,66,158.13,56,20
2458,201508021,9.674358974,29,111.37,33,10
2459,201508022,10.62163043,8,164.5,42,20
2460,201508023,6.8415,53,28.84,5,20
2461,201508024,9.866410256,179,114.66,61,20
2462,201508025,13.27740741,81,264.18,117,20
2463,201508026,10.91126667,49,249.48,72,20
2464,201508027,9.452228261,119,1.35,1,20
2465,201508028,8.412272727,152,91.21,23,20
2466,201508029,8.188406593,179,152.32,36,20
2467,201508031,9.094634146,155,228.9,73,20
2468,201508032,10.44444444,131,204.47,51,15
2469,201508034,9.536886228,174,146.3,40,20
2470,201508035,7,26,6.79,2,20
2471,201508036,9.400571429,96,54.81,24,20
2472,201508037,9.919615385,68,58.59,16,20
2473,201508038,9.401630435,116,136.01,48,20
2474,201508039,10.5930719,91,192.99,42,20
2475,201508041,12.31445161,60,198.59,41,20
2476,201508042,12.86712766,35,323.26,74,20
2477,201508043,9.598594595,139,113.82,51,10
2478,201508044,10.56025641,127,191.17,56,10
2479,201508045,16.17118012,212,32.2,12,20
2480,201508048,11.11935484,12,216.02,86,20
2481,201508051,9.875,3,4.69,1,20
2482,201508052,9.2405,44,189.21,53,20
2483,201508053,10.40707317,160,129.99,48,20
2484,201508054,8,17,202.02,39,20
2485,201508055,10.23898305,134,155.61,42,20
2486,201508056,12.71789474,101,197.33,50,20
2487,201508057,9.671097561,93,68.04,15,20
2488,201508058,13.11363636,10,98.56,23,20
2489,201508059,16.2392,41,48.51,14,20
2490,201508061,12.00718182,148,15.75,4,20
2491,201508062,9.422295082,40,140.49,31,20
2492,201508063,10.8080625,130,12.97,3,20
2493,201508064,11.18480769,126,306.67,99,20
2494,201508065,12.26006667,105,10.43,4,15
2495,201508066,8.97358209,110,183.61,32,20
2496,201508067,10.66618182,70,230.58,87,20
2497,201508069,12.67941176,82,451.99,121,20
2498,201508071,11.26142857,18,20.09,6,10
2499,201508072,10.55335714,66,136.57,51,10
2500,201508073,13.0916,13,333.69,64,10
2501,201508074,12.71984127,97,11.41,5,10
2502,201508075,11.93093023,74,142.52,59,10
2503,201508076,10.10890244,62,102.41,37,10
2504,201508077,7.24326087,54,241.99,59,10
2505,201508078,9.228888889,15,124.25,51,10
2506,201508079,10.78625,66,521.85,109,10
2507,201508081,14.63741722,88,269.99,42,20
2508,201508082,9.573170732,17,268.38,50,20
2509,201508083,11.42618056,45,608.58,209,20
