,XH,午餐平均消费,早餐次数,洗澡花销,洗澡次数,成绩等级
7581,201684117,10.19802198,60,126.21,43,20
7582,201684118,11.60862745,146,23.87,7,10
7583,201684119,9.245333333,49,233.66,73,10
7584,201684210,9.563770492,58,266.56,69,20
7585,201684214,11.82294118,23,41.37,10,20
7586,201684215,8.349679487,36,198.24,65,20
7587,201684218,12.98457944,77,220.64,72,20
7588,201684219,8.462765957,7,31.57,5,20
7589,201685015,15.04791667,19,114.94,32,20
7590,201685017,6.844832536,95,64.61,21,10
7591,201685019,12.48465909,25,98.98,17,15
7592,201685022,8.925568182,9,100.24,25,10
7593,201685024,12.939375,2,81.76,22,10
7594,201685025,12.40434783,17,101.92,30,20
7595,201685027,10.37046729,87,148.61,65,20
7596,201685028,11.85348837,5,28.14,18,20
7597,201685029,9.031046512,242,43.68,22,20
7598,201686010,10.79520661,46,228.41,44,20
7599,201686011,12.21477987,54,18.41,6,10
7600,201686012,10.75814815,18,16.1,5,10
7601,201686014,9.313513514,98,19.46,11,10
7602,201686015,13.11335664,83,122.36,20,10
7603,201686016,11.00872611,59,276.15,61,10
7604,201686017,12.700625,34,176.19,35,10
7605,201686019,10.40263158,6,210,58,10
7606,201686040,11.13859649,14,58.03,13,10
7607,201686043,20.99375,26,9.52,2,20
7608,201686046,10.20272727,62,153.02,37,15
7609,201686047,10.1264,23,202.79,47,20
7610,201686048,10.14434783,82,77.84,30,20
7611,201686049,10.79524476,123,490.28,140,15
7612,201686050,13.025,7,80.92,25,10
7613,201686051,9.700980392,76,390.95,94,10
7614,201686052,11.82,9,52.71,12,10
7615,201686054,10.49732558,66,6.44,1,10
7616,201686055,8.617647059,23,9.24,3,10
7617,201686057,11.39362319,67,17.64,3,10
7618,201686058,10.91826923,27,4.71,1,10
7619,201686111,9.906458333,178,189.42,114,15
7620,201686112,13.5,4,172.48,34,15
7621,201686113,10.52845188,213,26.53,10,10
7622,201686114,10.57475177,91,115.85,36,15
7623,201686115,8.958695652,57,178.36,92,20
7624,201686116,9.975882353,69,113.19,42,10
7625,201686117,10.72175439,48,148.33,32,20
7626,201686118,8.880504202,117,41.51,15,10
7627,201686119,10.62873563,190,268.52,195,10
7628,201686141,11.39878049,66,3.85,1,15
7629,201686210,8.753278689,76,40.11,9,10
7630,201686211,10.59128,46,140.21,44,15
7631,201686212,10.5809375,42,176.47,52,10
7632,201686213,10.5406993,53,99.05,29,10
7633,201686214,11.15208333,124,109.83,26,10
7634,201686215,8.048245614,36,130.34,54,20
7635,201686216,8.732954545,209,108.15,27,15
7636,201687010,2,1,9.66,2,10
7637,201687012,9.452547771,119,247.52,60,10
7638,201687013,9.516139241,31,74.41,14,10
7639,201687014,10.08406593,59,66.67,37,10
7640,201687015,10.30285714,4,88.9,24,10
7641,201687016,12.13802326,90,139.16,21,10
7642,201687018,10.59894118,58,105.63,31,10
7643,201687019,11.64464286,29,28.21,10,10
7644,201687020,10.64338462,94,97.72,45,10
7645,201687021,12.33162791,72,1.68,1,10
7646,201687022,11.36746032,70,4.86,1,10
7647,201687024,11.63340909,19,224.14,65,15
7648,201687026,9.10952381,44,221.41,58,10
7649,201687028,10.24565217,35,91.07,18,10
7650,201687029,10.1856,94,161.63,50,10
7651,201688010,10.395,64,6.3,1,20
7652,201688011,10.235,7,44.1,13,20
7653,201688014,8.507278481,42,12.6,3,20
7654,201688015,9.60952381,29,395.22,145,20
7655,201688016,12.60761905,30,35.84,9,25
7656,201688017,6.5,2,120.54,31,25
7657,201688018,11.88675,5,81.62,19,20
7658,201688028,9.702121212,41,515.22,105,20
7659,201688033,10.01785714,90,365.05,68,20
7660,201688034,10.30986301,108,280,53,20
7661,201688035,10.55,1,1.89,2,15
7662,201688036,11.41564103,22,227.99,55,10
7663,201688037,14.3496,84,514.46,85,15
7664,201688039,12.26829268,102,578.2,71,15
7665,201688050,9.090909091,6,61.53,9,15
7666,201688051,11.1171875,2,172.62,17,20
7667,201688053,11.68444444,24,90.49,27,15
7668,201688054,8.242808219,160,91.21,29,15
7669,201688056,9.417857143,106,70.14,16,20
7670,201688057,11.89926471,56,6.72,3,20
7671,201688058,8.75375,97,244.3,69,20
7672,201689021,10.35947712,28,175.8,65,20
7673,201689022,13.22964286,53,199.79,125,10
7674,201689023,11.5047619,70,5.4,1,20
7675,201689024,10.55528455,48,258.03,106,10
7676,201689025,11.86701031,80,67.41,30,10
7677,201689026,12.35638298,7,157.01,63,20
7678,201689027,10.52573529,149,103.06,36,10
7679,201689028,14.84013605,23,3.2,1,10
7680,201689030,12.71105263,92,61.97,30,10
7681,201689032,14.02122642,71,257.97,104,10
7682,201689033,10.86131387,40,373.9,174,10
7683,201689035,10.63297872,166,172.46,82,15
7684,201689120,12.52307692,80,11.78,5,20
7685,201689122,11.5453125,101,106.66,81,20
7686,201689123,13.22641509,64,97.46,31,10
7687,201689124,9.858467742,55,111.33,34,20
7688,201689126,12.76455224,85,9.02,5,20
7689,201689127,11.13650307,25,184.07,65,20
7690,201689128,13.50833333,14,42.5,22,10
7691,201689129,10.66826923,14,64.8,30,15
7692,201689221,12.0740566,1,309.78,175,15
7693,201689222,10.66451613,50,203.87,114,20
7694,201689225,11.69868421,16,123.59,64,20
7695,201689226,9.463302752,33,204.93,55,10
7696,201689227,16.46538462,14,162.79,75,20
7697,201689228,10.60444444,25,35.16,14,10
7698,201689229,11.80924171,141,148.32,70,10
7699,201689321,8.995728155,273,114.73,46,10
7700,201689322,12.06511628,71,144.19,107,20
7701,201689323,9.891101695,1,291.94,176,10
7702,201689325,12.66896552,3,65.14,20,20
7703,201689327,12.97412587,59,3.6,2,10
7704,201689329,12.36375,6,161.77,76,10
7705,201689420,10.94189189,19,111.03,42,15
7706,201690020,7.398850575,56,76.93,35,10
7707,201690025,9.363636364,14,419.16,55,20
7708,201690042,11.55263158,9,209.23,74,20
7709,201690044,10.22552448,100,213.64,47,20
7710,201690046,12.37333333,27,106.47,30,20
7711,201690049,9.905121951,171,481.53,87,20
7712,201692010,13.77823529,23,1.12,1,30
7713,201692014,12.42240506,9,24.64,4,10
7714,201694011,7.481264368,182,379.26,115,20
7715,201694012,8.010961538,123,112.77,29,20
7716,201694013,10.33529412,38,299.18,83,20
7717,201694015,10.44475862,183,104.93,35,20
7718,201694016,12.07304348,65,20.44,4,10
7719,201694018,13.81958333,16,117.11,36,15
7720,201694050,11.12884615,67,80.08,21,20
7721,201694053,8.266163522,168,222.67,44,20
7722,201694056,10.4091791,76,4.06,1,15
7723,201694058,11.17857143,24,72.17,17,20
7724,201694059,9.1896,5,91.35,22,15
7725,201694060,10.54365591,52,547.75,105,10
7726,201694062,10.06754386,93,531.93,82,10
7727,201694063,11.56649123,18,339.85,58,20
7728,201694113,10.74474576,14,476.84,91,20
7729,201694114,12.98928571,9,175.21,54,20
7730,201694115,14.8075,47,257.88,60,20
7731,201694116,8.700895522,38,81.9,24,10
7732,201694117,12.59376682,60,144.34,37,20
7733,201695012,26.63333333,6,36.75,4,10
7734,201695015,8.529574468,20,36.05,14,15
7735,201695016,10.65853659,82,119.91,40,20
7736,201695017,10.07635659,92,2.26,1,15
7737,201695018,11.575,7,192.57,38,15
7738,201695022,7.905821918,59,3.71,1,20
7739,201695025,10.86483516,111,237.93,99,20
7740,201695028,11.4598,43,150.29,64,20
7741,201696010,10.82,95,4.41,1,10
7742,201696011,10.89474576,57,100.17,12,10
7743,201696012,14.5071875,76,150.08,33,15
7744,201696013,11.53787879,22,46.34,12,10
7745,201696014,11.46142857,43,40.67,23,10
7746,201696015,8.521,64,8.75,5,20
7747,201696016,9.051548387,80,120.19,77,20
7748,201696017,9.602975207,167,121.8,35,10
7749,201696018,9.357531646,75,50.54,40,10
7750,201696019,12.64784946,47,137.34,28,10
7751,201696041,11.03360656,65,2.97,1,10
7752,201696042,11.15675676,99,74.41,32,45
7753,201696043,11.27246575,135,263.48,90,20
7754,201696044,9.480441176,95,165.69,71,20
7755,201696046,10.60825,208,504.63,105,20
7756,201696047,11.83942308,28,371.7,85,20
7757,201696048,11.17614679,67,127.47,72,20
7758,201696050,11.26443299,105,3.42,1,10
7759,201696052,11.60688525,53,363.37,57,10
7760,201696053,12.0453271,119,17.32,4,10
7761,201696056,10.90277778,257,569.38,137,10
7762,201696058,11.95777778,90,11.55,2,10
7763,201696111,9.632009569,137,71.82,35,10
7764,201696112,11.63834532,103,236.95,78,10
7765,201696113,10.47275449,174,173.53,35,20
7766,201696114,11.145,185,108.15,36,10
7767,201696116,10.70244094,140,329.35,67,10
7768,201696117,9.220930233,174,85.47,22,15
7769,201696118,9.731375661,89,87.15,32,10
7770,201696119,9.198308458,175,95.48,44,20
7771,201697010,8.723181818,96,125.58,29,10
7772,201697011,11.33474286,82,7.49,5,10
7773,201697012,9.989463087,40,168,75,10
7774,201697013,12.21678571,135,390.11,87,10
7775,201697014,11.42806122,106,60.9,17,10
7776,201697016,11.03638889,34,426.23,79,10
7777,201697017,12.00116883,117,1.75,1,10
7778,201697018,10.78086207,220,97.09,42,10
7779,201697019,9.913043478,23,3.85,1,15
7780,201697020,9.069886364,41,63.35,13,15
7781,201697023,10.0408805,27,142.66,32,10
7782,201697025,12.33251969,99,6.3,2,10
7783,201698011,11.96153846,4,107.94,30,20
7784,201698012,10.72916667,155,166.39,31,20
7785,201698013,13.338,5,8.19,2,20
7786,201698015,12.23773585,2,273.56,58,25
7787,201698017,13.10897436,151,285.6,103,20
7788,201698018,12.37734375,119,222.04,76,20
7789,201698022,7.176097561,101,2.52,1,20
7790,201698024,9.243846154,121,488.39,105,10
7791,201698027,10.05257143,74,334.4,81,10
7792,201698030,13.05657895,18,239.68,43,10
7793,201698031,11.567,76,33.11,17,10
7794,201698035,14.3,2,30.38,8,15
7795,201698036,6.025664336,181,65.47,33,20
7796,201698037,10.69896907,16,134.96,34,20
7797,201698039,10.60285714,16,90.3,18,20
7798,201699020,11.92256944,31,72.08,29,20
7799,201699021,10.88527397,54,16.02,6,20
7800,201699022,13.97085561,175,3,1,20
7801,201699023,10.45192308,121,207.83,146,10
7802,201699024,12.93484848,112,108.02,39,10
7803,201699025,12.69139073,133,152.77,59,10
7804,201699026,7.5,124,80.29,37,10
7805,201699028,13.11503268,101,133.8,114,20
7806,201699032,10.14884393,165,107.51,62,15
7807,201699035,10.30255102,129,92.16,55,20
7808,201699036,15.48170732,28,223.78,116,20
7809,201699037,11.92791878,74,29.05,16,10
7810,201699038,10.1921875,37,143.99,78,20
7811,201699120,13.02424242,46,200.49,133,10
7812,201699121,12.56862745,7,22.8,8,20
7813,201699122,12.20555556,23,155.49,58,20
7814,201699123,12.49354839,15,52.95,24,20
7815,201699124,11.41140351,76,31.1,12,10
7816,201699125,12.4015873,57,110.4,58,10
7817,201699126,14.003,37,26.76,17,10
7818,201699127,11.41852941,70,37.82,21,20
7819,201699128,9.259821429,56,124.13,47,10
7820,201699129,7.11407767,35,72.98,35,10
7821,201699220,10.73727273,50,1.4,1,15
7822,201699221,10.935,106,12.26,6,10
7823,201699222,10.47239264,64,6.84,4,15
7824,201699223,14.61684211,52,25.51,10,15
7825,201699224,10.80887574,32,73.78,35,10
7826,201699225,11.25833333,110,34,14,10
7827,201699227,11.91824818,49,71.71,37,20
7828,201699228,11.38282828,21,124.69,70,20
7829,201699320,8.708461538,67,200.61,76,15
7830,201699322,9.199152542,72,13.04,3,10
7831,201699323,11.8421875,76,233.85,78,10
7832,201699324,13.1725,82,237.23,104,10
7833,201699325,11.78222222,11,124.57,59,15
7834,201699326,11.25797101,123,3.4,2,20
7835,201699328,11.24896266,30,398.1,170,10
7836,201700003,8.915857143,81,172.55,34,20
7837,201700014,10.39514563,52,85.33,25,10
7838,201700031,9.047857143,110,6.23,1,20
7839,201700039,11.51837607,257,93.38,24,20
7840,201700044,10.43190476,69,292.32,65,20
7841,201700046,6.612903226,220,124.88,34,15
7842,201700047,9.233333333,60,264.04,83,20
7843,201700048,11.30918803,172,529.97,80,20
7844,201700071,6.3,47,173.11,27,20
7845,201700072,11.162,14,231,31,20
7846,201700073,8.565918367,143,92.89,26,20
7847,201700074,9.566578947,48,221.34,79,20
7848,201700075,12.495,48,321.09,56,20
7849,201700076,11.09489796,15,364.14,70,15
7850,201700077,10.44837838,12,402.57,141,20
7851,201700078,11.61151515,200,1100.96,154,15
7852,201700079,8.500322581,154,241.08,37,20
7853,201700081,12.06733333,82,70.56,16,20
7854,201700082,11.84042254,18,394.45,62,20
7855,201700083,7.828225806,116,699.79,145,20
7856,201700084,11.96838235,83,69.3,19,20
7857,201700085,10.99804348,10,551.67,175,20
7858,201700086,10.54736842,22,193,51,20
7859,201700087,9.866516854,169,339.13,103,20
7860,201700088,8.479078947,95,216.51,38,20
7861,201700089,7.825,167,234.64,75,20
7862,201700091,12.65217391,6,252.91,54,15
7863,201700092,8.9903125,49,298.9,110,20
7864,201700094,6.67609375,100,409.22,118,15
7865,201700095,11.25561224,25,180.88,43,20
7866,201700096,10.85620253,148,201.46,75,15
7867,201700097,9.666666667,1,340.97,64,15
7868,201700098,8.754642857,49,144.76,30,20
7869,201700099,10.5,14,172.9,27,20
7870,201700112,9.290857143,55,149.66,57,10
7871,201700114,7.461808511,78,148.08,56,10
7872,201700115,12.39533333,48,164.01,52,10
7873,201700118,10.27791667,7,35.07,12,10
7874,201700140,8.859036145,97,242.06,74,20
7875,201700144,12.20144928,77,118.58,28,10
7876,201700145,9.153559322,71,173.71,43,20
7877,201700146,12.005,5,34.51,5,20
7878,201700148,10.14723404,88,82.88,13,20
7879,201700149,10.84086957,98,360.92,68,10
7880,201701012,10.50765766,18,189.14,54,20
7881,201701016,10.09345238,56,185.99,107,20
7882,201701111,7.684615385,45,229.67,49,30
7883,201701118,10.68194444,20,201.32,39,20
7884,201702011,9.26962963,23,89.18,25,10
7885,201702012,10.23147059,125,108.22,36,15
7886,201702013,9.733555556,85,148.26,53,10
7887,201702014,11.57166667,50,98.7,23,10
7888,201702015,13.44202381,135,130.13,21,10
7889,201702017,7.542601626,198,119.21,37,10
7890,201702018,8.668867925,226,119.21,21,10
7891,201702019,12.04401235,142,64.05,12,10
7892,201702021,9.235060241,58,54.6,15,10
7893,201702022,7.742544379,206,71.19,33,15
7894,201702023,7.8875,14,109.62,58,15
7895,201702025,13.671,16,108.29,12,15
7896,201702026,14.2238255,13,34.51,7,10
7897,201702028,11.73807229,181,63.7,27,15
7898,201702029,9.885373134,96,124.67,23,10
7899,201704011,9.496621005,182,74.41,80,20
7900,201704013,7.712246377,113,7.35,4,10
7901,201704015,10.53469945,103,170.52,49,20
7902,201704016,10.38741722,72,19.39,6,15
7903,201704018,10.09242424,7,299.88,96,15
7904,201704031,7.2923125,128,188.77,47,15
7905,201704033,9.943802817,143,8.96,3,20
7906,201704034,12.45107692,84,93.94,24,20
7907,201704042,10.35639344,86,384.93,102,20
7908,201704044,12.64613636,217,395.78,91,20
7909,201704045,13.19485356,144,361.62,89,20
7910,201704052,10.9245614,83,143.01,33,20
7911,201704053,11.20467742,43,192.22,46,10
7912,201704055,12.73703297,126,383.88,53,20
7913,201704056,11.52384615,125,1.82,1,20
7914,201704057,9.436363636,61,219.31,91,10
7915,201704058,11.326,16,6.58,1,15
7916,201704059,11.16666667,16,22.89,4,20
7917,201704063,12.06511111,68,175.42,33,20
7918,201704067,11.28558559,89,224.98,42,20
7919,201704068,11.65903614,73,11.34,3,20
7920,201704081,9.579530201,179,376.39,58,20
7921,201704082,10.49289362,142,163.73,48,20
7922,201704083,10.2934965,168,87.71,48,20
7923,201704084,7.71112,154,360.29,58,20
7924,201704085,6.233098592,161,788.45,229,20
7925,201704086,13.52237179,22,4.2,1,20
7926,201704087,8.855819672,191,92.89,43,20
7927,201704088,7.377608696,149,85.28,29,20
7928,201704089,12.27154472,64,62.09,13,20
7929,201704091,9.24879845,115,56.49,31,15
7930,201704092,13.51355372,34,40.74,14,20
7931,201704093,8.877407407,95,37.31,36,20
7932,201704094,9.722473118,65,307.58,71,30
7933,201704096,11.20658683,58,275.87,50,20
7934,201704098,9.684366197,57,295.33,65,20
7935,201704099,12.6921875,16,91.07,24,15
7936,201704110,10.19676259,9,149.73,40,20
7937,201704111,7.015517241,7,90.72,11,20
7938,201704115,11.63842105,8,605.71,121,20
7939,201704116,10.07536313,166,196.63,61,20
7940,201704117,11.59516393,78,231.84,46,20
7941,201704118,9.711507538,175,149.17,34,20
7942,201704119,11.23989189,129,175.42,35,20
7943,201704150,13.47555556,31,288.61,59,15
7944,201704152,8.293125,157,463.79,106,20
7945,201704153,7.302242991,272,416.15,231,15
7946,201704154,10.226,92,201.25,88,15
7947,201704155,12.3343956,132,126,42,20
7948,201704156,9.738414634,175,233.94,57,20
7949,201704157,11.93583333,60,552.44,198,15
7950,201704158,10.02881356,27,292.95,43,20
7951,201704212,10.97363014,70,58.94,14,15
7952,201704213,13.57527473,63,106.19,34,20
7953,201704215,8.598571429,87,403.4,55,15
7954,201704216,6.30822335,196,153.02,40,20
7955,201704217,6.552616279,242,99.4,44,20
7956,201704219,10.13447236,210,132.16,47,15
7957,201705012,8.332635983,245,101.57,44,15
7958,201705014,11.03333333,87,142.87,31,20
7959,201705016,9.266527778,35,99.19,25,20
7960,201705019,6.53974359,188,82.74,27,15
7961,201705021,8.055357143,88,535.95,65,15
7962,201705022,9.762075472,81,220.78,48,10
7963,201705025,11.75353982,76,31.15,6,15
7964,201705026,10.58659574,23,62.02,11,15
7965,201705027,10.30135135,26,134.33,48,15
7966,201705028,14.78192308,36,11.97,5,15
7967,201705031,9.688,86,44.17,14,10
7968,201705033,11.59642857,104,328.02,71,15
7969,201705034,8.03392,93,68.32,17,10
7970,201705035,9.242261905,146,176.47,84,15
7971,201705037,8.596730769,121,122.71,45,15
7972,201705038,12.36363636,52,153.23,51,15
7973,201705039,10.90321101,128,485.8,113,15
7974,201705041,8.381212121,58,80.64,24,20
7975,201705042,7.792903226,135,239.4,121,20
7976,201705044,11.02526316,25,70.91,26,20
7977,201705046,13.76041667,156,123.62,43,20
7978,201705047,9.626226415,124,954.59,239,20
7979,201705048,12.26290323,46,229.18,92,20
7980,201705051,10.5115,12,124.04,67,20
7981,201705053,10.26010638,131,93.94,21,20
7982,201705055,9.54695122,206,1.54,1,20
7983,201705056,10.34462963,91,193.08,74,20
7984,201705057,10.09712195,180,23.45,8,20
7985,201705058,8.194893617,130,144.62,61,15
7986,201705059,9.70412844,94,179.13,51,20
7987,201705091,11.053125,37,15.68,9,20
7988,201705093,12.39973333,51,212.45,32,15
7989,201705094,11.30384615,84,96.88,33,10
7990,201705095,13.5,4,116.9,39,20
7991,201705097,8.996875,100,87.92,28,20
7992,201705099,12.32337349,168,19.95,6,20
7993,201705110,11.72,41,316.4,72,15
7994,201705113,8.790140845,158,111.3,43,20
7995,201705114,13.39545455,12,280.42,76,15
7996,201705117,7.096551724,20,25.27,11,10
7997,201705120,11.37722222,54,157.64,58,15
7998,201705121,7.623846154,88,119.56,40,15
7999,201705123,8.141884058,111,335.51,79,15
8000,201705124,11.23833333,27,69.16,15,15
8001,201705125,11.694,55,53.48,19,15
8002,201705126,11.9997619,30,266.42,44,10
8003,201705127,8.983870968,42,181.51,56,15
8004,201705128,9.6405,20,365.84,98,10
8005,201705129,10.56346154,89,9.45,1,10
8006,201705171,10.79880952,99,235.97,96,10
8007,201705175,11.49826087,25,291.48,59,10
8008,201705271,15.43666667,36,108.78,30,10
8009,201705277,13.49047619,33,350.91,98,10
8010,201705279,9.017241379,69,600.53,178,20
8011,201706012,9.074350649,29,192.78,102,20
8012,201706016,15.75118644,163,238.77,32,10
8013,201706017,11.46547826,155,59.71,12,20
8014,201706018,12.744,72,258.72,77,20
8015,201706019,10.51712121,147,120.54,96,20
8016,201706021,12.76457711,133,122.92,39,10
8017,201706022,13.11362745,120,124.74,44,10
8018,201706023,10.04659722,140,264.72,56,10
8019,201706024,9.108333333,185,101.64,34,10
8020,201706025,10.3072,176,236.67,37,10
8021,201706026,11.70649351,114,102.97,33,10
8022,201706027,9.790795455,207,109.69,28,10
8023,201706028,11.5442623,142,174.86,49,10
8024,201706029,9.373493976,155,220.15,32,10
8025,201706031,11.92543103,47,327.46,71,20
8026,201706032,11.79346154,8,216.23,114,20
8027,201706033,8.700612245,28,235.97,48,20
8028,201706034,10.29672986,247,117.32,67,20
8029,201706035,10.25263158,55,51.45,19,20
8030,201706036,10.84383562,111,379.47,64,20
8031,201706038,9.978225806,167,376.95,152,20
8032,201706039,8.173431734,281,16.1,10,20
8033,201706041,11.35952381,172,153.93,80,15
8034,201706042,12.63043478,23,103.88,37,15
8035,201706043,11.73823529,132,99.05,45,10
8036,201706048,12.98818182,63,134.47,35,20
8037,201706049,12.13410256,19,93.1,37,20
8038,201706052,10.68,33,152.25,59,20
8039,201706053,8.521886792,111,298.34,61,20
8040,201706054,11.02976,42,289.94,92,20
8041,201706055,9.822432432,100,187.39,59,20
8042,201706056,14.97966292,85,326.62,57,20
8043,201706057,11.85,110,186.34,51,20
8044,201706058,10.36766667,69,370.09,39,20
8045,201706059,10.56912752,152,135.24,40,20
8046,201706061,1,3,503.02,166,15
8047,201706062,12.44815951,95,377.02,124,10
8048,201706063,11.13166667,88,201.32,42,10
8049,201706064,11.11702128,132,297.57,91,10
8050,201706065,11.93548387,54,916.3,132,15
8051,201706066,10.92777778,11,148.54,33,15
8052,201706067,16.24883041,79,33.88,11,15
8053,201706068,10.40296296,29,457.59,84,15
8054,201706114,6.882735426,107,34.51,22,20
8055,201706116,12.36898148,127,132.44,20,20
8056,201706118,8.362393162,83,284.2,107,20
8057,201706141,9.856621622,100,134.54,48,10
8058,201706142,10.03181818,17,123.55,66,20
8059,201706147,11.08745098,15,35.42,24,20
8060,201706148,9.655797101,38,102.97,19,20
8061,201706149,12.2762,95,352.59,43,10
8062,201706151,10.32051282,59,402.2,59,20
8063,201706152,10.94877778,233,311.5,110,10
8064,201706153,11.41322581,233,180.04,67,20
8065,201706156,10.49797297,81,107.8,40,20
8066,201706157,10.91176471,7,58.24,17,20
8067,201706158,13.7147561,59,156.87,67,20
8068,201706159,9.327733333,175,39.41,15,20
8069,201706211,8.808571429,39,206.57,76,20
8070,201706213,12.77565789,181,89.39,22,20
8071,201706214,11.87122137,59,145.67,78,20
8072,201706215,12.38277027,117,106.68,40,20
8073,201706218,11.97717391,205,247.73,63,20
8074,201707012,7.192829457,268,1.33,1,10
8075,201707013,9.30739645,57,10.92,6,20
8076,201707016,11.16295238,128,227.54,98,10
8077,201707021,12.1796875,106,24.57,4,10
8078,201707022,13.12790541,65,121.8,30,15
8079,201707024,10.54466258,151,69.02,16,15
8080,201707025,10.74466667,230,65.73,16,10
8081,201707026,8.619642857,81,161.98,49,15
8082,201707027,11.26818182,79,184.24,38,15
8083,201707031,10.63006993,98,35.42,8,10
8084,201707032,12.97666667,24,25.69,5,10
8085,201707033,9.792247191,273,73.92,44,15
8086,201707034,9.52,34,433.23,111,20
8087,201707035,9.93446281,81,85.75,37,10
8088,201707036,10.4531,88,16.31,11,10
8089,201707037,9.864375,66,72.24,18,15
8090,201707039,9.804415584,104,127.68,31,20
8091,201707047,12.17539474,148,184.66,46,15
8092,201707048,12.91034483,8,2.38,1,20
8093,201707051,7.184468085,91,460.81,79,10
8094,201707052,10.96935484,105,24.43,7,10
8095,201707053,13.82948052,120,607.88,221,10
8096,201707054,10.04132231,103,315.7,136,10
8097,201707055,10.20513812,26,192.99,48,10
8098,201707056,8.997639752,262,200.69,58,10
8099,201707058,10.93487395,168,60.13,25,10
8100,201707059,14.04521739,48,49.91,14,10
8101,201707112,19,3,64.96,14,20
8102,201707113,12.68852459,49,7,5,20
8103,201707114,10.67477273,74,164.01,36,15
8104,201707115,12.55272727,89,46.13,10,10
8105,201707116,11.39074074,120,122.22,40,10
8106,201707118,12.35075758,37,37.45,11,10
8107,201707119,13.73689024,54,307.37,75,15
8108,201708011,10.71018519,144,27.58,6,15
8109,201708012,10.69890909,131,431.55,87,20
8110,201708013,11.30463768,162,31.36,11,20
8111,201708014,10.53387097,33,4.27,2,20
8112,201708015,14.60032258,140,48.65,9,20
8113,201708017,13.15090909,30,247.38,57,20
8114,201708018,10.58030928,132,3.64,1,20
8115,201708019,9.884210526,200,141.68,53,20
8116,201708021,7.820689655,15,134.19,76,20
8117,201708022,11.70639535,42,11.48,7,20
8118,201708023,10.82553191,120,177.73,76,10
8119,201708025,8.299724771,132,266.21,67,20
8120,201708026,11.67229508,63,8.12,2,20
8121,201708028,13.7275,37,270.55,95,10
8122,201708031,9.433333333,173,420.14,50,10
8123,201708033,12.24732143,202,117.88,37,20
8124,201708035,10.91236364,161,40.74,27,20
8125,201708036,10.81849057,180,136.64,54,20
8126,201708037,8.328258706,97,1.33,1,20
8127,201708039,11.0186,58,34.3,9,20
8128,201708051,10.32348485,67,121.03,32,20
8129,201708052,9.1,175,124.74,44,20
8130,201708053,14.62,5,81.27,13,20
8131,201708054,11.040625,90,8.19,2,20
8132,201708055,10.99060729,152,142.24,43,20
8133,201708056,11.23333333,91,428.12,92,20
8134,201708057,11.2702454,63,25.76,7,20
8135,201708058,9.427073171,81,52.22,18,15
8136,201708059,10.11875,77,195.46,52,15
8137,201708061,11.07068966,110,694.03,133,20
8138,201708062,12.41133333,57,332.22,176,20
8139,201708065,12.69732143,44,158.13,35,20
8140,201708066,11.55954198,110,142.87,24,10
8141,201708067,8.267757009,143,148.2,41,20
8142,201708068,13.17241379,9,226.73,116,20
8143,201708069,12.10338843,139,9.24,2,20
8144,201708072,9.686079545,129,267.26,52,20
8145,201708073,9.757843137,141,220.36,55,15
8146,201708074,9.568181818,109,44.03,21,20
8147,201708075,9.614761905,191,141.4,46,20
8148,201708076,10.16911765,139,148.96,65,20
8149,201708078,12.63877551,141,179.62,52,20
8150,201708079,11.44555556,43,78.19,58,20
8151,201708081,11.05777778,35,223.09,44,20
8152,201708082,12.15181818,52,120.05,28,20
8153,201708083,14.43580838,132,78.47,12,20
8154,201708084,10.52217949,143,121.73,58,20
8155,201708085,13.62031646,82,42.42,9,20
8156,201708086,9.079295775,86,126.42,45,20
8157,201708087,11.69512821,26,27.58,8,20
8158,201708088,11.26794872,77,59.5,9,20
8159,201708089,15.3696,78,35.98,10,20
8160,201708110,12.40536232,105,633.64,63,20
8161,201708111,10.03166667,80,78.96,28,20
8162,201708112,10.59085714,21,88.27,21,20
8163,201708113,8.491584158,154,14.07,9,20
8164,201708114,9.710888889,110,392.35,97,20
8165,201708115,12.54317073,237,358.33,130,10
8166,201708117,9.988679245,97,519.4,105,15
8167,201708118,7.833333333,20,3.29,1,20
8168,201708119,11.42931034,71,127.82,43,20
8169,201708120,11.0293007,30,67.41,20,20
8170,201708123,11.02838983,55,101.01,38,20
8171,201708124,13.00126761,47,130.76,23,20
8172,201708127,11.75394231,92,153.3,48,20
8173,201708128,11.23471074,40,227.29,104,20
8174,201708130,11.4941791,22,409.29,79,20
8175,201708131,12.0808642,100,24.15,7,20
8176,201708132,12.57837838,85,191.24,43,10
8177,201708133,10.05986014,190,399.63,76,20
8178,201708136,9.077788945,248,85.68,25,20
8179,201708137,10.65550562,118,64.68,14,20
8180,201708139,11.41828947,111,102.69,26,20
8181,201708151,13.41463415,45,136.92,44,20
8182,201708152,14.25617801,68,137.9,34,15
8183,201708154,10.71785714,118,969.92,233,20
8184,201708155,11.14095588,114,89.67,25,20
8185,201708156,8.485436893,238,102.09,25,20
8186,201709022,10.4027439,175,82.62,43,20
8187,201709027,10.63968254,43,62.26,30,20
8188,201709042,9.069333333,158,112.42,85,10
8189,201709046,10.69014085,120,47.82,31,15
8190,201709048,11.0478022,25,124.68,86,15
8191,201709082,9.9334,93,3.29,1,10
8192,201709086,12.43347826,8,247.8,81,10
