姓名,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
Bob Sura,04--05,HOU,61.0,59.0,31.5,0.4270000000000001,3.5,8.3,0.355,0.9,2.5,0.75,2.3,3.1,5.5,1.3,4.2,5.2,1.1,0.1,2.4,2.8,10.3,42.0,19.0
Bob Sura,03--04,TOT,80.0,18.0,20.8,0.416,2.5,6.1,0.266,0.3,1.0,0.757,2.1,2.8,4.1,1.3,2.8,2.9,0.8,0.2,1.3,2.0,7.5,42.0,38.0
Bob Sura,03--04,ATL,27.0,18.0,35.4,0.42,4.9,11.6,0.279,0.4,1.6,0.7829999999999999,4.6,5.8,8.3,2.6,5.7,5.3,0.9,0.2,2.4,2.7,14.7,10.0,17.0
Bob Sura,03--04,DET,53.0,0.0,13.3,0.41,1.3,3.3,0.25,0.2,0.7,0.696,0.9,1.3,1.9,0.6,1.4,1.7,0.7,0.2,0.7,1.6,3.8,32.0,21.0
Bob Sura,02--03,GSW,55.0,0.0,20.5,0.412,2.5,6.0,0.329,0.5,1.5,0.696,1.9,2.7,3.0,1.1,2.0,3.2,0.8,0.0,1.5,2.0,7.3,29.0,26.0
Bob Sura,01--02,GSW,78.0,5.0,22.8,0.424,3.2,7.6,0.316,0.5,1.7,0.72,3.0,4.2,3.3,1.1,2.1,3.5,1.1,0.2,1.7,2.1,10.0,20.0,58.0
Bob Sura,00--01,GSW,53.0,42.0,31.8,0.39,3.8,9.8,0.273,0.9,3.2,0.7140000000000001,2.5,3.6,4.3,1.0,3.3,4.6,1.0,0.2,3.0,2.4,11.1,14.0,39.0
Bob Sura,99--00,CLE,73.0,45.0,30.4,0.4370000000000001,4.9,11.2,0.3670000000000001,1.7,4.5,0.6970000000000001,2.4,3.4,3.9,0.7,3.3,3.9,1.2,0.3,2.0,2.8,13.8,30.0,43.0
Bob Sura,98--99,CLE,50.0,6.0,16.8,0.333,1.4,4.2,0.2,0.2,0.9,0.631,1.3,2.1,2.0,0.4,1.6,3.0,0.9,0.3,1.3,2.0,4.3,22.0,28.0
Bob Sura,97--98,CLE,46.0,4.0,20.5,0.377,1.9,5.0,0.317,0.4,1.3,0.565,1.6,2.8,2.0,0.5,1.5,3.7,1.0,0.2,2.0,2.5,5.8,25.0,21.0
Bob Sura,96--97,CLE,82.0,23.0,27.7,0.431,3.1,7.2,0.32299999999999995,0.6,2.0,0.614,2.4,3.9,3.8,0.9,2.8,4.8,1.1,0.4,2.2,2.7,9.2,42.0,40.0
Bob Sura,95--96,CLE,79.0,3.0,14.6,0.411,1.9,4.6,0.34600000000000003,0.3,1.0,0.7020000000000001,1.3,1.8,1.7,0.4,1.3,2.9,0.7,0.3,1.5,1.6,5.3,45.0,34.0
Jon Sundvold,91--92,MIA,3.0,0.0,2.7,0.333,0.3,1.0,1.0,0.3,0.3,,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.7,1.0,1.0,2.0
Jon Sundvold,90--91,MIA,24.0,0.0,9.4,0.402,1.8,4.5,0.429,0.6,1.5,1.0,0.5,0.5,0.4,0.1,0.3,1.0,0.3,0.0,0.7,0.5,4.7,3.0,21.0
Jon Sundvold,89--90,MIA,63.0,2.0,13.8,0.408,2.3,5.8,0.44,0.7,1.6,0.846,0.7,0.8,1.1,0.2,0.9,1.6,0.4,0.0,0.8,1.1,6.1,9.0,54.0
Jon Sundvold,88--89,MIA,68.0,8.0,19.7,0.455,4.5,9.9,0.522,0.7,1.4,0.825,0.7,0.8,1.3,0.3,1.0,2.0,0.4,0.0,1.3,1.1,10.4,13.0,55.0
Jon Sundvold,87--88,SAS,52.0,12.0,19.7,0.464,3.4,7.3,0.406,0.5,1.2,0.8959999999999999,0.8,0.9,0.9,0.3,0.7,3.5,0.5,0.0,1.1,1.0,8.1,18.0,34.0
Jon Sundvold,86--87,SAS,76.0,42.0,23.2,0.486,4.8,9.9,0.336,0.7,2.0,0.833,0.9,1.1,1.3,0.3,1.0,4.1,0.5,0.0,1.3,1.4,11.2,26.0,50.0
Jon Sundvold,85--86,SAS,70.0,4.0,16.4,0.462,3.1,6.8,0.35,0.3,0.9,0.813,0.6,0.7,1.1,0.3,0.8,3.7,0.5,0.0,1.2,1.6,7.1,28.0,42.0
Jon Sundvold,84--85,SEA,73.0,1.0,15.8,0.425,2.3,5.5,0.316,0.2,0.5,0.8140000000000001,0.7,0.8,1.0,0.2,0.7,2.8,0.5,0.0,1.2,1.2,5.5,,
Jon Sundvold,83--84,SEA,73.0,2.0,17.6,0.445,3.0,6.7,0.243,0.1,0.5,0.889,0.9,1.0,1.2,0.3,0.9,3.3,0.4,0.0,1.1,1.1,6.9,,
Bruno Sundov,04--05,NYK,21.0,0.0,3.5,0.297,0.5,1.8,0.333,0.0,0.1,1.0,0.1,0.1,0.6,0.3,0.3,0.1,0.1,0.1,0.3,0.8,1.2,8.0,13.0
Bruno Sundov,03--04,TOT,5.0,0.0,6.6,0.4,0.8,2.0,,0.0,0.0,0.5,0.6,1.2,2.0,0.4,1.6,0.2,0.0,0.0,0.6,1.8,2.2,1.0,4.0
Bruno Sundov,03--04,NYK,1.0,0.0,4.0,1.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
Bruno Sundov,03--04,CLE,4.0,0.0,7.3,0.333,0.8,2.3,,0.0,0.0,0.5,0.8,1.5,2.5,0.5,2.0,0.0,0.0,0.0,0.8,1.8,2.3,0.0,4.0
Bruno Sundov,02--03,BOS,26.0,0.0,5.3,0.25,0.5,2.2,0.25,0.2,0.6,0.0,0.0,0.1,1.1,0.3,0.8,0.3,0.2,0.1,0.3,0.9,1.2,16.0,10.0
Bruno Sundov,01--02,IND,22.0,0.0,4.0,0.4,0.7,1.8,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.3,0.6,0.1,0.1,0.1,0.2,0.7,1.5,11.0,11.0
Bruno Sundov,00--01,IND,11.0,4.0,10.9,0.488,1.8,3.7,0.0,0.0,0.4,0.6,0.3,0.5,2.1,0.4,1.7,0.2,0.2,0.4,0.3,1.9,3.9,2.0,9.0
Bruno Sundov,99--00,DAL,14.0,0.0,4.4,0.387,0.9,2.2,,0.0,0.0,1.0,0.1,0.1,0.9,0.4,0.5,0.1,0.1,0.1,0.3,1.1,1.9,7.0,7.0
Bruno Sundov,98--99,DAL,3.0,0.0,3.7,0.28600000000000003,0.7,2.3,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,1.3,1.3,1.0,2.0
Don Sunderlage,54--55,MNL,45.0,,9.0,0.248,0.7,3.0,,,,0.6579999999999999,1.1,1.6,1.2,,,0.8,,,,1.3,2.5,,
Don Sunderlage,53--54,MLH,68.0,,32.8,0.34,3.7,11.0,,,,0.748,3.7,5.0,3.3,,,2.8,,,,3.9,11.2,,
Barry Sumpter,88--89,LAC,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DaJuan Summers,12--13,LAC,2.0,0.0,3.5,0.25,0.5,2.0,,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0
DaJuan Summers,12--13,CHA,2.0,0.0,4.5,0.25,0.5,2.0,0.0,0.0,1.0,0.5,0.5,1.0,1.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.5,1.0,1.0
DaJuan Summers,11--12,NOH,15.0,6.0,13.9,0.431,1.9,4.3,0.313,0.3,1.1,0.778,0.5,0.6,1.5,0.5,1.0,0.7,0.5,0.0,0.5,2.1,4.5,2.0,13.0
DaJuan Summers,10--11,DET,22.0,1.0,9.0,0.406,1.3,3.1,0.429,0.4,1.0,0.45,0.4,0.9,0.5,0.1,0.5,0.1,0.1,0.0,0.6,1.0,3.4,5.0,17.0
DaJuan Summers,09--10,DET,44.0,0.0,9.2,0.354,1.0,3.0,0.35700000000000004,0.3,1.0,0.711,0.6,0.9,1.0,0.3,0.7,0.4,0.2,0.2,0.4,1.2,3.0,13.0,31.0
Gary Suiter,70--71,CLE,30.0,,4.7,0.35200000000000004,0.6,1.8,,,,0.444,0.1,0.3,1.4,,,0.1,,,,0.7,1.4,,
Stan Stutz,48--49,BLB,59.0,,,0.281,2.1,7.3,,,,0.8240000000000001,2.2,2.7,,,,1.4,,,,2.5,6.3,,
Stan Stutz,47--48,NYK,47.0,,,0.218,2.3,10.7,,,,0.8370000000000001,2.4,2.9,,,,1.2,,,,2.6,7.0,,
Stan Stutz,46--47,NYK,60.0,,,0.268,2.9,10.7,,,,0.782,2.2,2.8,,,,0.8,,,,2.1,8.0,,
Gene Stump,49--50,TOT,49.0,,,0.29600000000000004,1.3,4.3,,,,0.685,0.8,1.1,,,,0.9,,,,1.2,3.3,,
Gene Stump,49--50,WAT,26.0,,,0.305,1.4,4.5,,,,0.75,1.2,1.5,,,,0.8,,,,1.0,3.9,,
Gene Stump,49--50,MNL,23.0,,,0.284,1.2,4.1,,,,0.5,0.3,0.6,,,,1.0,,,,1.4,2.7,,
Gene Stump,48--49,BOS,56.0,,,0.333,3.4,10.4,,,,0.713,1.6,2.3,,,,1.0,,,,1.8,8.5,,
Gene Stump,47--48,BOS,43.0,,,0.239,1.4,5.7,,,,0.632,0.6,0.9,,,,0.4,,,,1.5,3.3,,
Rodney Stuckey,16--17,IND,39.0,0.0,17.7,0.373,2.3,6.3,0.317,0.5,1.5,0.748,2.1,2.7,2.2,0.2,2.0,2.2,0.4,0.0,1.4,1.1,7.2,17.0,22.0
Rodney Stuckey,15--16,IND,58.0,1.0,22.0,0.413,3.2,7.6,0.241,0.3,1.4,0.8290000000000001,2.3,2.7,2.7,0.3,2.4,2.4,0.7,0.1,1.3,1.3,8.9,33.0,25.0
Rodney Stuckey,14--15,IND,71.0,36.0,26.5,0.44,4.7,10.6,0.39,0.8,2.0,0.8190000000000001,2.5,3.0,3.5,0.5,3.0,3.1,0.8,0.1,1.7,1.8,12.6,34.0,37.0
Rodney Stuckey,13--14,DET,73.0,5.0,26.7,0.436,5.1,11.7,0.273,0.3,1.2,0.836,3.3,4.0,2.3,0.5,1.8,2.1,0.7,0.1,1.7,1.8,13.9,27.0,46.0
Rodney Stuckey,12--13,DET,76.0,24.0,28.5,0.406,4.0,9.8,0.302,0.7,2.4,0.7829999999999999,2.8,3.6,2.8,0.6,2.2,3.6,0.7,0.2,1.8,1.7,11.5,24.0,52.0
Rodney Stuckey,11--12,DET,55.0,48.0,29.9,0.429,4.7,10.9,0.317,0.6,1.9,0.8340000000000001,4.9,5.8,2.6,0.7,1.9,3.8,0.8,0.2,1.9,2.3,14.8,23.0,32.0
Rodney Stuckey,10--11,DET,70.0,54.0,31.2,0.439,5.2,11.8,0.289,0.4,1.3,0.866,4.7,5.4,3.1,1.0,2.1,5.2,1.1,0.1,2.2,2.5,15.5,25.0,45.0
Rodney Stuckey,09--10,DET,73.0,67.0,34.2,0.405,6.2,15.2,0.228,0.2,1.1,0.833,4.1,4.9,3.8,0.9,2.9,4.8,1.4,0.2,2.2,2.8,16.6,23.0,50.0
Rodney Stuckey,08--09,DET,79.0,65.0,31.9,0.439,5.1,11.6,0.295,0.3,1.0,0.8029999999999999,2.9,3.7,3.5,0.9,2.6,4.9,1.0,0.1,2.2,2.7,13.4,36.0,43.0
Rodney Stuckey,07--08,DET,57.0,2.0,19.0,0.401,2.7,6.7,0.188,0.1,0.3,0.8140000000000001,2.2,2.7,2.3,0.6,1.7,2.8,0.9,0.1,1.4,2.0,7.6,41.0,16.0
Red Stroud,67--68,NOB,7.0,,4.7,0.455,0.7,1.6,1.0,0.1,0.1,0.9,1.3,1.4,0.3,,,0.1,,,1.3,1.0,2.9,,
John Stroud,80--81,HOU,9.0,,9.8,0.324,1.2,3.8,,0.0,0.0,0.75,0.3,0.4,1.4,0.8,0.7,1.0,0.1,0.0,0.4,0.8,2.8,,
Lamont Strothers,92--93,DAL,9.0,0.0,15.3,0.328,2.2,6.8,0.154,0.2,1.4,0.8,0.9,1.1,1.6,0.9,0.7,1.4,0.9,0.0,1.7,1.4,5.6,1.0,8.0
Lamont Strothers,91--92,POR,4.0,0.0,4.3,0.333,1.0,3.0,0.0,0.0,0.5,0.5,0.5,1.0,0.3,0.3,0.0,0.3,0.3,0.3,0.5,0.5,2.5,4.0,0.0
Derek Strong,00--01,LAC,28.0,8.0,17.5,0.385,1.6,4.2,0.0,0.0,0.0,0.757,1.0,1.3,3.9,1.2,2.6,0.3,0.5,0.0,0.8,1.1,4.2,11.0,17.0
Derek Strong,99--00,ORL,20.0,0.0,7.4,0.438,1.1,2.4,0.25,0.1,0.2,0.7859999999999999,0.6,0.7,2.2,0.6,1.7,0.2,0.3,0.1,0.6,0.8,2.7,10.0,10.0
Derek Strong,98--99,ORL,44.0,0.0,15.8,0.422,1.7,4.1,0.0,0.0,0.0,0.7170000000000001,1.6,2.3,3.7,1.5,2.2,0.4,0.3,0.2,0.8,1.5,5.1,28.0,16.0
Derek Strong,97--98,ORL,58.0,8.0,28.2,0.42,4.5,10.6,0.0,0.0,0.1,0.7809999999999999,3.8,4.8,7.4,2.6,4.7,0.9,0.5,0.4,1.3,2.1,12.7,33.0,25.0
Derek Strong,96--97,ORL,82.0,21.0,24.4,0.447,3.2,7.1,0.0,0.0,0.2,0.8029999999999999,2.1,2.7,6.3,2.1,4.2,0.9,0.6,0.2,1.2,2.4,8.5,45.0,37.0
Derek Strong,95--96,LAL,63.0,0.0,11.8,0.426,1.1,2.7,0.111,0.0,0.1,0.812,1.1,1.3,2.8,1.0,1.9,0.5,0.3,0.2,0.3,1.3,3.4,43.0,20.0
Derek Strong,94--95,BOS,70.0,24.0,19.2,0.453,2.1,4.7,0.28600000000000003,0.0,0.1,0.82,2.0,2.5,5.4,1.9,3.4,0.6,0.3,0.2,1.1,2.0,6.3,29.0,41.0
Derek Strong,93--94,MIL,67.0,11.0,16.9,0.413,2.1,5.1,0.231,0.0,0.2,0.772,2.4,3.1,4.2,1.6,2.6,0.7,0.6,0.2,0.9,1.0,6.6,15.0,52.0
Derek Strong,92--93,MIL,23.0,0.0,14.7,0.457,1.8,4.0,0.5,0.2,0.3,0.8,3.0,3.7,5.0,1.7,3.3,0.6,0.5,0.0,0.6,0.9,6.8,7.0,16.0
Derek Strong,91--92,WSB,1.0,0.0,12.0,0.0,0.0,4.0,,0.0,0.0,0.75,3.0,4.0,5.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0
John Stroeder,88--89,TOT,5.0,0.0,4.4,0.4,0.4,1.0,,0.0,0.0,,0.0,0.0,2.8,1.0,1.8,0.6,0.0,0.4,0.6,0.6,0.8,4.0,1.0
John Stroeder,88--89,GSW,4.0,0.0,5.0,0.4,0.5,1.3,,0.0,0.0,,0.0,0.0,3.5,1.3,2.3,0.8,0.0,0.5,0.5,0.3,1.0,4.0,0.0
John Stroeder,88--89,SAS,1.0,0.0,2.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
John Stroeder,87--88,MIL,41.0,0.0,6.6,0.3670000000000001,0.7,1.9,0.0,0.0,0.0,0.667,0.5,0.7,1.7,0.6,1.1,0.5,0.1,0.3,0.6,1.2,1.9,22.0,19.0
Roger Strickland,63--64,BAL,1.0,,4.0,0.333,1.0,3.0,,,,,0.0,0.0,0.0,,,0.0,,,,1.0,2.0,,
Rod Strickland,04--05,HOU,16.0,2.0,12.3,0.209,0.6,2.7,0.5,0.1,0.1,0.9,0.6,0.6,1.7,0.2,1.5,2.4,0.2,0.1,1.0,0.9,1.8,12.0,4.0
Rod Strickland,03--04,TOT,61.0,10.0,19.6,0.425,2.5,5.8,0.278,0.2,0.6,0.735,1.2,1.6,2.5,0.6,2.0,4.0,0.6,0.2,1.4,1.2,6.3,19.0,42.0
Rod Strickland,03--04,TOR,15.0,1.0,18.8,0.333,1.9,5.6,0.0,0.0,0.2,0.682,1.0,1.5,2.5,0.7,1.8,3.9,0.5,0.3,1.2,1.1,4.7,4.0,11.0
Rod Strickland,03--04,ORL,46.0,9.0,19.9,0.454,2.7,5.8,0.303,0.2,0.7,0.75,1.2,1.7,2.6,0.5,2.0,4.0,0.6,0.2,1.5,1.3,6.8,15.0,31.0
Rod Strickland,02--03,MIN,47.0,8.0,20.3,0.4320000000000001,2.6,5.9,0.091,0.0,0.2,0.738,1.7,2.3,2.0,0.4,1.6,4.6,1.0,0.1,1.6,1.2,6.8,30.0,17.0
Rod Strickland,01--02,MIA,76.0,64.0,30.2,0.443,4.2,9.4,0.308,0.1,0.3,0.7659999999999999,2.0,2.6,3.1,0.6,2.4,6.1,1.1,0.1,2.1,1.5,10.4,35.0,41.0
Rod Strickland,00--01,TOT,54.0,28.0,25.4,0.424,3.4,7.9,0.235,0.1,0.3,0.7509999999999999,2.4,3.2,2.6,0.7,1.9,5.6,1.0,0.1,2.0,1.4,9.2,16.0,38.0
Rod Strickland,00--01,POR,21.0,0.0,16.7,0.418,2.0,4.7,0.0,0.0,0.0,0.5770000000000001,0.7,1.2,1.7,0.5,1.1,3.4,0.5,0.0,1.1,1.0,4.6,8.0,13.0
Rod Strickland,00--01,WAS,33.0,28.0,30.9,0.426,4.3,10.0,0.25,0.1,0.5,0.782,3.5,4.5,3.2,0.8,2.4,7.0,1.3,0.1,2.5,1.7,12.2,8.0,25.0
Rod Strickland,99--00,WAS,69.0,67.0,31.7,0.429,4.7,11.0,0.048,0.0,0.3,0.7020000000000001,3.1,4.4,3.8,1.1,2.7,7.5,1.4,0.3,2.7,2.1,12.6,23.0,46.0
Rod Strickland,98--99,WAS,44.0,43.0,37.1,0.416,5.7,13.7,0.28600000000000003,0.3,1.0,0.746,4.0,5.4,4.8,1.3,3.5,9.9,1.7,0.1,3.2,2.1,15.7,16.0,28.0
Rod Strickland,97--98,WAS,76.0,76.0,39.7,0.434,6.4,14.9,0.25,0.2,0.6,0.726,4.7,6.5,5.3,1.5,3.9,10.5,1.7,0.3,3.5,2.4,17.8,38.0,38.0
Rod Strickland,96--97,WSB,82.0,81.0,36.5,0.466,6.3,13.5,0.16899999999999998,0.2,0.9,0.738,4.5,6.1,4.1,1.2,2.9,8.9,1.7,0.2,3.3,2.0,17.2,44.0,38.0
Rod Strickland,95--96,POR,67.0,63.0,37.7,0.46,7.0,15.3,0.342,0.6,1.7,0.652,4.1,6.3,4.4,1.3,3.1,9.6,1.4,0.2,3.8,2.0,18.7,37.0,30.0
Rod Strickland,94--95,POR,64.0,61.0,35.4,0.466,6.9,14.8,0.374,0.7,1.9,0.745,4.4,5.9,5.0,1.1,3.8,8.8,1.9,0.1,3.3,1.8,18.9,35.0,29.0
Rod Strickland,93--94,POR,82.0,58.0,35.2,0.483,6.4,13.3,0.2,0.0,0.1,0.7490000000000001,4.3,5.7,4.5,1.5,3.0,9.0,1.8,0.3,3.1,2.1,17.2,47.0,35.0
Rod Strickland,92--93,POR,78.0,35.0,31.7,0.485,5.1,10.5,0.133,0.1,0.4,0.7170000000000001,3.5,4.9,4.3,1.5,2.8,7.2,1.7,0.3,2.6,2.0,13.7,49.0,29.0
Rod Strickland,91--92,SAS,57.0,54.0,36.0,0.455,5.3,11.6,0.333,0.1,0.3,0.687,3.2,4.6,4.6,1.6,3.0,8.6,2.1,0.3,2.8,2.1,13.8,34.0,23.0
Rod Strickland,90--91,SAS,58.0,56.0,35.8,0.482,5.4,11.2,0.333,0.2,0.6,0.763,2.8,3.6,3.8,1.0,2.8,8.0,2.0,0.2,2.7,2.2,13.8,43.0,15.0
Rod Strickland,89--90,TOT,82.0,24.0,26.1,0.454,4.2,9.2,0.267,0.1,0.4,0.626,2.1,3.4,3.2,1.1,2.1,5.7,1.5,0.2,2.1,2.0,10.6,56.0,26.0
Rod Strickland,89--90,SAS,31.0,24.0,36.2,0.468,5.6,11.9,0.222,0.1,0.3,0.615,2.9,4.8,4.3,1.5,2.8,8.0,1.8,0.2,2.7,2.9,14.2,22.0,9.0
Rod Strickland,89--90,NYK,51.0,0.0,20.0,0.44,3.3,7.6,0.28600000000000003,0.1,0.4,0.638,1.6,2.5,2.5,0.8,1.6,4.3,1.4,0.2,1.7,1.4,8.4,34.0,17.0
Rod Strickland,88--89,NYK,81.0,10.0,16.8,0.467,3.3,7.0,0.322,0.2,0.7,0.745,2.1,2.9,2.0,0.6,1.3,3.9,1.2,0.0,1.8,1.8,8.9,51.0,30.0
Mark Strickland,02--03,DAL,4.0,0.0,3.3,0.4,0.5,1.3,,0.0,0.0,,0.0,0.0,1.8,1.3,0.5,0.0,0.0,0.0,0.3,0.3,1.0,3.0,1.0
Mark Strickland,01--02,ATL,46.0,10.0,14.2,0.446,2.0,4.4,0.25,0.0,0.1,0.568,0.5,1.0,2.8,0.9,2.0,0.4,0.4,0.4,0.6,1.0,4.5,16.0,30.0
Mark Strickland,00--01,TOT,55.0,2.0,13.1,0.431,1.9,4.3,0.5,0.0,0.0,0.643,0.8,1.3,2.9,1.0,1.9,0.4,0.3,0.4,0.6,1.3,4.6,21.0,34.0
Mark Strickland,00--01,NJN,9.0,0.0,22.4,0.389,2.3,6.0,1.0,0.1,0.1,0.727,0.9,1.2,4.6,1.2,3.3,0.8,0.4,0.3,1.1,1.6,5.7,2.0,7.0
Mark Strickland,00--01,DEN,46.0,2.0,11.2,0.443,1.8,4.0,0.0,0.0,0.0,0.627,0.8,1.3,2.6,0.9,1.7,0.4,0.3,0.4,0.5,1.3,4.4,19.0,27.0
Mark Strickland,99--00,MIA,58.0,5.0,11.4,0.545,2.1,3.9,,0.0,0.0,0.7140000000000001,0.7,1.0,2.4,0.8,1.7,0.4,0.3,0.3,0.4,1.2,4.9,36.0,22.0
Mark Strickland,98--99,MIA,32.0,1.0,11.2,0.495,1.6,3.2,0.0,0.0,0.0,0.731,0.6,0.8,2.4,0.8,1.6,0.3,0.2,0.3,0.4,0.9,3.7,22.0,10.0
Mark Strickland,97--98,MIA,51.0,8.0,16.6,0.539,2.8,5.3,0.0,0.0,0.0,0.72,1.2,1.6,4.2,1.6,2.6,0.5,0.4,0.7,0.9,1.7,6.8,34.0,17.0
Mark Strickland,96--97,MIA,31.0,0.0,4.9,0.417,0.8,1.9,0.0,0.0,0.0,0.5710000000000001,0.4,0.7,1.2,0.5,0.7,0.0,0.1,0.3,0.5,0.5,2.0,28.0,3.0
Mark Strickland,94--95,IND,4.0,0.0,2.3,0.333,0.3,0.8,,0.0,0.0,0.5,0.3,0.5,1.0,0.5,0.5,0.0,0.0,0.3,0.3,0.0,0.8,3.0,1.0
Erick Strickland,04--05,MIL,62.0,5.0,16.4,0.375,1.8,4.9,0.253,0.3,1.3,0.813,0.8,1.0,1.7,0.2,1.5,1.9,0.5,0.0,1.0,1.7,4.9,20.0,42.0
Erick Strickland,03--04,MIL,43.0,0.0,13.3,0.403,1.8,4.6,0.439,0.7,1.5,0.863,1.0,1.2,1.7,0.3,1.3,2.1,0.6,0.0,1.3,1.5,5.4,21.0,22.0
Erick Strickland,02--03,IND,71.0,10.0,18.0,0.429,2.3,5.4,0.388,0.9,2.3,0.805,1.0,1.2,2.0,0.3,1.7,2.9,0.5,0.1,1.4,1.6,6.5,40.0,31.0
Erick Strickland,01--02,BOS,79.0,4.0,20.8,0.389,2.4,6.2,0.385,1.2,3.1,0.845,1.7,2.0,2.7,0.3,2.4,2.3,0.7,0.0,1.2,1.8,7.7,47.0,32.0
Erick Strickland,00--01,TOT,50.0,0.0,16.6,0.303,1.6,5.3,0.316,0.6,1.9,0.861,1.4,1.6,2.6,0.4,2.2,1.9,0.9,0.0,1.0,1.8,5.2,21.0,29.0
Erick Strickland,00--01,VAN,22.0,0.0,18.6,0.301,1.9,6.2,0.292,0.6,2.2,0.863,2.0,2.3,3.5,0.4,3.0,3.0,1.0,0.0,1.2,1.9,6.4,7.0,15.0
Erick Strickland,00--01,NYK,28.0,0.0,15.0,0.305,1.4,4.7,0.34,0.6,1.7,0.857,0.9,1.0,1.9,0.3,1.5,1.0,0.8,0.0,0.8,1.6,4.3,14.0,14.0
Erick Strickland,99--00,DAL,68.0,67.0,29.8,0.433,4.6,10.7,0.392,1.1,2.7,0.831,2.4,2.9,4.8,1.0,3.7,3.1,1.5,0.2,1.5,2.8,12.8,36.0,32.0
Erick Strickland,98--99,DAL,33.0,2.0,17.2,0.403,2.7,6.7,0.305,0.5,1.8,0.815,1.6,2.0,2.5,0.4,2.2,1.9,1.2,0.1,1.1,1.3,7.5,10.0,23.0
Erick Strickland,97--98,DAL,67.0,19.0,22.5,0.35700000000000004,3.0,8.3,0.294,0.7,2.4,0.774,1.0,1.3,2.4,0.5,1.9,2.5,0.8,0.1,1.6,2.1,7.6,17.0,50.0
Erick Strickland,96--97,DAL,28.0,15.0,27.1,0.398,3.6,9.1,0.304,1.0,3.3,0.813,2.3,2.9,3.2,0.8,2.5,2.4,1.0,0.2,2.4,2.7,10.6,8.0,20.0
Bill Stricker,70--71,POR,1.0,,2.0,0.667,2.0,3.0,,,,,0.0,0.0,0.0,,,0.0,,,,1.0,4.0,,
Joe Strawder,67--68,DET,73.0,,27.8,0.452,2.8,6.2,,,,0.647,1.9,2.9,9.4,,,1.2,,,,4.3,7.5,,
Joe Strawder,66--67,DET,79.0,,27.3,0.426,3.6,8.4,,,,0.718,2.4,3.3,10.0,,,1.0,,,,4.4,9.5,,
Joe Strawder,65--66,DET,79.0,,27.6,0.408,3.2,7.8,,,,0.688,2.2,3.2,10.4,,,1.0,,,,3.9,8.6,,
 Strawberry,07--08,PHO,33.0,0.0,8.2,0.315,0.9,2.8,0.24,0.2,0.8,0.474,0.3,0.6,0.8,0.3,0.6,0.9,0.4,0.2,0.3,1.1,2.2,23.0,10.0
Paul Stovall,73--74,SDA,13.0,,14.9,0.493,2.8,5.6,,0.0,0.0,0.636,2.2,3.4,4.5,1.6,2.8,0.9,0.3,0.5,1.6,2.5,7.7,,
Paul Stovall,72--73,PHO,25.0,,8.4,0.342,1.0,3.0,,,,0.632,1.0,1.5,2.4,,,0.5,,,,1.5,3.0,,
Amare Stoudemire,15--16,MIA,52.0,36.0,14.7,0.5660000000000001,2.4,4.3,,0.0,0.0,0.746,1.0,1.3,4.3,1.3,3.0,0.5,0.3,0.8,0.9,1.8,5.8,30.0,22.0
Amare Stoudemire,14--15,TOT,59.0,15.0,21.1,0.557,4.6,8.3,0.0,0.0,0.1,0.72,2.3,3.2,5.6,1.9,3.7,0.8,0.5,0.6,1.3,2.7,11.5,19.0,40.0
Amare Stoudemire,14--15,DAL,23.0,1.0,16.6,0.581,4.5,7.8,0.0,0.0,0.0,0.6779999999999999,1.7,2.6,3.7,1.2,2.5,0.3,0.4,0.2,0.7,2.2,10.8,12.0,11.0
Amare Stoudemire,14--15,NYK,36.0,14.0,24.0,0.5429999999999999,4.7,8.6,0.0,0.0,0.1,0.74,2.6,3.5,6.8,2.3,4.5,1.0,0.6,0.9,1.8,3.1,12.0,7.0,29.0
Amare Stoudemire,13--14,NYK,65.0,21.0,22.6,0.557,4.8,8.6,,0.0,0.0,0.7390000000000001,2.3,3.1,4.9,1.7,3.2,0.5,0.4,0.6,1.4,2.4,11.9,26.0,39.0
Amare Stoudemire,12--13,NYK,29.0,0.0,23.6,0.5770000000000001,5.3,9.2,,0.0,0.0,0.8079999999999999,3.6,4.5,5.0,2.1,2.9,0.4,0.3,0.7,1.7,3.1,14.2,16.0,13.0
