姓名,赛季,球队,出场,首发,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分,胜,负
Dave Corzine,85--86,CHI,67.0,4.0,25.5,0.491,3.8,7.7,0.25,0.0,0.2,0.743,1.9,2.6,6.5,2.0,4.5,2.2,0.4,0.8,1.6,2.0,9.6,25.0,42.0
Dave Corzine,84--85,CHI,82.0,50.0,25.1,0.486,3.4,6.9,0.0,0.0,0.0,0.745,1.8,2.4,5.1,1.6,3.6,1.7,0.4,0.8,1.5,2.3,8.5,,
Dave Corzine,83--84,CHI,82.0,82.0,32.6,0.467,4.7,10.0,0.333,0.0,0.1,0.84,2.8,3.4,7.0,2.1,5.0,2.5,0.7,1.5,2.1,2.8,12.2,,
Dave Corzine,82--83,CHI,82.0,71.0,30.4,0.4970000000000001,5.6,11.2,0.0,0.0,0.0,0.72,2.8,3.9,8.7,3.0,5.8,1.9,0.6,1.3,2.8,3.0,14.0,,
Dave Corzine,81--82,SAS,82.0,21.0,26.7,0.519,4.1,7.9,0.25,0.0,0.0,0.746,1.9,2.6,7.7,2.6,5.1,1.6,0.4,1.5,1.7,2.9,10.1,,
Dave Corzine,80--81,SAS,82.0,,23.9,0.49,4.5,9.1,0.0,0.0,0.0,0.7140000000000001,1.5,2.1,7.8,2.8,5.0,1.4,0.5,1.2,1.6,2.6,10.5,,
Dave Corzine,79--80,WSB,78.0,,10.6,0.417,1.2,2.8,,0.0,0.0,0.662,0.6,0.9,3.5,1.3,2.1,0.8,0.1,0.4,0.8,1.5,2.9,,
Dave Corzine,78--79,WSB,59.0,,9.0,0.534,1.1,2.0,,,,0.778,0.8,1.1,2.5,0.9,1.6,0.8,0.2,0.2,0.9,1.1,3.0,,
Ray Corley,52--53,FTW,8.0,,8.1,0.125,0.4,3.0,,,,0.833,0.6,0.8,0.6,,,0.6,,,,2.3,1.4,,
Ray Corley,50--51,TOT,34.0,,,0.303,1.4,4.5,,,,0.545,0.9,1.6,2.3,,,1.8,,,,1.5,3.6,,
Ray Corley,50--51,TRI,18.0,,,0.341,1.6,4.7,,,,0.552,0.9,1.6,2.4,,,2.1,,,,1.4,4.1,,
Ray Corley,50--51,BLB,16.0,,,0.254,1.1,4.2,,,,0.5379999999999999,0.9,1.6,2.1,,,1.4,,,,1.6,3.0,,
Ray Corley,49--50,SYR,60.0,,,0.316,2.0,6.2,,,,0.615,1.3,2.0,,,,1.8,,,,1.4,5.2,,
Ken Corley,46--47,CLR,3.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,,
Chris Corchiani,93--94,BOS,51.0,0.0,9.2,0.426,0.8,1.8,0.289,0.2,0.7,0.684,0.5,0.7,0.9,0.2,0.7,1.7,0.4,0.0,0.7,0.9,2.3,18.0,33.0
Chris Corchiani,92--93,TOT,10.0,0.0,10.5,0.583,1.4,2.4,0.0,0.0,0.3,0.762,1.6,2.1,0.7,0.1,0.6,1.6,0.6,0.0,0.8,1.8,4.4,6.0,4.0
Chris Corchiani,92--93,WSB,1.0,0.0,3.0,1.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
Chris Corchiani,92--93,ORL,9.0,0.0,11.3,0.565,1.4,2.6,0.0,0.0,0.3,0.762,1.8,2.3,0.8,0.1,0.7,1.8,0.7,0.0,0.9,1.9,4.7,6.0,3.0
Chris Corchiani,91--92,ORL,51.0,1.0,14.5,0.399,1.5,3.8,0.27,0.2,0.7,0.875,1.8,2.0,1.5,0.4,1.2,2.8,0.9,0.0,1.5,1.8,5.0,15.0,36.0
Tyrone Corbin,00--01,TOR,15.0,1.0,7.8,0.237,0.6,2.5,0.0,0.0,0.3,0.5,0.1,0.3,0.9,0.2,0.7,0.3,0.1,0.0,0.2,1.2,1.3,8.0,7.0
Tyrone Corbin,99--00,SAC,54.0,5.0,17.4,0.35600000000000004,1.6,4.6,0.227,0.2,0.8,0.846,0.6,0.7,3.1,0.7,2.3,1.1,0.7,0.1,0.5,1.8,4.1,25.0,29.0
Tyrone Corbin,98--99,ATL,47.0,6.0,22.7,0.391,2.8,7.1,0.319,0.8,2.5,0.65,1.1,1.7,3.1,0.8,2.3,0.9,0.7,0.1,0.9,1.6,7.5,30.0,17.0
Tyrone Corbin,97--98,ATL,79.0,79.0,34.2,0.439,4.2,9.5,0.348,0.6,1.8,0.789,1.3,1.6,4.6,1.0,3.6,2.2,1.3,0.1,1.1,2.5,10.2,49.0,30.0
Tyrone Corbin,96--97,ATL,70.0,65.0,32.9,0.422,3.6,8.6,0.35600000000000004,1.1,3.0,0.7959999999999999,1.2,1.5,4.2,1.1,3.1,1.8,1.3,0.1,1.2,2.5,9.5,49.0,21.0
Tyrone Corbin,95--96,TOT,71.0,2.0,18.1,0.442,2.2,4.9,0.16699999999999998,0.0,0.3,0.833,1.4,1.7,3.4,1.1,2.3,1.2,0.9,0.3,0.9,2.1,5.8,37.0,34.0
Tyrone Corbin,95--96,MIA,22.0,0.0,16.1,0.413,1.7,4.2,0.333,0.1,0.3,0.821,1.0,1.3,3.0,1.2,1.8,1.0,0.7,0.1,0.8,2.3,4.6,13.0,9.0
Tyrone Corbin,95--96,SAC,49.0,2.0,19.0,0.452,2.4,5.3,0.083,0.0,0.2,0.8370000000000001,1.6,1.9,3.7,1.1,2.5,1.2,1.0,0.3,1.0,2.0,6.4,24.0,25.0
Tyrone Corbin,94--95,ATL,81.0,4.0,17.1,0.442,2.5,5.7,0.25,0.2,0.7,0.684,1.0,1.4,3.2,1.2,2.0,0.8,0.7,0.2,0.9,2.0,6.2,42.0,39.0
Tyrone Corbin,93--94,UTA,82.0,17.0,26.2,0.456,3.3,7.2,0.207,0.1,0.4,0.813,1.4,1.8,4.7,1.8,2.9,1.5,1.2,0.3,1.1,2.6,8.0,53.0,29.0
Tyrone Corbin,92--93,UTA,82.0,58.0,31.2,0.503,4.7,9.3,0.0,0.0,0.1,0.826,2.2,2.7,6.3,2.4,4.0,2.1,1.3,0.4,1.3,3.1,11.6,47.0,35.0
Tyrone Corbin,91--92,TOT,80.0,9.0,27.6,0.481,3.8,7.9,0.0,0.0,0.1,0.866,2.2,2.5,5.9,2.0,3.9,1.8,1.0,0.3,1.2,2.4,9.8,50.0,30.0
Tyrone Corbin,91--92,UTA,69.0,1.0,27.0,0.504,3.6,7.1,0.0,0.0,0.0,0.878,1.9,2.1,5.8,2.0,3.8,1.6,1.0,0.2,1.0,2.3,9.0,48.0,21.0
Tyrone Corbin,91--92,MIN,11.0,8.0,31.3,0.401,5.2,12.9,0.0,0.0,0.1,0.83,4.0,4.8,6.3,2.2,4.1,3.0,1.1,0.5,2.4,2.8,14.4,2.0,9.0
Tyrone Corbin,90--91,MIN,82.0,82.0,39.0,0.448,7.2,16.0,0.2,0.0,0.1,0.7979999999999999,3.6,4.5,7.2,2.3,4.9,4.2,2.0,0.6,2.5,3.1,18.0,29.0,53.0
Tyrone Corbin,89--90,MIN,82.0,80.0,36.7,0.481,6.4,13.2,0.0,0.0,0.1,0.77,2.0,2.5,7.4,2.7,4.7,2.6,2.1,0.5,1.7,3.5,14.7,22.0,60.0
Tyrone Corbin,88--89,PHO,77.0,30.0,21.5,0.54,3.2,5.9,0.0,0.0,0.0,0.7879999999999999,1.8,2.3,5.2,2.3,2.9,1.5,1.1,0.2,1.2,2.9,8.2,51.0,26.0
Tyrone Corbin,87--88,TOT,84.0,5.0,20.7,0.49,3.1,6.3,0.16699999999999998,0.0,0.1,0.797,1.3,1.6,4.2,1.5,2.7,1.4,0.9,0.2,1.2,2.2,7.4,39.0,45.0
Tyrone Corbin,87--88,PHO,30.0,1.0,19.7,0.488,3.3,6.8,0.333,0.0,0.1,0.825,1.1,1.3,4.3,1.6,2.7,2.0,1.0,0.1,1.3,1.8,7.7,11.0,19.0
Tyrone Corbin,87--88,CLE,54.0,4.0,21.3,0.491,2.9,6.0,0.0,0.0,0.1,0.7859999999999999,1.4,1.8,4.1,1.5,2.6,1.0,0.8,0.3,1.2,2.4,7.3,28.0,26.0
Tyrone Corbin,86--87,TOT,63.0,15.0,18.6,0.409,2.5,6.0,0.25,0.0,0.1,0.7340000000000001,1.4,2.0,3.4,1.4,2.0,1.5,0.9,0.1,1.0,2.0,6.4,21.0,42.0
Tyrone Corbin,86--87,CLE,32.0,0.0,13.7,0.368,1.3,3.7,0.25,0.0,0.1,0.737,1.3,1.8,3.0,1.1,1.9,0.5,0.5,0.1,0.6,1.5,4.0,13.0,19.0
Tyrone Corbin,86--87,SAS,31.0,15.0,23.6,0.428,3.6,8.5,,0.0,0.0,0.731,1.6,2.2,3.8,1.7,2.2,2.6,1.2,0.1,1.5,2.6,8.9,8.0,23.0
Tyrone Corbin,85--86,SAS,16.0,0.0,10.9,0.422,1.7,4.0,0.0,0.0,0.1,0.7140000000000001,0.6,0.9,1.6,0.7,0.9,0.7,0.7,0.1,0.8,1.3,4.0,8.0,8.0
Lanard Copeland,91--92,LAC,10.0,0.0,4.8,0.304,0.7,2.3,0.0,0.0,0.2,1.0,0.2,0.2,0.7,0.1,0.6,0.5,0.2,0.0,0.4,0.5,1.6,3.0,7.0
Lanard Copeland,89--90,PHI,23.0,0.0,4.8,0.456,1.3,3.0,0.2,0.0,0.2,0.7859999999999999,0.5,0.6,0.4,0.2,0.3,0.4,0.0,0.0,0.8,0.5,3.2,19.0,4.0
Hollis Copeland,81--82,NYK,18.0,0.0,6.6,0.421,0.9,2.1,,0.0,0.0,0.833,0.3,0.3,0.3,0.2,0.1,0.5,0.2,0.1,0.2,1.1,2.1,,
Hollis Copeland,79--80,NYK,75.0,,15.2,0.495,2.4,4.9,0.0,0.0,0.0,0.733,0.8,1.1,2.1,0.9,1.1,1.1,0.8,0.3,1.1,2.1,5.7,,
Tom Copa,91--92,SAS,33.0,1.0,4.0,0.55,0.7,1.2,,0.0,0.0,0.308,0.1,0.4,1.1,0.4,0.7,0.1,0.1,0.2,0.2,0.9,1.5,25.0,8.0
Wayne Cooper,91--92,POR,35.0,0.0,9.8,0.4270000000000001,1.0,2.3,,0.0,0.0,0.636,0.2,0.3,2.9,1.1,1.8,0.6,0.1,0.8,0.4,1.6,2.2,27.0,8.0
Wayne Cooper,90--91,POR,67.0,1.0,11.1,0.393,0.9,2.2,0.0,0.0,0.0,0.7859999999999999,0.5,0.6,2.8,0.8,2.0,0.3,0.1,0.9,0.3,1.8,2.2,55.0,12.0
Wayne Cooper,89--90,POR,79.0,0.0,14.9,0.454,1.7,3.8,0.0,0.0,0.0,0.6409999999999999,0.3,0.5,4.3,1.5,2.8,0.6,0.2,1.2,0.5,2.7,3.8,56.0,23.0
Wayne Cooper,88--89,DEN,79.0,72.0,23.6,0.495,2.8,5.6,0.25,0.0,0.1,0.745,1.0,1.3,7.8,2.7,5.2,1.0,0.5,2.7,0.9,3.8,6.6,43.0,36.0
Wayne Cooper,87--88,DEN,45.0,32.0,19.2,0.4370000000000001,2.6,6.0,0.0,0.0,0.0,0.746,1.1,1.5,6.0,2.2,3.8,0.7,0.3,2.1,1.3,3.2,6.4,29.0,16.0
Wayne Cooper,86--87,DEN,69.0,64.0,22.6,0.448,3.4,7.6,0.0,0.0,0.0,0.725,1.1,1.6,6.9,2.3,4.5,1.0,0.2,1.5,1.1,3.7,8.0,30.0,39.0
Wayne Cooper,85--86,DEN,78.0,78.0,27.1,0.466,5.4,11.6,0.429,0.0,0.1,0.795,2.2,2.8,7.8,2.4,5.4,1.0,0.5,2.9,1.5,4.0,13.1,46.0,32.0
Wayne Cooper,84--85,DEN,80.0,78.0,25.4,0.472,5.1,10.7,0.0,0.0,0.0,0.685,2.0,2.9,7.9,2.9,5.0,1.1,0.4,2.5,1.9,3.8,12.1,,
Wayne Cooper,83--84,POR,81.0,38.0,20.5,0.459,3.8,8.2,0.0,0.0,0.1,0.804,2.3,2.8,5.9,2.2,3.7,0.9,0.3,1.3,1.4,3.0,9.8,,
Wayne Cooper,82--83,POR,80.0,60.0,26.2,0.443,4.0,9.0,0.0,0.0,0.1,0.685,1.7,2.5,7.6,2.7,5.0,1.5,0.3,1.7,2.0,4.0,9.7,,
Wayne Cooper,81--82,DAL,76.0,38.0,23.9,0.42,3.7,8.8,0.125,0.0,0.1,0.7440000000000001,1.6,2.1,7.2,2.6,4.6,1.5,0.5,1.4,1.2,3.8,9.0,,
Wayne Cooper,80--81,UTA,71.0,,20.0,0.452,3.0,6.6,0.333,0.0,0.0,0.6890000000000001,0.9,1.3,6.2,2.3,3.9,0.7,0.3,0.7,1.1,3.1,6.9,,
Wayne Cooper,79--80,GSW,79.0,,22.5,0.489,4.6,9.5,0.25,0.0,0.1,0.7509999999999999,1.7,2.3,6.4,2.6,3.9,0.5,0.3,1.0,1.8,3.1,11.0,,
Wayne Cooper,78--79,GSW,65.0,,12.2,0.4370000000000001,2.0,4.5,,,,0.672,0.6,0.9,4.3,1.4,2.9,0.3,0.1,0.7,0.8,1.8,4.6,,
Michael Cooper,89--90,LAL,80.0,10.0,23.1,0.387,2.4,6.2,0.318,0.6,2.0,0.883,1.0,1.2,2.8,0.7,2.1,2.7,0.8,0.5,1.1,2.6,6.4,62.0,18.0
Michael Cooper,88--89,LAL,80.0,13.0,24.3,0.431,2.7,6.2,0.381,1.0,2.6,0.871,1.0,1.2,2.4,0.4,2.0,3.9,0.9,0.4,1.2,2.3,7.3,55.0,25.0
Michael Cooper,87--88,LAL,61.0,8.0,29.4,0.392,3.1,7.9,0.32,0.9,2.9,0.858,1.6,1.9,3.7,0.8,2.9,4.7,1.1,0.4,1.7,2.2,8.7,48.0,13.0
Michael Cooper,86--87,LAL,82.0,2.0,27.5,0.438,3.9,9.0,0.385,1.1,2.8,0.851,1.5,1.8,3.1,0.7,2.4,4.5,1.0,0.5,1.2,2.4,10.5,65.0,17.0
Michael Cooper,85--86,LAL,82.0,15.0,27.7,0.452,3.3,7.4,0.387,0.8,2.0,0.865,1.8,2.1,3.0,0.5,2.4,5.7,1.1,0.5,1.8,2.9,9.2,62.0,20.0
Michael Cooper,84--85,LAL,82.0,20.0,26.7,0.465,3.4,7.2,0.285,0.4,1.5,0.865,1.4,1.6,3.1,0.7,2.4,5.2,1.1,0.6,1.9,2.5,8.6,,
Michael Cooper,83--84,LAL,82.0,9.0,29.1,0.4970000000000001,3.3,6.7,0.314,0.5,1.5,0.838,1.9,2.3,3.2,0.6,2.5,5.9,1.4,0.8,1.8,3.3,9.0,,
Michael Cooper,82--83,LAL,82.0,3.0,26.2,0.535,3.2,6.1,0.238,0.1,0.3,0.785,1.2,1.6,3.3,1.0,2.3,3.8,1.4,0.6,1.6,2.5,7.8,,
Michael Cooper,81--82,LAL,76.0,14.0,28.9,0.517,5.0,9.8,0.118,0.0,0.2,0.813,1.8,2.3,3.5,1.1,2.4,3.0,1.6,0.8,2.0,2.8,11.9,,
Michael Cooper,80--81,LAL,81.0,,32.4,0.491,4.0,8.1,0.211,0.0,0.2,0.785,1.4,1.8,4.1,1.5,2.7,4.1,1.6,1.0,2.0,3.1,9.4,,
Michael Cooper,79--80,LAL,82.0,,24.1,0.524,3.7,7.0,0.25,0.1,0.2,0.7759999999999999,1.4,1.7,2.8,1.2,1.6,2.7,1.0,0.5,1.7,2.6,8.8,,
Michael Cooper,78--79,LAL,3.0,,2.3,0.5,1.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,2.0,,
Joe Cooper,84--85,SEA,3.0,1.0,15.0,0.467,2.3,5.0,,0.0,0.0,0.5,1.0,2.0,3.0,1.0,2.0,0.7,0.7,0.3,0.0,2.3,5.7,,
Joe Cooper,82--83,TOT,20.0,4.0,16.7,0.514,1.9,3.6,,0.0,0.0,0.552,0.8,1.5,4.3,2.1,2.2,0.9,0.5,1.0,1.6,2.5,4.5,,
Joe Cooper,82--83,SDC,13.0,4.0,21.2,0.525,2.4,4.5,,0.0,0.0,0.55,0.8,1.5,5.5,2.8,2.7,1.2,0.6,1.5,1.8,3.0,5.6,,
Joe Cooper,82--83,WSB,5.0,0.0,9.4,0.556,1.0,1.8,,0.0,0.0,0.556,1.0,1.8,2.6,0.8,1.8,0.4,0.0,0.0,1.2,1.4,3.0,,
Joe Cooper,82--83,LAL,2.0,0.0,5.5,0.25,0.5,2.0,,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,1.5,1.5,1.0,,
Joe Cooper,81--82,NJN,1.0,0.0,11.0,0.5,1.0,2.0,,0.0,0.0,,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,,
Duane Cooper,93--94,PHO,23.0,2.0,5.9,0.439,0.8,1.8,0.14300000000000002,0.0,0.3,0.733,0.5,0.7,0.4,0.1,0.3,1.2,0.1,0.0,0.9,0.5,2.1,17.0,6.0
Duane Cooper,92--93,LAL,65.0,0.0,9.9,0.392,1.0,2.4,0.233,0.1,0.5,0.7140000000000001,0.4,0.5,0.8,0.2,0.6,2.3,0.3,0.0,1.1,1.0,2.4,29.0,36.0
Chuck Cooper,55--56,TOT,67.0,,17.1,0.328,1.5,4.6,,,,0.752,1.5,2.0,3.6,,,1.3,,,,2.1,4.5,,
Chuck Cooper,55--56,FTW,32.0,,17.8,0.316,1.3,4.3,,,,0.7759999999999999,1.2,1.5,3.2,,,0.8,,,,2.2,3.9,,
Chuck Cooper,55--56,STL,35.0,,16.4,0.337,1.7,4.9,,,,0.738,1.8,2.4,3.9,,,1.7,,,,2.0,5.1,,
Chuck Cooper,54--55,MLH,70.0,,25.0,0.339,2.8,8.1,,,,0.7509999999999999,2.7,3.6,5.5,,,2.2,,,,3.0,8.2,,
Chuck Cooper,53--54,BOS,70.0,,15.7,0.299,1.1,3.7,,,,0.672,1.1,1.7,4.3,,,1.1,,,,2.1,3.3,,
Chuck Cooper,52--53,BOS,70.0,,28.5,0.337,2.2,6.7,,,,0.758,2.1,2.7,6.3,,,1.6,,,,3.7,6.5,,
Chuck Cooper,51--52,BOS,66.0,,29.9,0.361,3.0,8.3,,,,0.741,2.3,3.0,7.6,,,2.0,,,,3.3,8.2,,
Chuck Cooper,50--51,BOS,66.0,,,0.344,3.1,9.1,,,,0.753,3.0,4.0,8.5,,,2.6,,,,3.3,9.3,,
Joe Cooke,70--71,CLE,73.0,,9.9,0.393,1.8,4.7,,,,0.8140000000000001,0.7,0.8,1.6,,,1.3,,,,1.8,4.3,,
David Cooke,85--86,SAC,6.0,0.0,6.3,0.182,0.3,1.8,,0.0,0.0,0.5,0.8,1.7,1.7,0.8,0.8,0.2,0.7,0.0,0.3,0.8,1.5,1.0,5.0
Omar Cook,04--05,TOR,5.0,0.0,14.8,0.417,2.0,4.8,0.0,0.0,0.8,0.5,0.6,1.2,1.4,0.4,1.0,4.4,1.2,0.2,1.2,1.2,4.6,2.0,3.0
Omar Cook,03--04,POR,17.0,0.0,8.2,0.259,0.4,1.6,0.0,0.0,0.1,,0.0,0.0,0.4,0.2,0.2,1.4,0.6,0.0,0.6,0.8,0.8,12.0,5.0
Norm Cook,77--78,DEN,2.0,,5.0,0.333,0.5,1.5,,,,,0.0,0.0,1.5,0.5,1.0,0.5,0.0,0.0,0.0,2.0,1.0,,
Norm Cook,76--77,BOS,25.0,,5.5,0.375,1.1,2.9,,,,0.529,0.4,0.7,1.1,0.4,0.7,0.2,0.4,0.1,,1.1,2.5,,
Jeff Cook,87--88,PHO,33.0,0.0,10.9,0.237,0.4,1.8,0.0,0.0,0.0,0.821,0.7,0.8,3.2,1.1,2.1,0.4,0.3,0.2,0.4,1.9,1.5,11.0,22.0
Jeff Cook,85--86,TOT,36.0,0.0,10.4,0.425,0.9,2.0,0.0,0.0,0.0,0.643,0.8,1.2,2.4,0.9,1.5,0.6,0.4,0.3,0.4,1.8,2.5,19.0,17.0
Jeff Cook,85--86,UTA,2.0,0.0,8.5,0.5,1.5,3.0,,0.0,0.0,1.0,0.5,0.5,2.5,1.0,1.5,0.0,0.0,0.0,1.5,0.5,3.5,2.0,0.0
Jeff Cook,85--86,SAS,34.0,0.0,10.5,0.418,0.8,2.0,0.0,0.0,0.0,0.634,0.8,1.2,2.4,0.9,1.5,0.6,0.4,0.3,0.3,1.9,2.4,17.0,17.0
Jeff Cook,84--85,TOT,72.0,5.0,17.9,0.495,1.9,3.9,0.0,0.0,0.0,0.7340000000000001,0.7,0.9,4.4,1.7,2.7,0.9,0.4,0.3,0.7,2.8,4.5,,
Jeff Cook,84--85,SAS,54.0,2.0,15.7,0.529,1.7,3.2,,0.0,0.0,0.8109999999999999,0.6,0.7,3.9,1.5,2.4,0.7,0.5,0.3,0.6,2.8,4.0,,
Jeff Cook,84--85,CLE,18.0,3.0,24.4,0.438,2.6,5.8,0.0,0.0,0.1,0.63,0.9,1.5,5.8,2.3,3.5,1.3,0.3,0.5,0.9,2.9,6.1,,
Jeff Cook,83--84,CLE,81.0,21.0,24.1,0.486,2.3,4.8,0.5,0.0,0.0,0.723,1.2,1.6,6.0,2.1,3.8,1.5,0.8,0.6,1.1,3.5,5.8,,
Jeff Cook,82--83,TOT,75.0,22.0,17.8,0.487,2.0,4.1,0.0,0.0,0.0,0.76,1.1,1.4,4.5,1.6,2.9,1.4,0.5,0.4,1.4,2.4,5.0,,
Jeff Cook,82--83,CLE,30.0,20.0,26.1,0.537,2.9,5.4,0.0,0.0,0.0,0.76,1.3,1.7,6.9,2.5,4.4,1.5,0.9,0.6,1.6,3.1,7.1,,
Jeff Cook,82--83,PHO,45.0,2.0,12.2,0.43,1.4,3.2,0.0,0.0,0.0,0.759,0.9,1.2,2.9,1.0,1.9,1.3,0.3,0.3,1.2,2.0,3.6,,
Jeff Cook,81--82,PHO,76.0,22.0,17.1,0.422,2.0,4.7,0.0,0.0,0.0,0.664,1.2,1.8,4.0,1.5,2.5,1.3,0.5,0.3,1.1,2.3,5.1,,
Jeff Cook,80--81,PHO,79.0,,27.7,0.464,3.6,7.8,0.0,0.0,0.1,0.645,1.3,2.0,5.9,2.2,3.8,2.5,1.0,0.7,1.8,3.0,8.5,,
Jeff Cook,79--80,PHO,66.0,,13.7,0.469,2.0,4.2,0.0,0.0,0.0,0.8059999999999999,1.6,2.0,3.7,1.4,2.3,1.3,0.4,0.3,1.1,1.5,5.5,,
Darwin Cook,88--89,TOT,66.0,4.0,17.3,0.456,3.3,7.2,0.195,0.1,0.6,0.8079999999999999,1.0,1.2,1.6,0.5,1.1,1.9,1.1,0.2,1.3,1.8,7.7,23.0,43.0
Darwin Cook,88--89,DEN,30.0,4.0,12.9,0.436,2.4,5.4,0.2,0.1,0.3,0.773,0.6,0.7,1.6,0.4,1.2,1.4,0.9,0.2,0.9,1.5,5.4,14.0,16.0
Darwin Cook,88--89,SAS,36.0,0.0,21.0,0.467,4.1,8.8,0.194,0.2,0.9,0.821,1.3,1.6,1.6,0.6,1.1,2.3,1.2,0.1,1.7,2.1,9.6,9.0,27.0
Darwin Cook,86--87,WSB,82.0,2.0,17.3,0.426,3.2,7.6,0.087,0.0,0.3,0.7959999999999999,1.0,1.3,1.8,0.6,1.2,1.8,1.2,0.2,1.2,1.7,7.5,42.0,40.0
Darwin Cook,85--86,NJN,79.0,33.0,24.9,0.426,3.4,7.9,0.208,0.1,0.7,0.757,1.1,1.4,2.2,0.6,1.6,4.9,2.0,0.3,1.7,2.2,8.0,37.0,42.0
Darwin Cook,84--85,NJN,58.0,9.0,18.3,0.468,3.7,7.8,0.087,0.0,0.4,0.87,0.8,0.9,1.6,0.4,1.2,2.8,1.3,0.2,1.3,1.7,8.2,,
Darwin Cook,83--84,NJN,82.0,31.0,22.8,0.443,3.7,8.4,0.239,0.1,0.6,0.754,1.2,1.5,1.9,0.6,1.3,4.3,2.0,0.4,1.7,2.2,8.7,,
Darwin Cook,82--83,NJN,82.0,47.0,32.0,0.449,5.4,12.0,0.211,0.1,0.5,0.769,2.3,3.0,2.9,0.9,2.0,5.5,2.4,0.6,2.9,2.6,13.2,,
Darwin Cook,81--82,NJN,82.0,17.0,25.5,0.482,4.7,9.8,0.226,0.1,0.4,0.728,1.4,2.0,1.9,0.6,1.3,3.9,1.8,0.3,2.1,2.4,11.0,,
Darwin Cook,80--81,NJN,81.0,,24.4,0.468,4.7,10.1,0.24,0.1,0.3,0.733,1.6,2.2,2.9,1.2,1.7,3.7,1.7,0.4,2.2,2.4,11.2,,
Daequan Cook,12--13,TOT,50.0,1.0,8.8,0.305,1.0,3.3,0.28600000000000003,0.5,1.8,0.75,0.2,0.2,1.2,0.1,1.1,0.4,0.2,0.1,0.3,0.5,2.7,26.0,24.0
Daequan Cook,12--13,CHI,33.0,0.0,8.3,0.278,0.9,3.3,0.246,0.5,1.8,0.778,0.2,0.3,1.3,0.1,1.2,0.3,0.1,0.2,0.3,0.4,2.5,17.0,16.0
Daequan Cook,12--13,HOU,17.0,1.0,9.8,0.35600000000000004,1.2,3.5,0.3670000000000001,0.6,1.8,0.667,0.1,0.2,1.1,0.3,0.8,0.6,0.4,0.1,0.4,0.8,3.2,9.0,8.0
Daequan Cook,11--12,OKC,57.0,22.0,17.4,0.368,1.9,5.2,0.34600000000000003,1.4,4.0,0.636,0.2,0.4,2.1,0.2,1.9,0.3,0.4,0.2,0.3,1.2,5.5,41.0,16.0
Daequan Cook,10--11,OKC,43.0,0.0,13.9,0.436,1.8,4.2,0.422,1.5,3.6,0.8,0.4,0.5,1.7,0.2,1.5,0.5,0.3,0.0,0.4,1.2,5.6,30.0,13.0
Daequan Cook,09--10,MIA,45.0,3.0,15.4,0.32,1.8,5.6,0.317,0.9,2.8,0.84,0.5,0.6,1.8,0.2,1.6,1.0,0.3,0.2,0.5,1.1,5.0,23.0,22.0
Daequan Cook,08--09,MIA,75.0,4.0,24.4,0.375,3.2,8.6,0.387,2.0,5.3,0.875,0.7,0.7,2.5,0.3,2.3,0.9,0.5,0.1,0.6,1.7,9.1,41.0,34.0
Daequan Cook,07--08,MIA,59.0,19.0,24.4,0.381,3.3,8.7,0.332,1.3,4.0,0.825,0.8,1.0,3.0,0.3,2.7,1.3,0.4,0.2,1.1,2.7,8.8,9.0,50.0
Brian Cook,11--12,TOT,32.0,0.0,8.6,0.316,1.0,3.1,0.2,0.3,1.6,0.9,0.3,0.3,2.0,0.3,1.7,0.3,0.2,0.2,0.3,1.5,2.5,17.0,15.0
Brian Cook,11--12,WAS,16.0,0.0,9.7,0.408,1.3,3.1,0.217,0.3,1.4,0.833,0.3,0.4,2.5,0.4,2.1,0.5,0.3,0.1,0.4,1.4,3.1,6.0,10.0
Brian Cook,11--12,LAC,16.0,0.0,7.6,0.224,0.7,3.1,0.185,0.3,1.7,1.0,0.3,0.3,1.4,0.3,1.2,0.1,0.1,0.3,0.3,1.6,1.9,11.0,5.0
Brian Cook,10--11,LAC,40.0,0.0,11.2,0.424,1.8,4.3,0.43,0.9,2.0,0.625,0.4,0.6,2.4,0.5,1.9,0.4,0.3,0.3,0.6,1.9,4.8,8.0,32.0
Brian Cook,09--10,HOU,15.0,0.0,2.9,0.304,0.5,1.5,0.222,0.1,0.6,0.7140000000000001,0.3,0.5,0.6,0.1,0.5,0.1,0.0,0.1,0.4,0.3,1.4,6.0,9.0
Brian Cook,08--09,TOT,30.0,0.0,5.7,0.368,0.9,2.5,0.433,0.4,1.0,0.833,0.2,0.2,1.1,0.2,0.8,0.2,0.1,0.1,0.4,0.9,2.5,24.0,6.0
Brian Cook,08--09,HOU,9.0,0.0,2.8,0.313,0.6,1.8,0.4,0.2,0.6,,0.0,0.0,0.6,0.1,0.4,0.1,0.0,0.3,0.2,0.3,1.3,7.0,2.0
