姓名,赛季,球队,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
Rod Strickland,04--05,HOU,28.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,4.0,3.0,5.0
Rod Strickland,03--04,TOT,37.0,0.857,6.0,13.0,1.0,1.0,3.0,1.0,6.0,6.0,8.0,3.0,6.0,16.0,4.0,2.0,4.0,4.0,15.0
Rod Strickland,03--04,TOR,34.0,0.667,5.0,12.0,0.0,0.0,2.0,1.0,4.0,6.0,7.0,3.0,5.0,16.0,2.0,2.0,4.0,4.0,14.0
Rod Strickland,03--04,ORL,37.0,0.857,6.0,13.0,1.0,1.0,3.0,1.0,6.0,6.0,8.0,3.0,6.0,12.0,4.0,2.0,4.0,3.0,15.0
Rod Strickland,02--03,MIN,38.0,0.875,7.0,15.0,1.0,1.0,2.0,1.0,7.0,11.0,5.0,2.0,4.0,11.0,5.0,2.0,6.0,5.0,16.0
Rod Strickland,01--02,MIA,46.0,1.0,11.0,18.0,1.0,2.0,2.0,1.0,7.0,12.0,10.0,3.0,8.0,14.0,4.0,1.0,5.0,5.0,24.0
Rod Strickland,00--01,TOT,43.0,1.0,8.0,15.0,1.0,2.0,2.0,1.0,13.0,17.0,7.0,3.0,5.0,13.0,4.0,2.0,7.0,5.0,26.0
Rod Strickland,00--01,POR,24.0,0.75,5.0,12.0,0.0,0.0,1.0,1.0,4.0,6.0,4.0,2.0,3.0,8.0,2.0,1.0,5.0,3.0,11.0
Rod Strickland,00--01,WAS,43.0,1.0,8.0,15.0,1.0,2.0,2.0,1.0,13.0,17.0,7.0,3.0,5.0,13.0,4.0,2.0,7.0,5.0,26.0
Rod Strickland,99--00,WAS,41.0,0.75,11.0,19.0,1.0,1.0,2.0,1.0,11.0,14.0,10.0,6.0,7.0,16.0,5.0,2.0,6.0,6.0,27.0
Rod Strickland,98--99,WAS,45.0,0.667,11.0,20.0,1.0,2.0,3.0,1.0,15.0,16.0,10.0,5.0,7.0,16.0,6.0,2.0,8.0,5.0,31.0
Rod Strickland,97--98,WAS,50.0,0.857,12.0,24.0,1.0,2.0,4.0,1.0,13.0,16.0,12.0,5.0,11.0,20.0,6.0,3.0,7.0,6.0,37.0
Rod Strickland,96--97,WSB,46.0,0.7140000000000001,13.0,21.0,1.0,2.0,4.0,1.0,14.0,18.0,11.0,5.0,6.0,17.0,4.0,1.0,7.0,6.0,34.0
Rod Strickland,95--96,POR,50.0,0.75,13.0,25.0,1.0,4.0,7.0,1.0,11.0,14.0,8.0,5.0,7.0,20.0,4.0,2.0,9.0,6.0,32.0
Rod Strickland,94--95,POR,48.0,0.75,15.0,25.0,1.0,4.0,6.0,1.0,16.0,17.0,11.0,4.0,8.0,18.0,6.0,2.0,7.0,5.0,36.0
Rod Strickland,93--94,POR,47.0,0.9,12.0,20.0,1.0,1.0,2.0,1.0,12.0,16.0,10.0,6.0,8.0,20.0,5.0,2.0,6.0,5.0,30.0
Rod Strickland,92--93,POR,49.0,0.778,11.0,19.0,1.0,1.0,3.0,1.0,14.0,18.0,10.0,4.0,9.0,14.0,5.0,2.0,6.0,6.0,25.0
Rod Strickland,91--92,SAS,46.0,0.833,10.0,21.0,1.0,1.0,2.0,1.0,10.0,14.0,10.0,5.0,8.0,19.0,5.0,2.0,8.0,5.0,28.0
Rod Strickland,90--91,SAS,48.0,1.0,11.0,19.0,1.0,1.0,4.0,1.0,9.0,11.0,10.0,4.0,10.0,16.0,6.0,2.0,7.0,5.0,27.0
Rod Strickland,89--90,TOT,43.0,0.833,9.0,18.0,1.0,1.0,2.0,1.0,8.0,12.0,10.0,7.0,7.0,17.0,5.0,1.0,7.0,6.0,21.0
Rod Strickland,89--90,SAS,43.0,0.6920000000000001,9.0,18.0,1.0,1.0,1.0,1.0,8.0,12.0,10.0,7.0,7.0,17.0,4.0,1.0,7.0,6.0,21.0
Rod Strickland,89--90,NYK,28.0,0.833,7.0,14.0,1.0,1.0,2.0,1.0,8.0,9.0,8.0,4.0,7.0,11.0,5.0,1.0,4.0,5.0,19.0
Rod Strickland,88--89,NYK,41.0,1.0,10.0,17.0,1.0,3.0,5.0,1.0,8.0,9.0,6.0,4.0,6.0,14.0,5.0,1.0,5.0,6.0,22.0
Mark Strickland,02--03,DAL,7.0,0.5,1.0,3.0,,0.0,0.0,,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0
Mark Strickland,01--02,ATL,37.0,1.0,8.0,18.0,0.5,1.0,2.0,1.0,4.0,6.0,11.0,4.0,9.0,2.0,2.0,3.0,3.0,4.0,17.0
Mark Strickland,00--01,TOT,32.0,1.0,7.0,11.0,1.0,1.0,1.0,1.0,6.0,8.0,10.0,4.0,6.0,3.0,2.0,2.0,3.0,4.0,16.0
Mark Strickland,00--01,NJN,30.0,0.5710000000000001,4.0,9.0,1.0,1.0,1.0,1.0,3.0,4.0,7.0,3.0,6.0,2.0,2.0,1.0,3.0,4.0,9.0
Mark Strickland,00--01,DEN,32.0,1.0,7.0,11.0,0.0,0.0,1.0,1.0,6.0,8.0,10.0,4.0,6.0,3.0,2.0,2.0,2.0,4.0,16.0
Mark Strickland,99--00,MIA,23.0,1.0,6.0,9.0,,0.0,0.0,1.0,4.0,4.0,9.0,4.0,6.0,3.0,3.0,2.0,2.0,5.0,13.0
Mark Strickland,98--99,MIA,30.0,1.0,6.0,8.0,0.0,0.0,1.0,1.0,4.0,5.0,8.0,4.0,6.0,3.0,2.0,3.0,2.0,3.0,13.0
Mark Strickland,97--98,MIA,40.0,1.0,11.0,18.0,0.0,0.0,1.0,1.0,6.0,8.0,13.0,7.0,10.0,4.0,2.0,4.0,4.0,5.0,23.0
Mark Strickland,96--97,MIA,25.0,1.0,5.0,10.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,11.0
Mark Strickland,94--95,IND,6.0,0.5,1.0,2.0,,0.0,0.0,0.5,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
Erick Strickland,04--05,MIL,34.0,1.0,9.0,14.0,1.0,2.0,5.0,1.0,4.0,4.0,5.0,2.0,4.0,7.0,2.0,1.0,4.0,6.0,22.0
Erick Strickland,03--04,MIL,29.0,1.0,6.0,12.0,1.0,4.0,5.0,1.0,6.0,6.0,6.0,2.0,5.0,7.0,3.0,1.0,3.0,4.0,16.0
Erick Strickland,02--03,IND,43.0,0.857,7.0,17.0,1.0,6.0,7.0,1.0,6.0,7.0,7.0,2.0,6.0,11.0,3.0,1.0,8.0,5.0,22.0
Erick Strickland,01--02,BOS,37.0,0.833,7.0,15.0,1.0,6.0,9.0,1.0,8.0,8.0,8.0,3.0,8.0,8.0,3.0,1.0,4.0,6.0,23.0
Erick Strickland,00--01,TOT,33.0,1.0,5.0,15.0,1.0,2.0,6.0,1.0,7.0,8.0,9.0,2.0,8.0,8.0,4.0,1.0,3.0,5.0,15.0
Erick Strickland,00--01,VAN,33.0,1.0,5.0,15.0,1.0,2.0,6.0,1.0,7.0,8.0,9.0,1.0,8.0,8.0,4.0,1.0,3.0,5.0,15.0
Erick Strickland,00--01,NYK,28.0,0.667,4.0,10.0,1.0,2.0,4.0,1.0,4.0,4.0,7.0,2.0,5.0,4.0,4.0,1.0,2.0,5.0,11.0
Erick Strickland,99--00,DAL,44.0,0.7,12.0,20.0,1.0,5.0,7.0,1.0,13.0,17.0,11.0,4.0,10.0,11.0,7.0,2.0,8.0,6.0,36.0
Erick Strickland,98--99,DAL,45.0,0.7140000000000001,7.0,17.0,1.0,3.0,7.0,1.0,7.0,9.0,6.0,2.0,6.0,7.0,4.0,1.0,4.0,5.0,20.0
Erick Strickland,97--98,DAL,44.0,0.6920000000000001,11.0,17.0,1.0,4.0,7.0,1.0,5.0,6.0,8.0,2.0,6.0,8.0,4.0,1.0,5.0,6.0,30.0
Erick Strickland,96--97,DAL,43.0,0.667,8.0,16.0,1.0,3.0,6.0,1.0,12.0,12.0,9.0,2.0,8.0,7.0,5.0,2.0,6.0,6.0,25.0
 Strawberry,07--08,PHO,30.0,1.0,4.0,8.0,1.0,1.0,4.0,1.0,2.0,4.0,7.0,2.0,6.0,7.0,2.0,1.0,2.0,3.0,9.0
Amare Stoudemire,15--16,MIA,26.0,1.0,6.0,12.0,,0.0,0.0,1.0,4.0,6.0,12.0,6.0,8.0,2.0,3.0,5.0,4.0,5.0,16.0
Amare Stoudemire,14--15,TOT,38.0,0.889,11.0,18.0,0.0,0.0,1.0,1.0,6.0,10.0,12.0,7.0,10.0,4.0,5.0,5.0,7.0,6.0,26.0
Amare Stoudemire,14--15,DAL,23.0,0.889,8.0,12.0,0.0,0.0,1.0,1.0,4.0,4.0,6.0,3.0,6.0,2.0,2.0,1.0,3.0,5.0,18.0
Amare Stoudemire,14--15,NYK,38.0,0.875,11.0,18.0,0.0,0.0,1.0,1.0,6.0,10.0,12.0,7.0,10.0,4.0,5.0,5.0,7.0,6.0,26.0
Amare Stoudemire,13--14,NYK,40.0,1.0,10.0,18.0,,0.0,0.0,1.0,8.0,10.0,13.0,6.0,8.0,4.0,2.0,3.0,6.0,6.0,24.0
Amare Stoudemire,12--13,NYK,32.0,1.0,10.0,16.0,,0.0,0.0,1.0,11.0,12.0,9.0,6.0,5.0,2.0,2.0,3.0,4.0,5.0,22.0
Amare Stoudemire,11--12,NYK,45.0,0.8,16.0,27.0,1.0,2.0,3.0,1.0,11.0,13.0,14.0,8.0,12.0,4.0,3.0,4.0,6.0,6.0,34.0
Amare Stoudemire,10--11,NYK,54.0,0.833,17.0,32.0,1.0,2.0,3.0,1.0,14.0,16.0,16.0,8.0,11.0,7.0,4.0,6.0,11.0,6.0,41.0
Amare Stoudemire,09--10,PHO,45.0,0.875,15.0,28.0,1.0,1.0,1.0,1.0,16.0,18.0,21.0,9.0,16.0,4.0,3.0,4.0,7.0,6.0,44.0
Amare Stoudemire,08--09,PHO,44.0,0.81,17.0,23.0,1.0,1.0,2.0,1.0,18.0,20.0,20.0,11.0,12.0,8.0,5.0,3.0,6.0,6.0,49.0
Amare Stoudemire,07--08,PHO,50.0,1.0,15.0,26.0,1.0,1.0,2.0,1.0,20.0,20.0,20.0,10.0,17.0,5.0,4.0,6.0,9.0,6.0,42.0
Amare Stoudemire,06--07,PHO,46.0,1.0,16.0,25.0,0.0,0.0,1.0,1.0,15.0,17.0,23.0,11.0,16.0,6.0,6.0,7.0,8.0,6.0,43.0
Amare Stoudemire,05--06,PHO,19.0,0.5,7.0,14.0,0.0,0.0,1.0,1.0,6.0,7.0,9.0,5.0,4.0,2.0,1.0,2.0,1.0,3.0,20.0
Amare Stoudemire,04--05,PHO,46.0,0.875,20.0,27.0,1.0,2.0,2.0,1.0,15.0,23.0,19.0,9.0,14.0,8.0,5.0,5.0,6.0,6.0,50.0
Amare Stoudemire,03--04,PHO,50.0,0.8,14.0,26.0,1.0,1.0,1.0,1.0,13.0,18.0,18.0,8.0,13.0,4.0,6.0,10.0,8.0,6.0,33.0
Amare Stoudemire,02--03,PHO,45.0,0.875,16.0,24.0,1.0,1.0,1.0,1.0,11.0,15.0,21.0,10.0,13.0,4.0,4.0,6.0,7.0,6.0,38.0
Salim Stoudamire,07--08,ATL,37.0,1.0,6.0,13.0,1.0,4.0,8.0,1.0,7.0,7.0,5.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,18.0
Salim Stoudamire,06--07,ATL,37.0,1.0,14.0,20.0,1.0,7.0,11.0,1.0,7.0,8.0,5.0,1.0,5.0,5.0,3.0,1.0,3.0,5.0,37.0
Salim Stoudamire,05--06,ATL,34.0,1.0,11.0,17.0,1.0,5.0,10.0,1.0,7.0,7.0,7.0,2.0,7.0,5.0,3.0,2.0,6.0,6.0,30.0
Damon Stoudamire,07--08,TOT,34.0,1.0,7.0,14.0,1.0,4.0,8.0,1.0,4.0,6.0,6.0,2.0,5.0,7.0,2.0,1.0,4.0,4.0,19.0
Damon Stoudamire,07--08,SAS,23.0,1.0,4.0,11.0,1.0,3.0,7.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,3.0,11.0
Damon Stoudamire,07--08,MEM,34.0,1.0,7.0,14.0,1.0,4.0,8.0,1.0,4.0,6.0,6.0,2.0,5.0,7.0,2.0,0.0,4.0,4.0,19.0
Damon Stoudamire,06--07,MEM,42.0,1.0,8.0,15.0,1.0,3.0,8.0,1.0,6.0,6.0,6.0,3.0,5.0,16.0,4.0,1.0,6.0,5.0,19.0
Damon Stoudamire,05--06,MEM,45.0,0.727,11.0,19.0,1.0,6.0,9.0,1.0,8.0,9.0,6.0,2.0,5.0,9.0,2.0,1.0,5.0,5.0,26.0
Damon Stoudamire,04--05,POR,48.0,1.0,20.0,32.0,1.0,8.0,21.0,1.0,9.0,9.0,12.0,5.0,10.0,14.0,5.0,1.0,7.0,5.0,54.0
Damon Stoudamire,03--04,POR,49.0,0.857,12.0,22.0,1.0,6.0,11.0,1.0,7.0,7.0,9.0,4.0,9.0,14.0,4.0,2.0,5.0,6.0,32.0
Damon Stoudamire,02--03,POR,41.0,1.0,8.0,15.0,1.0,3.0,6.0,1.0,5.0,5.0,7.0,3.0,6.0,11.0,3.0,2.0,5.0,3.0,21.0
Damon Stoudamire,01--02,POR,48.0,0.667,12.0,22.0,1.0,5.0,9.0,1.0,10.0,11.0,8.0,4.0,7.0,14.0,4.0,1.0,5.0,5.0,29.0
Damon Stoudamire,00--01,POR,44.0,0.889,12.0,20.0,1.0,4.0,7.0,1.0,12.0,15.0,10.0,5.0,9.0,11.0,4.0,1.0,8.0,6.0,32.0
Damon Stoudamire,99--00,POR,38.0,0.722,13.0,19.0,1.0,7.0,12.0,1.0,8.0,10.0,8.0,3.0,7.0,11.0,5.0,1.0,6.0,4.0,31.0
Damon Stoudamire,98--99,POR,55.0,0.667,14.0,21.0,1.0,3.0,7.0,1.0,9.0,10.0,7.0,3.0,6.0,11.0,4.0,1.0,5.0,4.0,31.0
Damon Stoudamire,97--98,TOT,55.0,0.625,15.0,31.0,0.75,7.0,13.0,1.0,11.0,12.0,11.0,6.0,7.0,16.0,5.0,1.0,7.0,5.0,36.0
Damon Stoudamire,97--98,POR,45.0,0.625,9.0,18.0,0.6,3.0,9.0,1.0,7.0,8.0,8.0,3.0,6.0,15.0,5.0,1.0,5.0,4.0,24.0
Damon Stoudamire,97--98,TOR,55.0,0.6,15.0,31.0,0.75,7.0,13.0,1.0,11.0,12.0,11.0,6.0,7.0,16.0,5.0,1.0,7.0,5.0,36.0
Damon Stoudamire,96--97,TOR,54.0,0.889,13.0,37.0,1.0,6.0,11.0,1.0,11.0,14.0,10.0,3.0,10.0,17.0,5.0,1.0,12.0,6.0,35.0
Damon Stoudamire,95--96,TOR,48.0,0.6920000000000001,14.0,27.0,0.8,6.0,12.0,1.0,14.0,15.0,12.0,4.0,12.0,19.0,5.0,2.0,9.0,5.0,30.0
Awvee Storey,07--08,MIL,20.0,1.0,4.0,9.0,0.0,0.0,3.0,1.0,4.0,5.0,7.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,12.0
Awvee Storey,05--06,WAS,14.0,1.0,5.0,6.0,1.0,1.0,1.0,0.75,3.0,6.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,13.0
Awvee Storey,04--05,NJN,12.0,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
Julyan Stone,13--14,TOR,18.0,1.0,3.0,3.0,1.0,1.0,2.0,0.667,2.0,3.0,6.0,1.0,5.0,3.0,1.0,0.0,1.0,3.0,7.0
Julyan Stone,12--13,DEN,14.0,1.0,1.0,1.0,,0.0,0.0,0.75,3.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0
Julyan Stone,11--12,DEN,21.0,1.0,3.0,6.0,1.0,1.0,3.0,1.0,4.0,4.0,5.0,2.0,3.0,7.0,2.0,2.0,4.0,5.0,9.0
Greg Stokes,89--90,SAC,8.0,0.25,1.0,4.0,,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0
Greg Stokes,85--86,PHI,27.0,0.778,7.0,11.0,0.0,0.0,1.0,1.0,2.0,3.0,10.0,6.0,4.0,3.0,3.0,2.0,2.0,4.0,16.0
Ed Stokes,97--98,TOR,6.0,0.5,1.0,2.0,,0.0,0.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
Peja Stojakovic,10--11,TOT,31.0,1.0,8.0,13.0,1.0,5.0,8.0,1.0,2.0,2.0,5.0,3.0,5.0,5.0,2.0,1.0,2.0,3.0,22.0
Peja Stojakovic,10--11,DAL,31.0,1.0,8.0,13.0,1.0,5.0,8.0,1.0,2.0,2.0,5.0,3.0,5.0,5.0,2.0,1.0,2.0,3.0,22.0
Peja Stojakovic,10--11,TOR,16.0,0.7140000000000001,5.0,7.0,0.75,3.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,13.0
Peja Stojakovic,10--11,NOH,19.0,0.75,6.0,8.0,1.0,4.0,7.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,17.0
Peja Stojakovic,09--10,NOH,46.0,0.667,11.0,19.0,1.0,7.0,11.0,1.0,8.0,9.0,13.0,5.0,8.0,5.0,4.0,1.0,4.0,4.0,29.0
Peja Stojakovic,08--09,NOH,46.0,0.7140000000000001,10.0,22.0,0.833,7.0,12.0,1.0,8.0,8.0,11.0,3.0,9.0,5.0,4.0,1.0,3.0,6.0,28.0
Peja Stojakovic,07--08,NOH,48.0,0.6920000000000001,12.0,21.0,1.0,10.0,13.0,1.0,7.0,7.0,10.0,4.0,10.0,5.0,3.0,2.0,4.0,4.0,36.0
Peja Stojakovic,06--07,NOH,38.0,0.682,15.0,22.0,0.625,5.0,10.0,1.0,7.0,8.0,9.0,3.0,8.0,2.0,2.0,1.0,5.0,4.0,42.0
Peja Stojakovic,05--06,TOT,46.0,0.6920000000000001,13.0,22.0,1.0,7.0,11.0,1.0,13.0,13.0,13.0,5.0,11.0,6.0,3.0,2.0,4.0,6.0,34.0
Peja Stojakovic,05--06,IND,46.0,0.6920000000000001,12.0,22.0,1.0,7.0,11.0,1.0,13.0,13.0,13.0,4.0,11.0,5.0,3.0,2.0,4.0,5.0,34.0
Peja Stojakovic,05--06,SAC,45.0,0.643,13.0,21.0,0.75,6.0,11.0,1.0,11.0,12.0,13.0,5.0,8.0,6.0,3.0,1.0,4.0,6.0,33.0
Peja Stojakovic,04--05,SAC,49.0,0.833,13.0,24.0,1.0,6.0,12.0,1.0,14.0,14.0,12.0,3.0,9.0,7.0,5.0,2.0,5.0,5.0,38.0
Peja Stojakovic,03--04,SAC,50.0,0.6920000000000001,13.0,25.0,0.833,7.0,13.0,1.0,14.0,16.0,12.0,6.0,11.0,7.0,6.0,1.0,6.0,5.0,41.0
Peja Stojakovic,02--03,SAC,47.0,0.818,16.0,24.0,1.0,6.0,10.0,1.0,14.0,14.0,14.0,3.0,14.0,5.0,3.0,1.0,4.0,6.0,37.0
Peja Stojakovic,01--02,SAC,49.0,0.733,13.0,23.0,1.0,7.0,10.0,1.0,12.0,14.0,12.0,4.0,10.0,7.0,3.0,2.0,6.0,5.0,36.0
Peja Stojakovic,00--01,SAC,56.0,0.769,14.0,29.0,1.0,6.0,11.0,1.0,11.0,12.0,17.0,4.0,13.0,7.0,5.0,1.0,6.0,4.0,39.0
Peja Stojakovic,99--00,SAC,46.0,1.0,11.0,23.0,1.0,4.0,10.0,1.0,7.0,8.0,10.0,4.0,9.0,5.0,3.0,1.0,3.0,4.0,30.0
Peja Stojakovic,98--99,SAC,43.0,1.0,9.0,17.0,1.0,5.0,8.0,1.0,9.0,12.0,8.0,4.0,6.0,6.0,4.0,2.0,3.0,3.0,26.0
John Stockton,02--03,UTA,40.0,0.8,9.0,17.0,1.0,2.0,4.0,1.0,11.0,11.0,9.0,3.0,7.0,13.0,6.0,3.0,7.0,6.0,25.0
John Stockton,01--02,UTA,42.0,1.0,9.0,19.0,1.0,2.0,4.0,1.0,12.0,12.0,7.0,4.0,6.0,17.0,6.0,2.0,8.0,6.0,26.0
John Stockton,00--01,UTA,39.0,1.0,10.0,15.0,1.0,4.0,6.0,1.0,9.0,12.0,9.0,3.0,7.0,16.0,5.0,2.0,7.0,6.0,22.0
John Stockton,99--00,UTA,47.0,1.0,9.0,19.0,1.0,2.0,4.0,1.0,11.0,13.0,9.0,3.0,6.0,18.0,6.0,1.0,6.0,5.0,23.0
John Stockton,98--99,UTA,44.0,0.857,8.0,15.0,1.0,2.0,3.0,1.0,10.0,12.0,7.0,3.0,7.0,15.0,8.0,3.0,6.0,5.0,26.0
John Stockton,97--98,UTA,42.0,1.0,10.0,17.0,1.0,4.0,5.0,1.0,9.0,10.0,6.0,3.0,4.0,18.0,5.0,2.0,6.0,5.0,24.0
John Stockton,96--97,UTA,45.0,1.0,12.0,20.0,1.0,5.0,7.0,1.0,12.0,14.0,8.0,3.0,5.0,18.0,6.0,3.0,7.0,6.0,31.0
John Stockton,95--96,UTA,48.0,1.0,11.0,20.0,1.0,4.0,6.0,1.0,10.0,11.0,7.0,4.0,6.0,17.0,4.0,2.0,8.0,6.0,31.0
John Stockton,94--95,UTA,47.0,0.875,11.0,18.0,1.0,4.0,6.0,1.0,10.0,12.0,8.0,3.0,7.0,20.0,7.0,2.0,9.0,6.0,28.0
John Stockton,93--94,UTA,48.0,1.0,13.0,19.0,1.0,4.0,7.0,1.0,10.0,12.0,8.0,3.0,6.0,20.0,6.0,2.0,8.0,6.0,31.0
John Stockton,92--93,UTA,53.0,0.833,12.0,19.0,1.0,4.0,7.0,1.0,12.0,16.0,8.0,4.0,8.0,22.0,8.0,2.0,8.0,6.0,32.0
John Stockton,91--92,UTA,53.0,0.833,10.0,22.0,1.0,5.0,8.0,1.0,15.0,16.0,9.0,5.0,7.0,23.0,7.0,2.0,8.0,6.0,27.0
John Stockton,90--91,UTA,45.0,0.8,12.0,20.0,1.0,4.0,6.0,1.0,13.0,14.0,7.0,3.0,7.0,28.0,9.0,2.0,10.0,6.0,28.0
John Stockton,89--90,UTA,48.0,0.9,14.0,22.0,1.0,3.0,6.0,1.0,15.0,16.0,6.0,3.0,6.0,27.0,8.0,2.0,8.0,6.0,34.0
John Stockton,88--89,UTA,47.0,1.0,13.0,21.0,1.0,2.0,4.0,1.0,11.0,14.0,9.0,4.0,5.0,24.0,8.0,2.0,9.0,6.0,30.0
John Stockton,87--88,UTA,46.0,1.0,10.0,17.0,1.0,2.0,4.0,1.0,10.0,11.0,8.0,3.0,7.0,26.0,8.0,2.0,8.0,6.0,27.0
John Stockton,86--87,UTA,43.0,1.0,7.0,12.0,1.0,2.0,2.0,1.0,11.0,11.0,6.0,3.0,5.0,22.0,6.0,1.0,6.0,6.0,21.0
John Stockton,85--86,UTA,41.0,1.0,7.0,12.0,1.0,1.0,1.0,1.0,7.0,9.0,5.0,3.0,5.0,17.0,6.0,1.0,7.0,6.0,19.0
John Stockton,84--85,UTA,,,,,,,,,,,,,,,,,,,
Alex Stivrins,92--93,TOT,13.0,1.0,6.0,8.0,0.0,0.0,1.0,0.75,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,12.0
Alex Stivrins,92--93,ATL,4.0,1.0,1.0,3.0,0.0,0.0,1.0,,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0
Alex Stivrins,92--93,MIL,13.0,0.75,3.0,7.0,,0.0,0.0,0.75,3.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,9.0
Alex Stivrins,92--93,LAC,1.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Stivrins,92--93,PHO,13.0,1.0,6.0,8.0,0.0,0.0,1.0,,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,12.0
Alex Stivrins,85--86,SEA,9.0,0.5,1.0,2.0,,0.0,0.0,0.25,1.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0
Bryant Stith,01--02,CLE,34.0,1.0,7.0,13.0,1.0,5.0,8.0,1.0,7.0,9.0,9.0,2.0,8.0,4.0,5.0,1.0,3.0,3.0,20.0
Bryant Stith,00--01,BOS,46.0,1.0,9.0,15.0,1.0,4.0,8.0,1.0,10.0,12.0,9.0,3.0,8.0,6.0,5.0,2.0,5.0,5.0,29.0
Bryant Stith,99--00,DEN,41.0,1.0,10.0,16.0,1.0,4.0,5.0,1.0,6.0,7.0,10.0,4.0,7.0,8.0,2.0,3.0,4.0,5.0,27.0
Bryant Stith,98--99,DEN,41.0,1.0,7.0,14.0,1.0,4.0,8.0,1.0,9.0,9.0,8.0,3.0,6.0,5.0,2.0,2.0,3.0,4.0,23.0
Bryant Stith,97--98,DEN,39.0,0.556,7.0,15.0,1.0,2.0,4.0,1.0,8.0,8.0,6.0,3.0,5.0,6.0,3.0,2.0,5.0,5.0,22.0
Bryant Stith,96--97,DEN,48.0,0.7140000000000001,12.0,21.0,1.0,8.0,12.0,1.0,16.0,16.0,9.0,4.0,9.0,7.0,4.0,2.0,5.0,6.0,37.0
Bryant Stith,95--96,DEN,50.0,0.75,11.0,19.0,1.0,3.0,5.0,1.0,14.0,15.0,11.0,6.0,9.0,8.0,4.0,3.0,5.0,6.0,27.0
Bryant Stith,94--95,DEN,44.0,0.889,11.0,17.0,1.0,2.0,4.0,1.0,11.0,13.0,11.0,4.0,8.0,5.0,4.0,2.0,6.0,5.0,27.0
Bryant Stith,93--94,DEN,47.0,0.857,14.0,21.0,1.0,1.0,2.0,1.0,15.0,15.0,12.0,6.0,10.0,6.0,5.0,1.0,5.0,5.0,33.0
Bryant Stith,92--93,DEN,38.0,0.75,8.0,16.0,0.0,0.0,1.0,1.0,11.0,11.0,8.0,4.0,6.0,5.0,4.0,2.0,3.0,5.0,24.0
Steve Stipanovich,87--88,IND,42.0,0.833,12.0,17.0,1.0,1.0,2.0,1.0,12.0,12.0,16.0,6.0,15.0,8.0,4.0,4.0,5.0,6.0,26.0
Steve Stipanovich,86--87,IND,48.0,1.0,11.0,16.0,1.0,1.0,1.0,1.0,12.0,14.0,15.0,6.0,13.0,8.0,6.0,4.0,4.0,6.0,30.0
Steve Stipanovich,85--86,IND,51.0,0.833,11.0,19.0,1.0,1.0,2.0,1.0,10.0,12.0,16.0,7.0,13.0,10.0,5.0,3.0,5.0,6.0,25.0
Steve Stipanovich,84--85,IND,,,,,,,,,,,,,,,,,,,
Steve Stipanovich,83--84,IND,,,,,,,,,,,,,,,,,,,
Greg Stiemsma,14--15,TOR,13.0,1.0,2.0,2.0,,0.0,0.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,2.0,5.0,6.0
Greg Stiemsma,13--14,NOH,33.0,1.0,6.0,9.0,0.0,0.0,1.0,1.0,3.0,4.0,12.0,6.0,10.0,4.0,3.0,5.0,3.0,6.0,12.0
Greg Stiemsma,12--13,MIN,41.0,1.0,6.0,13.0,,0.0,0.0,1.0,5.0,8.0,10.0,4.0,9.0,6.0,5.0,4.0,3.0,6.0,14.0
Greg Stiemsma,11--12,BOS,29.0,1.0,5.0,9.0,,0.0,0.0,1.0,4.0,5.0,9.0,5.0,9.0,3.0,4.0,6.0,2.0,6.0,13.0
