姓名,赛季,球队,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
 Augustin,14--15,OKC,41.0,0.75,6.0,15.0,1.0,4.0,10.0,1.0,4.0,5.0,9.0,2.0,7.0,7.0,2.0,1.0,5.0,4.0,19.0
 Augustin,14--15,DET,37.0,0.8,12.0,20.0,1.0,5.0,9.0,1.0,11.0,13.0,6.0,1.0,6.0,13.0,2.0,1.0,5.0,4.0,35.0
 Augustin,13--14,TOT,46.0,1.0,10.0,19.0,1.0,6.0,12.0,1.0,10.0,10.0,5.0,2.0,5.0,12.0,4.0,1.0,5.0,5.0,33.0
 Augustin,13--14,CHI,46.0,0.75,10.0,19.0,1.0,6.0,12.0,1.0,10.0,10.0,5.0,2.0,5.0,12.0,4.0,1.0,5.0,5.0,33.0
 Augustin,13--14,TOR,14.0,1.0,2.0,7.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0,2.0,5.0
 Augustin,12--13,IND,37.0,1.0,5.0,9.0,1.0,4.0,8.0,1.0,9.0,10.0,4.0,3.0,4.0,8.0,3.0,1.0,6.0,4.0,18.0
 Augustin,11--12,CHA,44.0,0.636,10.0,19.0,0.75,4.0,9.0,1.0,9.0,9.0,8.0,4.0,7.0,13.0,4.0,1.0,8.0,4.0,26.0
 Augustin,10--11,CHA,42.0,0.818,11.0,22.0,0.833,5.0,8.0,1.0,9.0,10.0,8.0,3.0,7.0,14.0,5.0,1.0,6.0,5.0,31.0
 Augustin,09--10,CHA,42.0,1.0,8.0,14.0,1.0,5.0,9.0,1.0,9.0,10.0,4.0,2.0,3.0,9.0,3.0,1.0,4.0,4.0,22.0
 Augustin,08--09,CHA,45.0,1.0,10.0,20.0,1.0,7.0,11.0,1.0,13.0,13.0,6.0,2.0,6.0,11.0,4.0,1.0,7.0,6.0,29.0
Stacey Augmon,05--06,ORL,37.0,1.0,3.0,6.0,,0.0,0.0,1.0,4.0,6.0,6.0,3.0,5.0,3.0,2.0,1.0,2.0,5.0,7.0
Stacey Augmon,04--05,ORL,34.0,1.0,6.0,10.0,,0.0,0.0,1.0,5.0,6.0,6.0,5.0,3.0,5.0,3.0,1.0,3.0,5.0,15.0
Stacey Augmon,03--04,NOH,36.0,1.0,7.0,13.0,1.0,1.0,1.0,1.0,9.0,13.0,9.0,5.0,6.0,5.0,5.0,1.0,3.0,6.0,21.0
Stacey Augmon,02--03,NOH,30.0,1.0,4.0,8.0,0.0,0.0,1.0,1.0,5.0,6.0,6.0,3.0,5.0,5.0,2.0,1.0,2.0,5.0,12.0
Stacey Augmon,01--02,CHH,42.0,1.0,6.0,12.0,0.0,0.0,1.0,1.0,6.0,8.0,8.0,4.0,6.0,7.0,3.0,3.0,3.0,5.0,16.0
Stacey Augmon,00--01,POR,36.0,1.0,5.0,16.0,0.0,0.0,1.0,1.0,7.0,9.0,9.0,5.0,7.0,7.0,4.0,3.0,4.0,5.0,13.0
Stacey Augmon,99--00,POR,28.0,1.0,4.0,8.0,0.0,0.0,1.0,1.0,4.0,7.0,8.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,12.0
Stacey Augmon,98--99,POR,34.0,1.0,6.0,11.0,0.0,0.0,1.0,1.0,8.0,10.0,7.0,4.0,5.0,4.0,5.0,3.0,2.0,5.0,12.0
Stacey Augmon,97--98,POR,42.0,1.0,8.0,16.0,0.5,1.0,2.0,1.0,8.0,10.0,10.0,6.0,7.0,6.0,6.0,3.0,5.0,5.0,18.0
Stacey Augmon,96--97,TOT,33.0,1.0,6.0,10.0,,0.0,0.0,1.0,7.0,8.0,9.0,4.0,8.0,4.0,4.0,2.0,4.0,4.0,13.0
Stacey Augmon,96--97,POR,30.0,1.0,6.0,10.0,,0.0,0.0,1.0,7.0,8.0,8.0,4.0,7.0,4.0,4.0,2.0,4.0,4.0,13.0
Stacey Augmon,96--97,DET,33.0,1.0,5.0,9.0,,0.0,0.0,1.0,6.0,6.0,9.0,3.0,8.0,3.0,3.0,2.0,4.0,4.0,12.0
Stacey Augmon,95--96,ATL,44.0,1.0,10.0,19.0,1.0,1.0,1.0,1.0,11.0,13.0,11.0,7.0,8.0,5.0,5.0,3.0,5.0,6.0,24.0
Stacey Augmon,94--95,ATL,50.0,0.833,12.0,21.0,1.0,2.0,3.0,1.0,12.0,13.0,12.0,8.0,7.0,6.0,5.0,3.0,5.0,5.0,36.0
Stacey Augmon,93--94,ATL,43.0,0.923,12.0,18.0,1.0,1.0,1.0,1.0,12.0,16.0,12.0,9.0,10.0,6.0,7.0,4.0,5.0,5.0,27.0
Stacey Augmon,92--93,ATL,43.0,1.0,11.0,21.0,0.0,0.0,1.0,1.0,10.0,11.0,10.0,6.0,6.0,7.0,5.0,2.0,6.0,6.0,27.0
Stacey Augmon,91--92,ATL,46.0,0.846,14.0,23.0,1.0,1.0,1.0,1.0,13.0,16.0,11.0,7.0,7.0,7.0,4.0,3.0,5.0,5.0,32.0
Chucky Atkins,09--10,DET,35.0,1.0,5.0,11.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,2.0,3.0,9.0,2.0,0.0,3.0,6.0,13.0
Chucky Atkins,08--09,TOT,29.0,1.0,3.0,9.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,4.0,10.0
Chucky Atkins,08--09,OKC,29.0,0.5,3.0,9.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,10.0
Chucky Atkins,08--09,DEN,18.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,1.0,2.0,1.0,8.0
Chucky Atkins,07--08,DEN,35.0,0.75,7.0,17.0,0.667,5.0,9.0,1.0,2.0,3.0,7.0,1.0,7.0,7.0,2.0,1.0,2.0,4.0,19.0
Chucky Atkins,06--07,MEM,46.0,0.909,10.0,22.0,1.0,6.0,10.0,1.0,10.0,14.0,6.0,2.0,6.0,16.0,3.0,1.0,5.0,6.0,29.0
Chucky Atkins,05--06,TOT,45.0,0.75,8.0,16.0,1.0,6.0,9.0,1.0,9.0,12.0,8.0,2.0,7.0,9.0,3.0,1.0,4.0,6.0,26.0
Chucky Atkins,05--06,MEM,38.0,0.667,8.0,16.0,1.0,5.0,9.0,1.0,9.0,12.0,8.0,2.0,7.0,9.0,3.0,1.0,3.0,6.0,22.0
Chucky Atkins,05--06,WAS,45.0,0.75,8.0,15.0,1.0,6.0,8.0,1.0,5.0,6.0,4.0,2.0,4.0,9.0,3.0,0.0,4.0,6.0,26.0
Chucky Atkins,04--05,LAL,47.0,0.7140000000000001,10.0,22.0,1.0,6.0,15.0,1.0,10.0,10.0,7.0,2.0,6.0,11.0,4.0,1.0,6.0,5.0,30.0
Chucky Atkins,03--04,TOT,44.0,1.0,8.0,15.0,1.0,5.0,9.0,1.0,7.0,7.0,5.0,1.0,5.0,10.0,3.0,1.0,5.0,4.0,21.0
Chucky Atkins,03--04,BOS,44.0,0.615,8.0,15.0,1.0,4.0,9.0,1.0,7.0,7.0,5.0,1.0,4.0,10.0,3.0,1.0,5.0,4.0,21.0
Chucky Atkins,03--04,DET,28.0,1.0,7.0,14.0,1.0,5.0,8.0,1.0,4.0,5.0,5.0,1.0,5.0,5.0,2.0,1.0,3.0,4.0,19.0
Chucky Atkins,02--03,DET,46.0,0.833,8.0,15.0,1.0,5.0,10.0,1.0,4.0,4.0,5.0,3.0,5.0,12.0,2.0,1.0,4.0,4.0,21.0
Chucky Atkins,01--02,DET,42.0,1.0,11.0,21.0,1.0,6.0,10.0,1.0,5.0,8.0,5.0,3.0,5.0,10.0,4.0,2.0,5.0,6.0,26.0
Chucky Atkins,00--01,DET,44.0,0.833,15.0,28.0,1.0,7.0,13.0,1.0,7.0,8.0,7.0,2.0,6.0,11.0,5.0,2.0,6.0,6.0,36.0
Chucky Atkins,99--00,ORL,32.0,0.75,10.0,22.0,1.0,3.0,9.0,1.0,6.0,7.0,6.0,2.0,6.0,13.0,4.0,1.0,4.0,6.0,22.0
Keith Askins,98--99,MIA,25.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,6.0,3.0,3.0,5.0,3.0,1.0,2.0,5.0,6.0
Keith Askins,97--98,MIA,33.0,1.0,4.0,11.0,1.0,3.0,6.0,1.0,3.0,5.0,6.0,3.0,5.0,2.0,3.0,2.0,3.0,6.0,10.0
Keith Askins,96--97,MIA,48.0,1.0,5.0,10.0,1.0,3.0,6.0,1.0,5.0,5.0,10.0,4.0,9.0,4.0,4.0,2.0,3.0,6.0,15.0
Keith Askins,95--96,MIA,47.0,1.0,8.0,13.0,1.0,5.0,10.0,1.0,4.0,4.0,13.0,8.0,8.0,7.0,3.0,5.0,5.0,6.0,21.0
Keith Askins,94--95,MIA,45.0,1.0,7.0,15.0,1.0,4.0,8.0,1.0,6.0,6.0,14.0,8.0,7.0,3.0,4.0,2.0,5.0,5.0,19.0
Keith Askins,93--94,MIA,28.0,1.0,6.0,9.0,1.0,1.0,3.0,1.0,4.0,4.0,8.0,3.0,5.0,2.0,2.0,1.0,2.0,5.0,13.0
Keith Askins,92--93,MIA,39.0,1.0,6.0,13.0,1.0,2.0,4.0,1.0,3.0,4.0,16.0,6.0,10.0,3.0,4.0,3.0,3.0,6.0,14.0
Keith Askins,91--92,MIA,34.0,1.0,7.0,11.0,1.0,3.0,5.0,1.0,6.0,6.0,9.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,18.0
Keith Askins,90--91,MIA,27.0,1.0,4.0,8.0,1.0,2.0,4.0,1.0,4.0,4.0,7.0,5.0,5.0,6.0,4.0,3.0,2.0,5.0,10.0
Vincent Askew,97--98,POR,35.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,5.0,6.0,6.0,2.0,4.0,6.0,4.0,1.0,4.0,5.0,10.0
Vincent Askew,96--97,TOT,29.0,1.0,5.0,10.0,1.0,1.0,4.0,1.0,8.0,8.0,6.0,3.0,5.0,5.0,2.0,2.0,4.0,6.0,13.0
Vincent Askew,96--97,DEN,9.0,0.667,2.0,3.0,,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0
Vincent Askew,96--97,IND,29.0,1.0,5.0,10.0,1.0,1.0,4.0,1.0,8.0,8.0,6.0,3.0,5.0,5.0,2.0,2.0,3.0,6.0,13.0
Vincent Askew,96--97,NJN,7.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Vincent Askew,95--96,SEA,40.0,1.0,6.0,16.0,1.0,2.0,4.0,1.0,9.0,9.0,9.0,6.0,8.0,8.0,3.0,2.0,5.0,5.0,21.0
Vincent Askew,94--95,SEA,45.0,1.0,7.0,13.0,1.0,3.0,5.0,1.0,8.0,12.0,8.0,4.0,5.0,6.0,3.0,2.0,4.0,6.0,20.0
Vincent Askew,93--94,SEA,37.0,1.0,8.0,14.0,1.0,1.0,3.0,1.0,13.0,16.0,7.0,4.0,6.0,8.0,4.0,2.0,4.0,5.0,19.0
Vincent Askew,92--93,TOT,33.0,1.0,7.0,10.0,1.0,1.0,1.0,1.0,6.0,8.0,7.0,3.0,4.0,9.0,3.0,2.0,4.0,6.0,16.0
Vincent Askew,92--93,SEA,33.0,1.0,7.0,10.0,1.0,1.0,1.0,1.0,6.0,8.0,7.0,3.0,4.0,9.0,3.0,2.0,4.0,6.0,16.0
Vincent Askew,92--93,SAC,17.0,1.0,3.0,7.0,,0.0,0.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,9.0
Vincent Askew,91--92,GSW,46.0,1.0,6.0,11.0,1.0,1.0,1.0,1.0,8.0,9.0,8.0,6.0,6.0,8.0,4.0,2.0,5.0,6.0,16.0
Vincent Askew,90--91,GSW,22.0,1.0,4.0,7.0,,0.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,0.0,3.0,6.0,10.0
Vincent Askew,87--88,PHI,30.0,0.667,4.0,11.0,,0.0,0.0,1.0,2.0,2.0,5.0,2.0,3.0,6.0,2.0,2.0,2.0,3.0,9.0
Omer Asik,16--17,NOH,35.0,1.0,4.0,6.0,,0.0,0.0,1.0,3.0,6.0,12.0,5.0,10.0,2.0,1.0,2.0,2.0,4.0,10.0
Omer Asik,15--16,NOH,32.0,1.0,10.0,13.0,,0.0,0.0,1.0,6.0,6.0,15.0,8.0,14.0,2.0,3.0,4.0,4.0,5.0,24.0
Omer Asik,14--15,NOH,36.0,1.0,7.0,11.0,,0.0,0.0,1.0,6.0,10.0,18.0,8.0,14.0,3.0,2.0,5.0,4.0,5.0,16.0
Omer Asik,13--14,HOU,43.0,1.0,6.0,12.0,,0.0,0.0,1.0,6.0,11.0,23.0,7.0,17.0,3.0,3.0,4.0,3.0,6.0,18.0
Omer Asik,12--13,HOU,44.0,1.0,11.0,14.0,0.0,0.0,1.0,1.0,11.0,14.0,22.0,9.0,17.0,4.0,4.0,4.0,7.0,6.0,22.0
Omer Asik,11--12,CHI,39.0,1.0,5.0,8.0,,0.0,0.0,1.0,6.0,10.0,15.0,7.0,10.0,3.0,3.0,5.0,4.0,5.0,11.0
Omer Asik,10--11,CHI,31.0,1.0,6.0,8.0,,0.0,0.0,1.0,5.0,8.0,16.0,9.0,10.0,2.0,2.0,5.0,4.0,6.0,14.0
Darrell Arthur,16--17,DEN,28.0,1.0,5.0,10.0,1.0,4.0,7.0,1.0,8.0,9.0,8.0,4.0,6.0,4.0,4.0,3.0,3.0,4.0,16.0
Darrell Arthur,15--16,DEN,35.0,1.0,10.0,15.0,1.0,4.0,5.0,1.0,4.0,5.0,12.0,9.0,9.0,5.0,4.0,2.0,4.0,6.0,24.0
Darrell Arthur,14--15,DEN,29.0,1.0,7.0,17.0,1.0,4.0,9.0,1.0,5.0,6.0,13.0,8.0,8.0,6.0,3.0,3.0,4.0,6.0,20.0
Darrell Arthur,13--14,DEN,30.0,1.0,7.0,15.0,1.0,3.0,6.0,1.0,4.0,5.0,11.0,4.0,8.0,6.0,4.0,3.0,4.0,6.0,18.0
Darrell Arthur,12--13,MEM,29.0,1.0,9.0,15.0,1.0,2.0,3.0,1.0,3.0,4.0,9.0,4.0,6.0,3.0,2.0,3.0,4.0,6.0,20.0
Darrell Arthur,10--11,MEM,36.0,1.0,9.0,19.0,0.0,0.0,2.0,1.0,9.0,10.0,11.0,5.0,7.0,4.0,3.0,4.0,4.0,6.0,24.0
Darrell Arthur,09--10,MEM,31.0,1.0,8.0,13.0,0.0,0.0,1.0,1.0,3.0,4.0,13.0,6.0,8.0,2.0,3.0,3.0,3.0,5.0,16.0
Darrell Arthur,08--09,MEM,37.0,1.0,8.0,16.0,0.0,0.0,1.0,1.0,3.0,4.0,15.0,4.0,11.0,3.0,4.0,5.0,5.0,6.0,16.0
Carlos Arroyo,10--11,TOT,36.0,1.0,6.0,12.0,1.0,3.0,4.0,1.0,5.0,7.0,6.0,2.0,5.0,6.0,4.0,1.0,4.0,4.0,18.0
Carlos Arroyo,10--11,BOS,30.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,6.0,4.0,0.0,4.0,2.0,7.0
Carlos Arroyo,10--11,MIA,36.0,1.0,6.0,12.0,1.0,3.0,4.0,1.0,5.0,7.0,6.0,2.0,5.0,5.0,2.0,1.0,3.0,4.0,18.0
Carlos Arroyo,09--10,MIA,43.0,1.0,6.0,12.0,1.0,2.0,2.0,1.0,6.0,6.0,7.0,2.0,6.0,10.0,3.0,2.0,4.0,5.0,17.0
Carlos Arroyo,07--08,ORL,41.0,1.0,8.0,14.0,1.0,3.0,4.0,1.0,9.0,9.0,7.0,3.0,5.0,14.0,2.0,1.0,6.0,6.0,18.0
Carlos Arroyo,06--07,ORL,32.0,1.0,9.0,17.0,1.0,3.0,4.0,1.0,6.0,8.0,6.0,3.0,5.0,7.0,3.0,1.0,5.0,6.0,23.0
Carlos Arroyo,05--06,TOT,33.0,1.0,9.0,17.0,1.0,2.0,2.0,1.0,7.0,8.0,6.0,3.0,5.0,9.0,4.0,1.0,4.0,6.0,21.0
Carlos Arroyo,05--06,ORL,33.0,0.8,9.0,17.0,1.0,1.0,2.0,1.0,7.0,8.0,5.0,2.0,5.0,7.0,4.0,1.0,4.0,4.0,21.0
Carlos Arroyo,05--06,DET,23.0,1.0,4.0,7.0,1.0,2.0,2.0,1.0,6.0,8.0,6.0,3.0,4.0,9.0,2.0,1.0,4.0,6.0,11.0
Carlos Arroyo,04--05,TOT,40.0,0.75,8.0,17.0,1.0,3.0,3.0,1.0,12.0,12.0,5.0,2.0,4.0,12.0,4.0,1.0,6.0,5.0,20.0
Carlos Arroyo,04--05,DET,29.0,0.75,5.0,11.0,1.0,1.0,2.0,1.0,6.0,6.0,5.0,2.0,4.0,8.0,3.0,1.0,4.0,5.0,15.0
Carlos Arroyo,04--05,UTA,40.0,0.7140000000000001,8.0,17.0,1.0,3.0,3.0,1.0,12.0,12.0,5.0,2.0,4.0,12.0,4.0,1.0,6.0,5.0,20.0
Carlos Arroyo,03--04,UTA,42.0,1.0,11.0,21.0,1.0,3.0,6.0,1.0,10.0,11.0,9.0,5.0,8.0,13.0,3.0,1.0,8.0,5.0,30.0
Carlos Arroyo,02--03,UTA,22.0,1.0,6.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,1.0,5.0,4.0,16.0
Carlos Arroyo,01--02,TOT,27.0,1.0,6.0,12.0,0.0,0.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,8.0,2.0,1.0,3.0,5.0,12.0
Carlos Arroyo,01--02,DEN,27.0,1.0,6.0,12.0,0.0,0.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,8.0,2.0,1.0,2.0,5.0,12.0
Carlos Arroyo,01--02,TOR,14.0,1.0,3.0,5.0,,0.0,0.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,0.0,3.0,3.0,6.0
Hilton Armstrong,13--14,GSW,32.0,1.0,3.0,6.0,,0.0,0.0,1.0,4.0,7.0,10.0,6.0,8.0,2.0,2.0,2.0,2.0,6.0,10.0
Hilton Armstrong,10--11,TOT,29.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,4.0,4.0,13.0,5.0,8.0,2.0,2.0,2.0,2.0,5.0,10.0
Hilton Armstrong,10--11,ATL,15.0,1.0,2.0,4.0,1.0,1.0,1.0,0.5,1.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0
Hilton Armstrong,10--11,WAS,29.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,4.0,4.0,13.0,5.0,8.0,2.0,2.0,2.0,2.0,5.0,10.0
Hilton Armstrong,09--10,TOT,23.0,1.0,4.0,7.0,0.0,0.0,1.0,1.0,4.0,6.0,6.0,3.0,5.0,3.0,3.0,2.0,2.0,6.0,12.0
Hilton Armstrong,09--10,HOU,10.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0
Hilton Armstrong,09--10,SAC,12.0,1.0,2.0,3.0,,0.0,0.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0
Hilton Armstrong,09--10,NOH,23.0,1.0,4.0,7.0,,0.0,0.0,1.0,4.0,6.0,6.0,3.0,5.0,3.0,3.0,2.0,2.0,6.0,12.0
Hilton Armstrong,08--09,NOH,31.0,1.0,6.0,9.0,0.0,0.0,1.0,1.0,6.0,6.0,11.0,6.0,7.0,2.0,2.0,4.0,4.0,6.0,17.0
Hilton Armstrong,07--08,NOH,32.0,1.0,5.0,8.0,,0.0,0.0,1.0,4.0,5.0,7.0,5.0,6.0,2.0,1.0,3.0,5.0,6.0,11.0
Hilton Armstrong,06--07,NOH,29.0,1.0,7.0,13.0,,0.0,0.0,1.0,5.0,6.0,9.0,5.0,7.0,1.0,2.0,2.0,4.0,4.0,17.0
Darrell Armstrong,07--08,NJN,29.0,0.857,6.0,7.0,1.0,3.0,5.0,1.0,4.0,4.0,4.0,2.0,4.0,6.0,4.0,1.0,3.0,4.0,13.0
Darrell Armstrong,06--07,IND,39.0,1.0,7.0,13.0,1.0,5.0,7.0,1.0,6.0,7.0,8.0,3.0,6.0,10.0,4.0,1.0,5.0,5.0,17.0
Darrell Armstrong,05--06,DAL,27.0,1.0,4.0,7.0,1.0,2.0,3.0,1.0,4.0,4.0,10.0,2.0,8.0,5.0,2.0,1.0,4.0,4.0,12.0
Darrell Armstrong,04--05,TOT,38.0,1.0,9.0,20.0,1.0,5.0,9.0,1.0,6.0,6.0,7.0,4.0,5.0,8.0,4.0,1.0,5.0,6.0,21.0
Darrell Armstrong,04--05,DAL,27.0,1.0,3.0,10.0,1.0,2.0,4.0,1.0,6.0,6.0,5.0,2.0,5.0,8.0,4.0,1.0,5.0,6.0,7.0
Darrell Armstrong,04--05,NOH,38.0,0.667,9.0,20.0,1.0,5.0,9.0,1.0,5.0,5.0,7.0,4.0,5.0,8.0,3.0,1.0,3.0,6.0,21.0
Darrell Armstrong,03--04,NOH,43.0,0.833,12.0,24.0,1.0,5.0,13.0,1.0,9.0,9.0,8.0,4.0,8.0,15.0,6.0,3.0,6.0,6.0,35.0
Darrell Armstrong,02--03,ORL,45.0,0.857,8.0,19.0,1.0,5.0,8.0,1.0,8.0,11.0,10.0,3.0,7.0,11.0,5.0,2.0,6.0,6.0,21.0
Darrell Armstrong,01--02,ORL,44.0,0.857,10.0,19.0,1.0,5.0,12.0,1.0,9.0,9.0,8.0,5.0,7.0,13.0,6.0,4.0,8.0,6.0,29.0
Darrell Armstrong,00--01,ORL,49.0,0.6920000000000001,11.0,24.0,0.8,7.0,11.0,1.0,9.0,10.0,10.0,5.0,8.0,16.0,6.0,2.0,7.0,6.0,34.0
Darrell Armstrong,99--00,ORL,41.0,0.833,13.0,22.0,1.0,6.0,11.0,1.0,8.0,8.0,10.0,4.0,7.0,14.0,7.0,1.0,7.0,4.0,33.0
Darrell Armstrong,98--99,ORL,42.0,1.0,10.0,20.0,1.0,4.0,10.0,1.0,11.0,11.0,12.0,4.0,8.0,13.0,6.0,1.0,6.0,5.0,28.0
Darrell Armstrong,97--98,ORL,46.0,1.0,9.0,19.0,1.0,3.0,4.0,1.0,8.0,9.0,9.0,5.0,7.0,12.0,5.0,2.0,8.0,6.0,24.0
Darrell Armstrong,96--97,ORL,36.0,1.0,8.0,15.0,1.0,5.0,10.0,1.0,9.0,9.0,4.0,3.0,3.0,10.0,6.0,1.0,6.0,6.0,19.0
Darrell Armstrong,95--96,ORL,7.0,1.0,3.0,8.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,8.0
Darrell Armstrong,94--95,ORL,4.0,0.5,1.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0
Brandon Armstrong,03--04,NJN,22.0,1.0,6.0,12.0,1.0,2.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,14.0
Brandon Armstrong,02--03,NJN,11.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0
Brandon Armstrong,01--02,NJN,21.0,1.0,5.0,11.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,13.0
BJ ,99--00,CHI,38.0,0.833,9.0,16.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,7.0,2.0,1.0,4.0,3.0,22.0
BJ ,98--99,TOT,41.0,1.0,6.0,13.0,1.0,2.0,3.0,1.0,3.0,4.0,7.0,1.0,7.0,9.0,2.0,0.0,3.0,2.0,17.0
BJ ,98--99,ORL,24.0,1.0,4.0,6.0,0.333,1.0,3.0,1.0,3.0,3.0,7.0,1.0,7.0,9.0,2.0,0.0,3.0,2.0,9.0
BJ ,98--99,CHH,41.0,0.8,6.0,13.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,4.0,8.0,1.0,0.0,2.0,2.0,17.0
BJ ,97--98,TOT,26.0,1.0,5.0,10.0,1.0,1.0,3.0,1.0,6.0,6.0,5.0,2.0,4.0,8.0,2.0,0.0,3.0,4.0,15.0
BJ ,97--98,CHH,26.0,1.0,5.0,10.0,1.0,1.0,3.0,1.0,6.0,6.0,5.0,2.0,4.0,8.0,2.0,0.0,3.0,4.0,15.0
BJ ,97--98,GSW,15.0,0.5,2.0,7.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,6.0
BJ ,96--97,GSW,35.0,1.0,9.0,14.0,1.0,3.0,5.0,1.0,7.0,8.0,4.0,1.0,4.0,7.0,2.0,1.0,3.0,4.0,24.0
BJ ,95--96,GSW,42.0,1.0,10.0,20.0,1.0,4.0,8.0,1.0,13.0,15.0,7.0,2.0,6.0,13.0,4.0,1.0,5.0,4.0,35.0
BJ ,94--95,CHI,43.0,0.833,11.0,22.0,1.0,5.0,8.0,1.0,9.0,10.0,7.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,27.0
BJ ,93--94,CHI,43.0,0.833,12.0,24.0,1.0,4.0,6.0,1.0,10.0,11.0,7.0,2.0,6.0,10.0,3.0,2.0,8.0,6.0,28.0
BJ ,92--93,CHI,44.0,1.0,11.0,18.0,1.0,3.0,6.0,1.0,10.0,10.0,6.0,2.0,5.0,14.0,4.0,1.0,5.0,5.0,28.0
BJ ,91--92,CHI,43.0,0.857,10.0,17.0,1.0,2.0,4.0,1.0,10.0,10.0,6.0,2.0,5.0,10.0,4.0,1.0,5.0,4.0,22.0
BJ ,90--91,CHI,30.0,1.0,9.0,15.0,1.0,1.0,4.0,1.0,6.0,6.0,5.0,2.0,5.0,10.0,4.0,1.0,5.0,4.0,19.0
BJ ,89--90,CHI,29.0,1.0,9.0,16.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,2.0,4.0,9.0,4.0,2.0,5.0,5.0,20.0
Joe Arlauckas,87--88,SAC,19.0,1.0,6.0,14.0,,0.0,0.0,0.833,5.0,6.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,17.0
Trevor Ariza,16--17,HOU,44.0,0.857,9.0,18.0,1.0,6.0,14.0,1.0,6.0,6.0,11.0,4.0,10.0,7.0,6.0,2.0,4.0,5.0,27.0
Trevor Ariza,15--16,HOU,44.0,0.733,11.0,18.0,1.0,8.0,12.0,1.0,5.0,8.0,12.0,4.0,11.0,11.0,5.0,3.0,5.0,5.0,31.0
Trevor Ariza,14--15,HOU,46.0,0.875,9.0,21.0,0.833,6.0,14.0,1.0,7.0,10.0,12.0,3.0,11.0,7.0,6.0,2.0,6.0,5.0,24.0
Trevor Ariza,13--14,WAS,50.0,0.889,14.0,23.0,1.0,10.0,14.0,1.0,8.0,9.0,14.0,5.0,12.0,7.0,6.0,2.0,5.0,6.0,40.0
Trevor Ariza,12--13,WAS,40.0,0.667,9.0,18.0,1.0,7.0,12.0,1.0,7.0,8.0,15.0,4.0,11.0,6.0,4.0,2.0,4.0,4.0,26.0
Trevor Ariza,11--12,NOH,46.0,0.8,10.0,20.0,1.0,4.0,7.0,1.0,6.0,6.0,9.0,3.0,8.0,7.0,4.0,2.0,5.0,5.0,26.0
